sample,sample_name,stage,macrophage_state,n_cells,denominator,fraction
GSM5019490,GSM5019490_HYY-A2,Adjacent,resident_macrophage,17,1382,0.012301013024602027
GSM5019490,GSM5019490_HYY-A2,Adjacent,spp1_macrophage,49,1382,0.03545586107091172
GSM5019491,GSM5019491_HYY-T1,Tumor,ambiguous_macrophage,135,1680,0.08035714285714286
GSM5019491,GSM5019491_HYY-T1,Tumor,c1q_macrophage,1078,1680,0.6416666666666667
GSM5019491,GSM5019491_HYY-T1,Tumor,inflammatory_macrophage,198,1680,0.11785714285714285
GSM5019491,GSM5019491_HYY-T1,Tumor,other_macrophage,11,1680,0.006547619047619048
GSM5019491,GSM5019491_HYY-T1,Tumor,resident_macrophage,10,1680,0.005952380952380952
GSM5019491,GSM5019491_HYY-T1,Tumor,spp1_macrophage,248,1680,0.14761904761904762
GSM5019492,GSM5019492_HYY-T2,Tumor,ambiguous_macrophage,17,704,0.024147727272727272
GSM5019492,GSM5019492_HYY-T2,Tumor,c1q_macrophage,638,704,0.90625
GSM5019492,GSM5019492_HYY-T2,Tumor,inflammatory_macrophage,33,704,0.046875
GSM5019492,GSM5019492_HYY-T2,Tumor,other_macrophage,1,704,0.0014204545454545455
GSM5019492,GSM5019492_HYY-T2,Tumor,resident_macrophage,3,704,0.004261363636363636
GSM5019492,GSM5019492_HYY-T2,Tumor,spp1_macrophage,12,704,0.017045454545454544
GSM5019493,GSM5019493_JWM-A,Adjacent,ambiguous_macrophage,154,2417,0.06371534960695077
GSM5019493,GSM5019493_JWM-A,Adjacent,c1q_macrophage,1913,2417,0.7914770376499793
GSM5019493,GSM5019493_JWM-A,Adjacent,inflammatory_macrophage,230,2417,0.09515928837401738
GSM5019493,GSM5019493_JWM-A,Adjacent,other_macrophage,8,2417,0.0033098882912701694
GSM5019493,GSM5019493_JWM-A,Adjacent,resident_macrophage,42,2417,0.01737691352916839
GSM5019493,GSM5019493_JWM-A,Adjacent,spp1_macrophage,70,2417,0.028961522548613984
GSM5019495,GSM5019495_LMY-A,Adjacent,ambiguous_macrophage,76,2126,0.03574788334901223
GSM5019495,GSM5019495_LMY-A,Adjacent,c1q_macrophage,1758,2126,0.8269049858889934
GSM5019495,GSM5019495_LMY-A,Adjacent,inflammatory_macrophage,210,2126,0.09877704609595485
GSM5019495,GSM5019495_LMY-A,Adjacent,other_macrophage,1,2126,0.00047036688617121356
GSM5019495,GSM5019495_LMY-A,Adjacent,resident_macrophage,15,2126,0.0070555032925682035
GSM5019495,GSM5019495_LMY-A,Adjacent,spp1_macrophage,66,2126,0.031044214487300093
GSM5019496,GSM5019496_LMY-T,Tumor,ambiguous_macrophage,72,2918,0.02467443454420836
GSM5019496,GSM5019496_LMY-T,Tumor,c1q_macrophage,2370,2918,0.8122001370801919
GSM5019496,GSM5019496_LMY-T,Tumor,inflammatory_macrophage,413,2918,0.1415352981494174
GSM5019496,GSM5019496_LMY-T,Tumor,other_macrophage,11,2918,0.0037697052775873888
GSM5019496,GSM5019496_LMY-T,Tumor,resident_macrophage,12,2918,0.00411240575736806
GSM5019496,GSM5019496_LMY-T,Tumor,spp1_macrophage,40,2918,0.013708019191226868
GSM5019497,GSM5019497_LRH-A,Adjacent,ambiguous_macrophage,12,307,0.03908794788273615
GSM5019497,GSM5019497_LRH-A,Adjacent,c1q_macrophage,255,307,0.8306188925081434
GSM5019497,GSM5019497_LRH-A,Adjacent,inflammatory_macrophage,32,307,0.10423452768729642
GSM5019497,GSM5019497_LRH-A,Adjacent,resident_macrophage,2,307,0.006514657980456026
GSM5019497,GSM5019497_LRH-A,Adjacent,spp1_macrophage,6,307,0.019543973941368076
GSM5019498,GSM5019498_LRH-KA,Adjacent,ambiguous_macrophage,50,1277,0.03915426781519186
GSM5019498,GSM5019498_LRH-KA,Adjacent,c1q_macrophage,816,1277,0.6389976507439311
GSM5019498,GSM5019498_LRH-KA,Adjacent,inflammatory_macrophage,366,1277,0.28660924040720437
GSM5019498,GSM5019498_LRH-KA,Adjacent,other_macrophage,6,1277,0.004698512137823023
GSM5019498,GSM5019498_LRH-KA,Adjacent,resident_macrophage,13,1277,0.010180109631949883
GSM5019498,GSM5019498_LRH-KA,Adjacent,spp1_macrophage,26,1277,0.020360219263899765
GSM5019499,GSM5019499_LRH-KT,Tumor,ambiguous_macrophage,45,776,0.05798969072164949
GSM5019499,GSM5019499_LRH-KT,Tumor,c1q_macrophage,348,776,0.4484536082474227
GSM5019499,GSM5019499_LRH-KT,Tumor,inflammatory_macrophage,333,776,0.42912371134020616
GSM5019499,GSM5019499_LRH-KT,Tumor,other_macrophage,10,776,0.01288659793814433
GSM5019499,GSM5019499_LRH-KT,Tumor,resident_macrophage,5,776,0.006443298969072165
GSM5019499,GSM5019499_LRH-KT,Tumor,spp1_macrophage,35,776,0.045103092783505154
GSM5019500,GSM5019500_LRH-T,Tumor,ambiguous_macrophage,6,233,0.02575107296137339
GSM5019500,GSM5019500_LRH-T,Tumor,c1q_macrophage,147,233,0.630901287553648
GSM5019500,GSM5019500_LRH-T,Tumor,inflammatory_macrophage,60,233,0.2575107296137339
GSM5019500,GSM5019500_LRH-T,Tumor,resident_macrophage,3,233,0.012875536480686695
GSM5019500,GSM5019500_LRH-T,Tumor,spp1_macrophage,17,233,0.07296137339055794
GSM5019501,GSM5019501_LY-A,Adjacent,ambiguous_macrophage,83,1847,0.04493773687060097
GSM5019501,GSM5019501_LY-A,Adjacent,c1q_macrophage,1426,1847,0.7720628045479155
GSM5019501,GSM5019501_LY-A,Adjacent,inflammatory_macrophage,235,1847,0.12723335138061723
GSM5019501,GSM5019501_LY-A,Adjacent,other_macrophage,10,1847,0.005414185165132647
GSM5019501,GSM5019501_LY-A,Adjacent,resident_macrophage,32,1847,0.017325392528424473
GSM5019501,GSM5019501_LY-A,Adjacent,spp1_macrophage,61,1847,0.03302652950730915
GSM5019502,GSM5019502_LYJ-A,Adjacent,ambiguous_macrophage,52,1283,0.04053000779423227
GSM5019502,GSM5019502_LYJ-A,Adjacent,c1q_macrophage,851,1283,0.6632891660171473
GSM5019502,GSM5019502_LYJ-A,Adjacent,inflammatory_macrophage,330,1283,0.2572096648480125
GSM5019502,GSM5019502_LYJ-A,Adjacent,other_macrophage,7,1283,0.005455962587685113
GSM5019502,GSM5019502_LYJ-A,Adjacent,resident_macrophage,5,1283,0.003897116134060795
GSM5019502,GSM5019502_LYJ-A,Adjacent,spp1_macrophage,38,1283,0.029618082618862042
GSM5019503,GSM5019503_LYJ-T,Tumor,ambiguous_macrophage,35,729,0.04801097393689986
GSM5019503,GSM5019503_LYJ-T,Tumor,c1q_macrophage,377,729,0.5171467764060357
GSM5019503,GSM5019503_LYJ-T,Tumor,inflammatory_macrophage,262,729,0.35939643347050754
GSM5019503,GSM5019503_LYJ-T,Tumor,other_macrophage,24,729,0.03292181069958848
GSM5019503,GSM5019503_LYJ-T,Tumor,spp1_macrophage,31,729,0.04252400548696845
GSM5019504,GSM5019504_LY-T,Tumor,ambiguous_macrophage,146,4476,0.03261840929401251
GSM5019504,GSM5019504_LY-T,Tumor,c1q_macrophage,3796,4476,0.8480786416443253
GSM5019504,GSM5019504_LY-T,Tumor,inflammatory_macrophage,425,4476,0.09495084897229669
GSM5019504,GSM5019504_LY-T,Tumor,other_macrophage,6,4476,0.0013404825737265416
GSM5019504,GSM5019504_LY-T,Tumor,resident_macrophage,55,4476,0.012287756925826631
GSM5019504,GSM5019504_LY-T,Tumor,spp1_macrophage,48,4476,0.010723860589812333
GSM5019505,GSM5019505_MMH-A,Adjacent,ambiguous_macrophage,84,1415,0.059363957597173146
GSM5019505,GSM5019505_MMH-A,Adjacent,c1q_macrophage,1133,1415,0.8007067137809187
GSM5019505,GSM5019505_MMH-A,Adjacent,inflammatory_macrophage,109,1415,0.07703180212014134
GSM5019505,GSM5019505_MMH-A,Adjacent,other_macrophage,16,1415,0.011307420494699646
GSM5019505,GSM5019505_MMH-A,Adjacent,resident_macrophage,15,1415,0.01060070671378092
GSM5019505,GSM5019505_MMH-A,Adjacent,spp1_macrophage,58,1415,0.04098939929328622
GSM5019507,GSM5019507_OYX-A,Adjacent,ambiguous_macrophage,73,3026,0.024124256444150696
GSM5019507,GSM5019507_OYX-A,Adjacent,c1q_macrophage,2671,3026,0.8826834104428288
GSM5019507,GSM5019507_OYX-A,Adjacent,inflammatory_macrophage,185,3026,0.06113681427627231
GSM5019507,GSM5019507_OYX-A,Adjacent,other_macrophage,9,3026,0.002974223397224058
GSM5019507,GSM5019507_OYX-A,Adjacent,resident_macrophage,42,3026,0.013879709187045605
GSM5019507,GSM5019507_OYX-A,Adjacent,spp1_macrophage,46,3026,0.01520158625247852
GSM5019508,GSM5019508_OYX-T,Tumor,ambiguous_macrophage,42,1189,0.03532380151387721
GSM5019508,GSM5019508_OYX-T,Tumor,c1q_macrophage,953,1189,0.8015138772077376
GSM5019508,GSM5019508_OYX-T,Tumor,inflammatory_macrophage,146,1189,0.12279226240538267
GSM5019508,GSM5019508_OYX-T,Tumor,other_macrophage,7,1189,0.005887300252312868
GSM5019508,GSM5019508_OYX-T,Tumor,resident_macrophage,14,1189,0.011774600504625737
GSM5019508,GSM5019508_OYX-T,Tumor,spp1_macrophage,27,1189,0.022708158116063918
GSM5019509,GSM5019509_PNP-A,Adjacent,ambiguous_macrophage,124,1556,0.07969151670951156
GSM5019509,GSM5019509_PNP-A,Adjacent,c1q_macrophage,986,1556,0.6336760925449871
GSM5019509,GSM5019509_PNP-A,Adjacent,inflammatory_macrophage,267,1556,0.17159383033419023
GSM5019509,GSM5019509_PNP-A,Adjacent,other_macrophage,16,1556,0.010282776349614395
GSM5019509,GSM5019509_PNP-A,Adjacent,resident_macrophage,11,1556,0.007069408740359897
GSM5019509,GSM5019509_PNP-A,Adjacent,spp1_macrophage,152,1556,0.09768637532133675
GSM5019510,GSM5019510_PNP-T,Tumor,ambiguous_macrophage,24,491,0.048879837067209775
GSM5019510,GSM5019510_PNP-T,Tumor,c1q_macrophage,216,491,0.439918533604888
GSM5019510,GSM5019510_PNP-T,Tumor,inflammatory_macrophage,167,491,0.34012219959266804
GSM5019510,GSM5019510_PNP-T,Tumor,other_macrophage,3,491,0.006109979633401222
GSM5019510,GSM5019510_PNP-T,Tumor,resident_macrophage,4,491,0.008146639511201629
GSM5019510,GSM5019510_PNP-T,Tumor,spp1_macrophage,77,491,0.15682281059063136
GSM5019511,GSM5019511_SXZ-A,Adjacent,ambiguous_macrophage,48,828,0.057971014492753624
GSM5019511,GSM5019511_SXZ-A,Adjacent,c1q_macrophage,500,828,0.6038647342995169
GSM5019511,GSM5019511_SXZ-A,Adjacent,inflammatory_macrophage,207,828,0.25
GSM5019511,GSM5019511_SXZ-A,Adjacent,other_macrophage,13,828,0.01570048309178744
GSM5019511,GSM5019511_SXZ-A,Adjacent,spp1_macrophage,60,828,0.07246376811594203
GSM5019512,GSM5019512_SXZ-T,Tumor,ambiguous_macrophage,141,1895,0.07440633245382586
GSM5019512,GSM5019512_SXZ-T,Tumor,c1q_macrophage,622,1895,0.32823218997361475
GSM5019512,GSM5019512_SXZ-T,Tumor,inflammatory_macrophage,421,1895,0.22216358839050132
GSM5019512,GSM5019512_SXZ-T,Tumor,other_macrophage,3,1895,0.0015831134564643799
GSM5019512,GSM5019512_SXZ-T,Tumor,spp1_macrophage,708,1895,0.37361477572559365
GSM5019513,GSM5019513_TRD-A,Adjacent,ambiguous_macrophage,89,3348,0.026583034647550775
GSM5019513,GSM5019513_TRD-A,Adjacent,c1q_macrophage,2567,3348,0.766726403823178
GSM5019513,GSM5019513_TRD-A,Adjacent,inflammatory_macrophage,610,3348,0.1821983273596177
GSM5019513,GSM5019513_TRD-A,Adjacent,other_macrophage,14,3348,0.004181600955794504
GSM5019513,GSM5019513_TRD-A,Adjacent,resident_macrophage,13,3348,0.003882915173237754
GSM5019513,GSM5019513_TRD-A,Adjacent,spp1_macrophage,55,3348,0.016427718040621268
GSM5019514,GSM5019514_TRD-T,Tumor,ambiguous_macrophage,112,3107,0.036047634373994206
GSM5019514,GSM5019514_TRD-T,Tumor,c1q_macrophage,2328,3107,0.7492758287737368
GSM5019514,GSM5019514_TRD-T,Tumor,inflammatory_macrophage,545,3107,0.17541036369488253
GSM5019514,GSM5019514_TRD-T,Tumor,other_macrophage,8,3107,0.002574831026713872
GSM5019514,GSM5019514_TRD-T,Tumor,resident_macrophage,41,3107,0.013196009011908594
GSM5019514,GSM5019514_TRD-T,Tumor,spp1_macrophage,73,3107,0.023495333118764082
GSM5019515,GSM5019515_WHM-A,Adjacent,ambiguous_macrophage,87,2034,0.04277286135693215
GSM5019515,GSM5019515_WHM-A,Adjacent,c1q_macrophage,1685,2034,0.828416912487709
GSM5019515,GSM5019515_WHM-A,Adjacent,inflammatory_macrophage,145,2034,0.07128810226155359
GSM5019515,GSM5019515_WHM-A,Adjacent,other_macrophage,34,2034,0.01671583087512291
GSM5019515,GSM5019515_WHM-A,Adjacent,resident_macrophage,21,2034,0.01032448377581121
GSM5019515,GSM5019515_WHM-A,Adjacent,spp1_macrophage,62,2034,0.03048180924287119
GSM5019516,GSM5019516_WHM-T,Tumor,ambiguous_macrophage,26,737,0.035278154681139755
GSM5019516,GSM5019516_WHM-T,Tumor,c1q_macrophage,647,737,0.8778833107191316
GSM5019516,GSM5019516_WHM-T,Tumor,inflammatory_macrophage,40,737,0.054274084124830396
GSM5019516,GSM5019516_WHM-T,Tumor,other_macrophage,1,737,0.0013568521031207597
GSM5019516,GSM5019516_WHM-T,Tumor,resident_macrophage,6,737,0.008141112618724558
GSM5019516,GSM5019516_WHM-T,Tumor,spp1_macrophage,17,737,0.023066485753052916
GSM5019517,GSM5019517_WYH-A,Adjacent,ambiguous_macrophage,85,1474,0.057666214382632294
GSM5019517,GSM5019517_WYH-A,Adjacent,c1q_macrophage,932,1474,0.6322930800542741
GSM5019517,GSM5019517_WYH-A,Adjacent,inflammatory_macrophage,401,1474,0.27204884667571233
GSM5019517,GSM5019517_WYH-A,Adjacent,other_macrophage,6,1474,0.004070556309362279
GSM5019517,GSM5019517_WYH-A,Adjacent,resident_macrophage,16,1474,0.010854816824966078
GSM5019517,GSM5019517_WYH-A,Adjacent,spp1_macrophage,34,1474,0.023066485753052916
GSM5019518,GSM5019518_WYH-T,Tumor,ambiguous_macrophage,72,1039,0.06929740134744947
GSM5019518,GSM5019518_WYH-T,Tumor,c1q_macrophage,577,1039,0.5553416746871992
GSM5019518,GSM5019518_WYH-T,Tumor,inflammatory_macrophage,322,1039,0.30991337824831566
GSM5019518,GSM5019518_WYH-T,Tumor,other_macrophage,8,1039,0.007699711260827719
GSM5019518,GSM5019518_WYH-T,Tumor,resident_macrophage,36,1039,0.03464870067372473
GSM5019518,GSM5019518_WYH-T,Tumor,spp1_macrophage,24,1039,0.023099133782483156
GSM5019519,GSM5019519_WYQ-A,Adjacent,ambiguous_macrophage,42,1173,0.03580562659846547
GSM5019519,GSM5019519_WYQ-A,Adjacent,c1q_macrophage,908,1173,0.7740835464620631
GSM5019519,GSM5019519_WYQ-A,Adjacent,inflammatory_macrophage,172,1173,0.1466325660699062
GSM5019519,GSM5019519_WYQ-A,Adjacent,other_macrophage,20,1173,0.017050298380221655
GSM5019519,GSM5019519_WYQ-A,Adjacent,resident_macrophage,4,1173,0.0034100596760443308
GSM5019519,GSM5019519_WYQ-A,Adjacent,spp1_macrophage,27,1173,0.023017902813299233
GSM5019520,GSM5019520_WYQ-T,Tumor,ambiguous_macrophage,48,972,0.04938271604938271
GSM5019520,GSM5019520_WYQ-T,Tumor,c1q_macrophage,732,972,0.7530864197530864
GSM5019520,GSM5019520_WYQ-T,Tumor,inflammatory_macrophage,139,972,0.14300411522633744
GSM5019520,GSM5019520_WYQ-T,Tumor,other_macrophage,14,972,0.01440329218106996
GSM5019520,GSM5019520_WYQ-T,Tumor,resident_macrophage,17,972,0.01748971193415638
GSM5019520,GSM5019520_WYQ-T,Tumor,spp1_macrophage,22,972,0.02263374485596708
GSM5019521,GSM5019521_ZJ-A2,Adjacent,ambiguous_macrophage,49,926,0.052915766738660906
GSM5019521,GSM5019521_ZJ-A2,Adjacent,c1q_macrophage,538,926,0.5809935205183585
GSM5019521,GSM5019521_ZJ-A2,Adjacent,inflammatory_macrophage,284,926,0.30669546436285094
GSM5019521,GSM5019521_ZJ-A2,Adjacent,other_macrophage,2,926,0.0021598272138228943
GSM5019521,GSM5019521_ZJ-A2,Adjacent,resident_macrophage,6,926,0.0064794816414686825
GSM5019521,GSM5019521_ZJ-A2,Adjacent,spp1_macrophage,47,926,0.05075593952483801
GSM5019522,GSM5019522_ZJ-T2,Tumor,ambiguous_macrophage,9,188,0.047872340425531915
GSM5019522,GSM5019522_ZJ-T2,Tumor,c1q_macrophage,95,188,0.5053191489361702
GSM5019522,GSM5019522_ZJ-T2,Tumor,inflammatory_macrophage,71,188,0.3776595744680851
GSM5019522,GSM5019522_ZJ-T2,Tumor,spp1_macrophage,13,188,0.06914893617021277
GSM5019523,GSM5019523_ZQM-A,Adjacent,ambiguous_macrophage,63,934,0.06745182012847965
GSM5019523,GSM5019523_ZQM-A,Adjacent,c1q_macrophage,420,934,0.44967880085653106
GSM5019523,GSM5019523_ZQM-A,Adjacent,inflammatory_macrophage,346,934,0.37044967880085655
GSM5019523,GSM5019523_ZQM-A,Adjacent,other_macrophage,4,934,0.004282655246252677
GSM5019523,GSM5019523_ZQM-A,Adjacent,resident_macrophage,5,934,0.0053533190578158455
GSM5019523,GSM5019523_ZQM-A,Adjacent,spp1_macrophage,96,934,0.10278372591006424
GSM5019524,GSM5019524_ZQM-T,Tumor,ambiguous_macrophage,121,1313,0.09215536938309216
GSM5019524,GSM5019524_ZQM-T,Tumor,c1q_macrophage,581,1313,0.4424980959634425
GSM5019524,GSM5019524_ZQM-T,Tumor,inflammatory_macrophage,479,1313,0.3648134044173648
GSM5019524,GSM5019524_ZQM-T,Tumor,other_macrophage,2,1313,0.0015232292460015233
GSM5019524,GSM5019524_ZQM-T,Tumor,resident_macrophage,4,1313,0.0030464584920030465
GSM5019524,GSM5019524_ZQM-T,Tumor,spp1_macrophage,126,1313,0.09596344249809596
GSM5019525,GSM5019525_ZST-A,Adjacent,ambiguous_macrophage,18,431,0.04176334106728538
GSM5019525,GSM5019525_ZST-A,Adjacent,c1q_macrophage,189,431,0.4385150812064965
GSM5019525,GSM5019525_ZST-A,Adjacent,inflammatory_macrophage,191,431,0.4431554524361949
GSM5019525,GSM5019525_ZST-A,Adjacent,other_macrophage,12,431,0.027842227378190254
GSM5019525,GSM5019525_ZST-A,Adjacent,resident_macrophage,3,431,0.0069605568445475635
GSM5019525,GSM5019525_ZST-A,Adjacent,spp1_macrophage,18,431,0.04176334106728538
GSM5019526,GSM5019526_ZST-T,Tumor,ambiguous_macrophage,20,290,0.06896551724137931
GSM5019526,GSM5019526_ZST-T,Tumor,c1q_macrophage,148,290,0.5103448275862069
GSM5019526,GSM5019526_ZST-T,Tumor,inflammatory_macrophage,87,290,0.3
GSM5019526,GSM5019526_ZST-T,Tumor,other_macrophage,6,290,0.020689655172413793
GSM5019526,GSM5019526_ZST-T,Tumor,resident_macrophage,4,290,0.013793103448275862
GSM5019526,GSM5019526_ZST-T,Tumor,spp1_macrophage,25,290,0.08620689655172414
GSM5019527,GSM5019527_HP-A,Adjacent,ambiguous_macrophage,16,781,0.020486555697823303
GSM5019527,GSM5019527_HP-A,Adjacent,c1q_macrophage,483,781,0.618437900128041
GSM5019527,GSM5019527_HP-A,Adjacent,inflammatory_macrophage,266,781,0.3405889884763124
GSM5019527,GSM5019527_HP-A,Adjacent,other_macrophage,5,781,0.006402048655569782
GSM5019527,GSM5019527_HP-A,Adjacent,resident_macrophage,1,781,0.0012804097311139564
GSM5019527,GSM5019527_HP-A,Adjacent,spp1_macrophage,10,781,0.012804097311139564
GSM5019528,GSM5019528_HP-T,Tumor,ambiguous_macrophage,8,496,0.016129032258064516
GSM5019528,GSM5019528_HP-T,Tumor,c1q_macrophage,309,496,0.6229838709677419
GSM5019528,GSM5019528_HP-T,Tumor,inflammatory_macrophage,152,496,0.3064516129032258
GSM5019528,GSM5019528_HP-T,Tumor,other_macrophage,10,496,0.020161290322580645
GSM5019528,GSM5019528_HP-T,Tumor,resident_macrophage,9,496,0.018145161290322582
GSM5019528,GSM5019528_HP-T,Tumor,spp1_macrophage,8,496,0.016129032258064516
GSM5019529,GSM5019529_JGH-A,Adjacent,ambiguous_macrophage,28,1043,0.026845637583892617
GSM5019529,GSM5019529_JGH-A,Adjacent,c1q_macrophage,652,1043,0.6251198465963567
GSM5019529,GSM5019529_JGH-A,Adjacent,inflammatory_macrophage,249,1043,0.23873441994247363
GSM5019529,GSM5019529_JGH-A,Adjacent,other_macrophage,9,1043,0.00862895493767977
GSM5019529,GSM5019529_JGH-A,Adjacent,resident_macrophage,6,1043,0.005752636625119847
GSM5019529,GSM5019529_JGH-A,Adjacent,spp1_macrophage,99,1043,0.09491850431447747
GSM5019533,GSM5019533_LXZ-A,Adjacent,ambiguous_macrophage,24,1760,0.013636363636363636
GSM5019533,GSM5019533_LXZ-A,Adjacent,c1q_macrophage,1441,1760,0.81875
GSM5019533,GSM5019533_LXZ-A,Adjacent,inflammatory_macrophage,251,1760,0.14261363636363636
GSM5019533,GSM5019533_LXZ-A,Adjacent,other_macrophage,8,1760,0.004545454545454545
GSM5019533,GSM5019533_LXZ-A,Adjacent,resident_macrophage,4,1760,0.0022727272727272726
GSM5019533,GSM5019533_LXZ-A,Adjacent,spp1_macrophage,32,1760,0.01818181818181818
GSM5019535,GSM5019535_LYH-A,Adjacent,ambiguous_macrophage,31,1781,0.017405951712521055
GSM5019535,GSM5019535_LYH-A,Adjacent,c1q_macrophage,1520,1781,0.8534531162268388
GSM5019535,GSM5019535_LYH-A,Adjacent,inflammatory_macrophage,185,1781,0.10387422796181921
GSM5019535,GSM5019535_LYH-A,Adjacent,other_macrophage,9,1781,0.0050533408197641775
GSM5019535,GSM5019535_LYH-A,Adjacent,resident_macrophage,15,1781,0.008422234699606962
