gene,mean_expression,n_reference_samples
C2CD3,0.0043768755802039185,5
C2CD4A,0.00130366591660693,5
C2CD4B,0.0017545894835214741,5
C2CD4C,0.0003667329783536866,5
C2CD4D,0.0003821496182481096,5
C2CD5,0.013649898426591558,5
C2CD6,0.0005799838242102987,5
C2orf15,0.0020572045178907554,5
C2orf16,0.00014447677824348137,5
C2orf42,0.0022213444600409234,5
C2orf49,0.0064378471889223795,5
C2orf50,0.0005781536599570936,5
C2orf66,0.00019084361056702974,5
C2orf68,0.00946305715900705,5
C2orf69,0.002426393027607515,5
C2orf72,0.0005240098312565576,5
C2orf73,0.0005591750699170733,5
C2orf74,0.003363538731288988,5
C2orf76,0.0019264391145803906,5
C2orf78,0.00012681686448950927,5
C2orf80,8.34387465011366e-05,5
C2orf81,0.0008017845627754528,5
C2orf83,0.00013739122445505635,5
C2orf88,0.003981219646038538,5
C2orf91,0.0003708704971145769,5
C2orf92,0.0026806404952029843,5
C3,0.07791781462273427,5
C3AR1,0.004011666326479228,5
C3orf14,0.0018416707232468844,5
C3orf18,0.0010855325584826826,5
C3orf20,0.0001625316855378727,5
C3orf22,0.00011323356914086691,5
C3orf33,0.001146793062062261,5
C3orf38,0.006137593579383353,5
C3orf49,7.914455570201026e-05,5
C3orf52,0.010179837910382622,5
C3orf56,0.00017007068125813717,5
C3orf62,0.0005461626866164074,5
C3orf67,0.0007137926784663315,5
C3orf70,0.0008926883458836498,5
C3orf80,0.0004175623506211673,5
C3orf84,0.00011551914938396344,5
C3orf85,5.2435745547716684e-05,5
C4B,0.0004923495507347844,5
C4BPA,0.021561233278110166,5
C4BPB,0.004020880292702424,5
C4orf17,0.00010044955140240748,5
C4orf19,0.004355440085027783,5
C4orf3,0.019833097742085547,5
C4orf33,0.0025729111966595417,5
C4orf36,0.0007851570047729814,5
C4orf45,3.375639441686191e-05,5
C4orf46,0.000600872378096572,5
C4orf47,0.0021859975851560272,5
C4orf48,0.0022697966373447717,5
C4orf50,0.00010416269156057233,5
C4orf51,0.0001287201905268942,5
C4orf54,0.00011469214592645701,5
C5,0.0028923720994002153,5
C5AR1,0.002875431031869033,5
C5AR2,0.001122408569618166,5
C5orf15,0.010239752269422024,5
C5orf22,0.004798491305339618,5
C5orf24,0.014041031381384433,5
C5orf30,0.0019211606171461427,5
C5orf34,0.000602637630621261,5
C5orf46,0.00024771066351324527,5
C5orf47,0.00014146079397899132,5
C5orf49,0.0026264486323657114,5
C5orf51,0.0028523964222223835,5
C5orf52,4.378501730605605e-05,5
C5orf58,0.00011877755975934224,5
C5orf60,7.343327011796897e-05,5
C5orf67,9.280771156925273e-05,5
C6,0.0008320988676415013,5
C6orf118,0.0020027644441562038,5
C6orf120,0.004411897997498626,5
C6orf132,0.004727942307598726,5
C6orf136,0.0024842283227394938,5
C6orf141,0.006295598146298797,5
C6orf15,0.00010894402038862325,5
C6orf163,0.0018682603098788288,5
C6orf201,0.00014596399567687326,5
C6orf223,0.0013411685999623287,5
C6orf226,0.0023196469712504345,5
C6orf47,0.004833317073338625,5
C6orf52,0.0007469443738775696,5
C6orf58,7.842997320071582e-05,5
C6orf62,0.020483220322097248,5
C6orf89,0.0068288539699138655,5
C7,0.01226074170587266,5
C7orf25,0.004401426794014508,5
C7orf26,0.005561237556452658,5
C7orf31,0.002115516716511102,5
C7orf33,0.00012499452493308413,5
C7orf50,0.010712439849841849,5
C7orf57,0.0009400789520314266,5
C7orf61,0.0008799181240119594,5
C7orf77,0.00010603847128270625,5
C8A,5.9215479416829594e-05,5
C8B,0.0003137287937241953,5
C8G,0.00044307984576124145,5
C8orf33,0.006570959539948682,5
C8orf34,0.0031029152547353347,5
C8orf37,0.0010848054794367573,5
C8orf48,0.00031850356527714636,5
C8orf58,0.0021589393017319445,5
C8orf74,0.0001757987578785567,5
C8orf76,0.004939477066080724,5
C8orf82,0.0015642672024387943,5
C8orf88,0.0005770330713995453,5
C8orf89,7.337135919121898e-05,5
C9,0.00015068361720257185,5
C9orf116,0.002180911436737755,5
C9orf129,0.0003175588445140178,5
C9orf131,9.544092623230791e-05,5
C9orf135,0.0016932416777330668,5
C9orf152,0.0018308492957404125,5
C9orf153,0.00019833073059391044,5
C9orf16,0.01718356559768469,5
C9orf24,0.00647027061663232,5
C9orf40,0.001306491943443577,5
C9orf43,0.00047879955536098823,5
C9orf50,0.00012367337321246143,5
C9orf57,5.52547705239443e-05,5
C9orf64,0.003426626980804774,5
C9orf72,0.0050631933987646096,5
C9orf78,0.007820115074508843,5
C9orf85,0.001978547178141064,5
C9orf92,3.904511659186199e-05,5
CA1,0.00011148286242111201,5
CA10,7.401428945933385e-05,5
CA11,0.0008016872821186764,5
CA12,0.001875883245151967,5
CA13,0.0036582027562079957,5
CA14,2.935393002402102e-05,5
CA2,0.008494643684016088,5
CA3,0.0008366647015283065,5
CA4,0.002252585408153437,5
CA5A,6.027691950427768e-05,5
CA5B,0.001661616478130138,5
CA6,0.00015687459807523635,5
CA7,0.00014076870548678286,5
CA8,0.0013192037312972599,5
CA9,0.009062571679558037,5
CAAP1,0.005661851546271023,5
CAB39,0.02057149617466971,5
CAB39L,0.002136348315908895,5
CABCOCO1,0.0014786222373077231,5
CABIN1,0.013146039734695187,5
CABLES1,0.004856053544129234,5
CABLES2,0.0017199485298597119,5
CABP1,0.0004310636952095585,5
CABP2,6.474604205184106e-05,5
CABP4,0.0007687250962586366,5
CABP5,0.0001238922180282606,5
CABP7,0.00011206084534146649,5
CABS1,9.078645696624956e-05,5
CABYR,0.00025843692466238937,5
CACFD1,0.0037460594622079255,5
CACHD1,0.004121901020948987,5
CACNA1B,0.00015278012152519847,5
CACNA1C,0.0023164502954331184,5
CACNA1D,0.007101431849834569,5
CACNA1E,7.102759665760082e-05,5
CACNA1F,0.0002276742974602779,5
CACNA1G,0.0002805995742248136,5
CACNA1H,0.001989788766775068,5
CACNA1I,0.0003154035877155067,5
CACNA1S,0.000161896162121178,5
CACNA2D1,0.002351337857587011,5
CACNA2D2,0.013644157807763357,5
CACNA2D3,0.0008859875325131592,5
CACNA2D4,0.00035620584768901274,5
CACNB1,0.007637254212798978,5
CACNB2,0.0009084212861828978,5
CACNB3,0.003527703098722764,5
CACNB4,0.0016922064348756094,5
CACNG1,6.25274728411925e-05,5
CACNG2,0.00010141294382840326,5
CACNG3,0.000104977022635133,5
CACNG4,0.0014741426110561344,5
CACNG5,0.0002028292749021487,5
CACNG6,0.0008054980196406517,5
CACNG7,0.00021668621605688382,5
CACNG8,0.00023867186389077156,5
CACTIN,0.005021714564392216,5
CACUL1,0.008536075477132947,5
CAD,0.002311200877950742,5
CADM1,0.014271821595740955,5
CADM2,0.00022637924720228145,5
CADM3,0.000870798386647692,5
CADM4,0.0016581001360640789,5
CADPS,0.001329199260014212,5
CADPS2,0.013154243470599809,5
CAGE1,0.00011713152241392757,5
CALB1,0.00012863549072063876,5
CALB2,0.000384091564399466,5
CALCA,0.00022601355861516818,5
CALCB,0.0003105084192172237,5
CALCOCO1,0.01596356042323472,5
CALCOCO2,0.03706894889359877,5
CALCR,0.00014185725445945617,5
CALCRL,0.020801612863032885,5
CALD1,0.03637305255400818,5
CALHM1,0.00014165821071253929,5
CALHM2,0.004795549453774882,5
CALHM3,0.00016833538719090969,5
CALHM4,0.00012463498944767588,5
CALHM5,0.0009811821156116654,5
CALHM6,0.0015606647996018286,5
CALM1,0.0016887104980443071,5
CALM2,0.028473305313860026,5
CALM3,0.019090430396364315,5
CALML3,0.00018170021421468432,5
CALML4,0.009416684678987106,5
CALML5,0.0001768634798298253,5
CALML6,0.00029988016212598926,5
CALN1,0.0001546907248654135,5
CALR,0.023839609243567046,5
CALR3,0.00011404129185930678,5
CALU,0.021358409207067032,5
CALY,0.00018384161433932913,5
CAMK1,0.0039635197916314995,5
CAMK1D,0.004041947946753739,5
CAMK1G,0.00017345650611743664,5
CAMK2A,0.0003331248263310371,5
CAMK2B,0.00027560725672938035,5
CAMK2D,0.010803961225924905,5
CAMK2G,0.008048326187054986,5
CAMK2N1,0.03235224776216565,5
CAMK2N2,0.00036634271048779563,5
CAMK4,0.0014655382838832884,5
CAMKK1,0.0014058313070871456,5
CAMKK2,0.0075351618606112215,5
CAMKMT,0.00964489489337152,5
CAMKV,0.00011576589289820599,5
CAMLG,0.009537366043825634,5
CAMP,0.00022372711598883993,5
CAMSAP1,0.004812220248248346,5
CAMSAP2,0.009312623366793178,5
CAMSAP3,0.004057143738785142,5
CAMTA1,0.008461972673085134,5
CAMTA2,0.007911116302052419,5
CAND1,0.021940798517227845,5
CAND2,0.001224344588044296,5
CANT1,0.01060561402867741,5
CANX,0.01956710315135629,5
CAP1,0.011756192045128195,5
CAP2,0.0020815185449096713,5
CAPG,0.028456640018608648,5
CAPN1,0.014991862951000603,5
CAPN11,0.0002823603573175371,5
CAPN12,0.0033598618493653016,5
CAPN13,0.005806063744947665,5
CAPN14,9.132979968092156e-05,5
CAPN15,0.005790524197304838,5
CAPN2,0.05242137064999851,5
CAPN3,0.00994419564673755,5
CAPN5,0.006893985485178222,5
CAPN6,0.0018167852351909076,5
CAPN7,0.014802805213136674,5
CAPN8,0.019078176676667388,5
CAPN9,0.00173713846667223,5
CAPNS1,0.016582972717855804,5
CAPNS2,0.00020473118777644098,5
CAPRIN1,0.01589935882086854,5
CAPRIN2,0.005398156901246493,5
CAPS,0.025458696766026002,5
CAPS2,0.0011574192760740506,5
CAPSL,0.002254510205345868,5
CAPZA1,0.0013750497816703686,5
CAPZA2,0.015206821751591382,5
CAPZA3,0.00035692107073225307,5
CAPZB,0.01909516756270404,5
CARD10,0.004382510217165284,5
CARD11,0.0026552544089123572,5
CARD14,0.0003392356502506382,5
CARD16,0.0006902756409137365,5
CARD17,0.0002008297361800436,5
CARD18,7.295402898062459e-05,5
CARD19,0.004761551088145722,5
CARD6,0.003981245125463339,5
CARD9,0.0018193364414584982,5
CARF,0.0051818832543292954,5
CARHSP1,0.015490688741402858,5
CARM1,0.006674392192767366,5
CARMIL1,0.008655127423479878,5
CARMIL2,0.001947625774884858,5
CARMIL3,0.0003960308252530455,5
CARNMT1,0.003385987485553477,5
CARNS1,0.0007824926818919499,5
CARS,0.002020236178070312,5
CARS2,0.009338720107825054,5
CARTPT,7.752751897085177e-05,5
CASC1,0.0016069956931788864,5
CASC3,0.020632720155891203,5
CASC4,0.0041577856152240685,5
CASD1,0.007202555455258493,5
CASK,0.021817430046063593,5
CASKIN1,0.0002091030465785084,5
CASKIN2,0.006321768663056546,5
CASP10,0.006273093624523154,5
CASP14,0.00015288771995567094,5
CASP2,0.008527102398768706,5
CASP3,0.005412096357418074,5
CASP4,0.022727429868163607,5
CASP5,0.00045853182653370663,5
CASP6,0.005442057022797719,5
CASP7,0.008053393314795437,5
CASP8,0.01729987846454229,5
CASP8AP2,0.004313684973486171,5
CASP9,0.004573435219559153,5
CASQ1,0.00035855628651325973,5
CASQ2,0.0002731996618364087,5
CASR,0.0002634197805288437,5
CASS4,0.004253682021549179,5
CAST,0.04546963461899757,5
CASTOR1,0.0024081616411750937,5
CASTOR2,0.0017115134716402455,5
CASTOR3,0.002924562599338561,5
CASZ1,0.026013863699113897,5
CAT,0.029403086230592825,5
CATIP,0.0005073193711711659,5
CATSPER2,0.0018356247435019376,5
CATSPER3,0.00039570249084278043,5
CATSPER4,8.746716503762223e-05,5
CATSPERB,0.0023751563631635155,5
CATSPERD,9.346418612053006e-05,5
CATSPERE,0.00027977292574178083,5
CATSPERG,0.00268679207588452,5
CATSPERZ,0.0002689322307990516,5
CAV1,0.061896992448118394,5
CAV2,0.039397527270213145,5
CAVIN1,0.01432445554251468,5
CAVIN2,0.014749614607904934,5
CAVIN3,0.007589110558527011,5
CAVIN4,0.00032625636248724565,5
CBARP,0.0003309436978090563,5
CBFA2T2,0.008730284238635108,5
CBFA2T3,0.00214925915785662,5
CBFB,0.015185307445431279,5
CBL,0.004334606045939762,5
CBLB,0.005722237067327634,5
CBLC,0.0025230354098930144,5
CBLIF,5.3014490324047705e-05,5
CBLL1,0.004672879415341755,5
CBLL2,0.00011165345015851403,5
CBLN1,0.0003421577471048701,5
CBLN2,5.721262567122312e-05,5
CBLN3,0.001015672900888857,5
CBLN4,0.0002728286907874754,5
CBR1,0.003480044204347634,5
CBR3,0.0007524061215495445,5
CBR4,0.006720576386708778,5
CBX2,0.0005894803592846262,5
CBX3,0.01969349162523577,5
CBX4,0.007514694364668254,5
CBX5,0.005451938706800062,5
CBX6,0.008660825623834745,5
CBX7,0.008803774470297298,5
CBX8,0.0029905414255312324,5
CBY1,0.002770052168818777,5
CBY3,9.12275949451268e-05,5
CC2D1A,0.005267189940512213,5
CC2D1B,0.005655310917347592,5
CC2D2A,0.00815427709694087,5
CC2D2B,0.00047384327796542167,5
CCAR1,0.0032602757745996786,5
CCAR2,0.005162963601589254,5
CCBE1,0.003321219069352932,5
CCDC102A,0.0033844147196149615,5
CCDC102B,0.011813248745642473,5
CCDC105,9.168268767808182e-05,5
CCDC106,0.0031693791832151574,5
CCDC107,0.005285653185127559,5
CCDC110,0.0003671602147171638,5
CCDC112,0.002683276117953411,5
CCDC113,0.0029108168375711367,5
CCDC114,0.0017863145223012869,5
CCDC115,0.005369349239711125,5
CCDC116,0.00028076590071659635,5
CCDC117,0.0021671784334593917,5
CCDC12,0.012566631130806971,5
CCDC120,0.002502866468194612,5
CCDC121,0.001331619181277759,5
CCDC122,0.0025824803698009935,5
CCDC124,0.011508519197208732,5
CCDC125,0.01010718465127633,5
CCDC126,0.0024075328143552373,5
CCDC127,0.003939308600713746,5
CCDC13,0.0018680283697342288,5
CCDC130,0.010100508694830587,5
CCDC134,0.0024906400953851305,5
CCDC136,0.0009802741746755645,5
CCDC137,0.005821908113972938,5
CCDC138,0.002759343407674302,5
CCDC14,0.01779840324128918,5
CCDC140,0.00011975199423959041,5
CCDC141,0.005254079021496659,5
CCDC142,0.00035429785866942257,5
CCDC146,0.002690330979390113,5
CCDC148,0.0020865537636052165,5
CCDC149,0.003831271939025173,5
CCDC15,0.0009301098664143391,5
CCDC150,0.0006604938126558916,5
CCDC151,0.001266380426824993,5
CCDC152,0.0014528879241458386,5
CCDC153,0.0020439213065399473,5
CCDC154,0.0006459497622350088,5
CCDC155,6.540157625443033e-05,5
CCDC157,0.001703986391298922,5
CCDC158,0.0002493978072540487,5
CCDC159,0.0055828252715947515,5
CCDC160,0.00026626131970525864,5
CCDC163,0.0004087474494326491,5
CCDC166,0.00024146599738545638,5
CCDC167,0.004385747787980037,5
CCDC168,9.444180234614621e-05,5
CCDC169,0.00019479930505618385,5
CCDC17,0.002306068983749376,5
CCDC170,0.0022487113799084988,5
CCDC171,0.002724643554371229,5
CCDC172,2.6689939300168466e-05,5
CCDC173,0.0008048866902103709,5
CCDC174,0.00516783889959116,5
CCDC175,0.0004631338667261743,5
CCDC177,0.00013544095120530792,5
CCDC178,0.00018576883580195645,5
CCDC179,2.2752600617041828e-05,5
CCDC18,0.0016201075163974471,5
CCDC180,0.001967583342593505,5
CCDC181,0.00046332613871840516,5
CCDC182,0.00019071803669763968,5
CCDC183,0.002808829696566304,5
CCDC184,0.0003463697046286613,5
CCDC185,0.00010552619547195548,5
CCDC186,0.007275755096769634,5
CCDC187,0.001784225800977559,5
CCDC188,0.000633837948706924,5
CCDC189,0.0033224274273002787,5
CCDC190,0.0008912180677203352,5
CCDC191,0.003681804314835369,5
CCDC192,8.722221056412611e-05,5
CCDC194,0.0012195849945566013,5
CCDC195,9.549560901973345e-05,5
CCDC196,1.7611642558849558e-05,5
CCDC197,7.595042436477493e-07,5
CCDC198,0.0018281225463467362,5
CCDC200,9.901312246322943e-05,5
CCDC201,0.00012237249261610027,5
CCDC22,0.001294831070817126,5
CCDC24,0.004204245620370329,5
CCDC27,9.693383565387631e-05,5
CCDC28A,0.005467575388796652,5
CCDC28B,0.000880569484727686,5
CCDC3,0.0017682467658505885,5
CCDC30,0.0027338955779703986,5
CCDC32,0.005958010800560969,5
CCDC33,0.0008691209185872273,5
CCDC34,0.002784019491735494,5
CCDC36,0.0007823602639656198,5
CCDC38,0.00014010350183780524,5
CCDC39,0.001522714652867642,5
CCDC40,0.0035393508479112518,5
CCDC42,0.00010128543997296688,5
CCDC43,0.004385738530335038,5
CCDC47,0.02498971452187258,5
CCDC50,0.021898007278538027,5
CCDC51,0.0011665489806724258,5
CCDC54,9.514783257054766e-05,5
CCDC57,0.0045766057187549645,5
CCDC59,0.0034600962649167072,5
CCDC6,0.008722367252654423,5
CCDC60,0.00086546227734942,5
CCDC61,0.002588135365898264,5
CCDC62,0.0002415707136788642,5
CCDC63,3.4071849292788975e-05,5
CCDC65,0.0008295423250952297,5
CCDC66,0.004902074160800415,5
CCDC68,0.008155626881889793,5
CCDC69,0.004751307985239556,5
CCDC7,0.0045108714828532475,5
CCDC70,8.863594828181686e-05,5
CCDC71,0.001679724632810707,5
CCDC71L,0.00430397055311822,5
CCDC73,4.285349803998827e-05,5
CCDC77,0.0008868773712178869,5
CCDC78,0.004164329012886342,5
CCDC8,0.0026702523690280014,5
CCDC80,0.008423761112626214,5
CCDC81,0.001047245551335499,5
CCDC82,0.010544868669165899,5
CCDC83,5.919239600877389e-05,5
CCDC84,0.009988910069217146,5
CCDC85A,0.0007137856817577778,5
CCDC85B,0.011346074981360118,5
CCDC85C,0.004681590639620434,5
CCDC86,0.001774824861231376,5
CCDC87,0.0001735054371951242,5
CCDC88A,0.012771213896719952,5
CCDC88B,0.008291124028637801,5
CCDC88C,0.008411944830033612,5
CCDC89,0.0008037989398462344,5
CCDC9,0.009383439757409216,5
CCDC90B,0.005261276407301728,5
CCDC91,0.008225935140939014,5
CCDC92,0.01372583979136656,5
CCDC93,0.0069718375518782235,5
CCDC96,0.0008491364213532987,5
CCDC97,0.006872012943532004,5
CCDC9B,0.005993761968813019,5
CCER1,0.00011954313713289505,5
CCER2,0.00036724315305644025,5
CCHCR1,0.0029338054876222367,5
CCIN,0.0001819630497680991,5
CCK,0.0002112521476429075,5
CCKAR,0.00014883517182888933,5
CCKBR,0.00027615152924161644,5
CCL1,0.00012699832737912963,5
CCL11,0.0002584233968831883,5
CCL13,0.0009178023264710983,5
CCL14,0.0049775390586899795,5
CCL15,0.008721018194341576,5
CCL16,0.00023555656239859012,5
CCL17,0.002423113398717474,5
CCL18,0.005285436493115814,5
CCL19,0.005733430807644335,5
CCL2,0.005658539905837273,5
CCL20,0.008979192032197117,5
CCL21,0.00388969590151561,5
CCL22,0.0014019900172032058,5
CCL23,0.0008649630909525344,5
CCL24,0.0005869085258296046,5
CCL25,0.00014056991037379363,5
CCL26,0.00015667301365108978,5
CCL27,0.0001616201870243212,5
CCL28,0.009894015746213344,5
CCL3,0.0013881158422171256,5
CCL3L1,0.00016661434768316507,5
CCL4,0.0032957159417184795,5
CCL4L2,0.0010919684673958607,5
CCL5,0.012233717918458089,5
CCL7,0.00011741728702477183,5
CCL8,0.0011222810307799885,5
CCM2,0.008733639335473675,5
CCM2L,0.0020475927074516307,5
CCN1,0.03430992925444049,5
CCN2,0.03283500887893208,5
CCN3,0.0011669435042885971,5
CCN4,0.0005645102447906903,5
CCN5,0.002383298207965025,5
CCN6,0.0003695743166869371,5
CCNA1,0.00030818436329304406,5
CCNA2,0.002305689301607726,5
CCNB1,0.004331192152002628,5
CCNB1IP1,0.0031616548513512858,5
CCNB2,0.0015985081522098955,5
CCNB3,0.00031098602083479,5
CCNC,0.011156759900930416,5
CCND1,0.023395191115521356,5
CCND2,0.0713437810808632,5
CCND3,0.017608614413246838,5
CCNDBP1,0.014301288586586632,5
CCNE1,0.0009104336557735728,5
CCNE2,0.0012252365292255028,5
CCNF,0.0011243846687139978,5
CCNG1,0.018102277161488777,5
CCNG2,0.006719347416001017,5
CCNH,0.005469575340266418,5
CCNI,0.06707399544186668,5
CCNI2,0.0008976550318750923,5
CCNJ,0.0007648582744193588,5
CCNJL,0.0013036787485351587,5
CCNK,0.01744756865410974,5
CCNL1,0.015419986916040207,5
CCNL2,0.0732362927145431,5
CCNO,0.001289256516086182,5
CCNQ,0.0052335294624756,5
CCNT1,0.004766710971154105,5
CCNT2,0.009851974926354003,5
CCNY,0.01270459446340505,5
CCNYL1,0.009652149292801934,5
CCP110,0.006298815524005382,5
CCPG1,0.01457984077919105,5
CCR1,0.0016043615446551536,5
CCR10,0.0005955136975208586,5
CCR2,0.001692721165796919,5
CCR3,0.00018655306978911313,5
CCR4,0.0012495393948055503,5
CCR5,0.0012060481346738237,5
CCR6,0.001560068890771869,5
CCR7,5.725521391364598,5
CCR8,0.0005040539742564495,5
CCR9,9.828561182566066e-05,5
CCRL2,0.0029760677077267884,5
CCS,0.007552371164544942,5
CCSAP,0.002353905591480791,5
CCSER1,0.00266242683327672,5
CCSER2,0.012775566078532563,5
CCT2,0.0050270484294038745,5
CCT3,0.009785677829919636,5
CCT4,0.007011950020292608,5
CCT6A,0.01654747518452104,5
CCT6B,0.001324615616529062,5
CCT8,0.012063502250524544,5
CCT8L2,0.00021970564992691664,5
CCZ1,0.0011282342704663838,5
CD101,0.0012215834746828855,5
CD109,0.0027053720114350093,5
CD14,5.764717456112544,5
CD151,0.036086482945635864,5
CD160,0.0002357834666698555,5
CD163,6.058076659539035,5
CD163L1,0.0007164524172248047,5
CD164,0.004178648516121449,5
CD164L2,0.001428739633154839,5
CD177,0.00032664556438085105,5
CD180,0.0013678434305030745,5
CD19,5.088224399768109,5
CD1A,0.0005006457619465228,5
CD1B,0.0002699220333782954,5
CD1C,0.001198420938874891,5
CD1D,0.0009291076121586932,5
CD1E,0.0008483292828791119,5
CD2,0.007011900248140213,5
CD200,0.002688076972876172,5
CD200R1,0.0010845226431739359,5
CD200R1L,7.293041257421448e-05,5
CD207,0.0009574765694484434,5
CD209,0.0020341772137143638,5
CD22,0.0016295925980894387,5
CD226,0.001739999981677455,5
CD24,0.06050826113713259,5
CD244,0.0005947769468670379,5
CD247,0.001906242986772787,5
CD248,0.0036799266354150422,5
CD27,5.716350256328881,5
CD274,3.8391331617483417,5
CD276,0.010946451728053445,5
CD28,0.0018220619653229251,5
CD2AP,0.04354474839850174,5
CD2BP2,0.007353454331108848,5
CD300A,0.0033816929847675114,5
CD300C,0.000709372900901567,5
CD300E,0.00066572785088829,5
CD300LB,0.0004136542781869851,5
CD300LD,3.190250206687004e-05,5
CD300LF,0.002497555230273847,5
CD300LG,0.0008258046372583629,5
CD302,0.005799299514714993,5
CD320,0.004078433835096003,5
CD33,0.0018700329036869198,5
CD34,0.008468591316675149,5
CD36,0.010305608834576757,5
CD37,0.009652370274508687,5
CD38,0.0067518308636102696,5
CD3D,0.003916693158822753,5
CD3E,5.46582795754715,5
CD3EAP,0.0009558360331940076,5
CD3G,0.002071003912334405,5
CD4,6.570050401108739,5
CD40,6.16025410125692,5
CD40LG,0.0015398777709137604,5
CD44,0.07631982103396387,5
CD46,0.02970162332750472,5
CD47,0.05207329124860731,5
CD48,0.004698947664141971,5
CD5,0.001581470793327458,5
CD52,0.013830584783565764,5
CD53,0.009413306062923576,5
CD55,0.0604476011649141,5
CD58,0.008561333669975819,5
CD5L,0.0005759006196590111,5
CD6,0.004021042440266764,5
CD63,0.04680019321772366,5
CD68,5.886409914377813,5
CD69,0.004123612164274918,5
CD7,0.0020433110949638266,5
CD70,0.00046331090523879905,5
CD72,0.0014467315160535382,5
CD74,0.2799989639106454,5
CD79A,0.005254580774863683,5
CD79B,0.001711198478691871,5
CD80,0.001647985623446139,5
CD81,0.02272421707004895,5
CD82,0.011079474536683927,5
CD83,0.0039031180970282714,5
CD84,0.003763635725705982,5
CD86,0.0016998182308651216,5
CD8A,5.31235184140905,5
CD8B2,0.0006124163562087129,5
CD9,0.05898755053875745,5
CD93,0.007525248112117827,5
CD96,0.004860569086592848,5
CD99,0.018403045361252104,5
CD99L2,0.005121236987837742,5
CDA,0.0005418105077463598,5
CDADC1,0.002140276165244204,5
CDAN1,0.0018028555865347335,5
CDC123,0.011361031645986766,5
CDC14A,0.003888262804537474,5
CDC14B,0.002992070079511717,5
CDC14C,4.8478857751091026e-05,5
CDC16,0.022317456458243207,5
CDC20,0.0012982636912460318,5
CDC20B,0.0002469915321048397,5
CDC23,0.00280355803036891,5
CDC25A,0.0005663358989867005,5
CDC25B,0.011380436756455291,5
CDC25C,0.0007127763375605763,5
CDC26,0.0036026785494744826,5
CDC27,0.006781211623274654,5
CDC34,0.0067711469511206445,5
CDC37,0.023144696896570296,5
CDC37L1,0.005036721333956104,5
CDC40,0.005330719285950588,5
CDC42BPA,0.014169390678843503,5
CDC42BPB,0.012353967324569042,5
CDC42BPG,0.005531631511874403,5
CDC42EP1,0.015296381448150976,5
CDC42EP2,0.0036631048561490917,5
CDC42EP3,0.00726075435097263,5
CDC42EP4,0.005925562050070969,5
CDC42EP5,0.0035817022512565667,5
CDC42SE1,0.018744936515919745,5
CDC42SE2,0.01847773515765606,5
CDC45,0.0010711029828290326,5
CDC5L,0.010443209272931603,5
CDC6,0.0019476350816996213,5
CDC7,0.0017131715335288826,5
CDC73,0.015720718132713116,5
CDCA2,0.0009689763894839172,5
CDCA3,0.0008596330062578369,5
CDCA4,0.002433425863048712,5
CDCA5,0.0007955289578230005,5
CDCA7,0.0014385695405635462,5
CDCA7L,0.00405460520896778,5
CDCA8,0.0010899906795467482,5
CDCP1,0.004263188681598874,5
CDCP2,0.00018293592108719576,5
CDH1,0.012034520115713297,5
CDH10,0.000142885208028525,5
CDH11,0.00878863455641921,5
CDH12,0.0001408233400978392,5
CDH13,0.003176884156591563,5
CDH15,2.4455188615097474e-05,5
CDH16,0.0006190673926609559,5
CDH17,0.004303569406999189,5
CDH18,0.00013921849599107146,5
CDH19,0.00032430935071272465,5
CDH2,0.000337654503486657,5
CDH20,0.00017126761978318879,5
CDH22,0.00011497140126064784,5
CDH23,0.0017738137593230816,5
CDH24,0.0015351615799171453,5
CDH26,0.001411367069198337,5
CDH3,0.005369189127608093,5
CDH4,0.0001835498408180927,5
CDH5,0.010918905908174532,5
CDH6,0.0029232189680489,5
CDH7,8.544855061430869e-05,5
CDH8,0.00023897628961388673,5
CDH9,0.00010986741256435526,5
CDHR1,0.00016975089081046734,5
CDHR2,0.0039476126016194405,5
CDHR3,0.0050896461050324035,5
CDHR4,0.002124225111632445,5
CDHR5,0.0036179833091494152,5
CDIP1,0.0017009132064848757,5
CDIPT,0.01263095387537142,5
CDK1,0.0031404288894436084,5
CDK11A,0.0011478600270084576,5
CDK11B,0.0035271764975710455,5
CDK12,0.00900965515233088,5
CDK13,0.011029376364798267,5
CDK14,0.0073916298585086125,5
CDK15,0.0004067117813000282,5
CDK16,0.009452682761477569,5
CDK17,0.0045691657948245725,5
CDK18,0.0038700467113002707,5
CDK19,0.0023277186449940446,5
CDK2,0.002455971098446193,5
CDK20,0.0013824636198867223,5
CDK2AP1,0.008636329461616656,5
CDK2AP2,0.008688032587271927,5
CDK3,0.002889881580503545,5
CDK4,0.008332795531371555,5
CDK5,0.00058121608200198,5
CDK5R1,0.0006121503198103495,5
CDK5R2,0.0003009461294034541,5
CDK5RAP1,0.00578212638504936,5
CDK5RAP2,0.00409186090077627,5
CDK5RAP3,0.031216863878050505,5
CDK6,0.0038113241168455775,5
CDK7,0.002321183518393411,5
CDK8,0.002407675024841645,5
CDK9,0.011563716712221606,5
CDKAL1,0.007045539846200354,5
CDKL1,0.002873818942311708,5
CDKL2,0.0027361984417657937,5
CDKL3,0.00041794406398998877,5
CDKL4,0.00028533134650203653,5
CDKL5,0.0036380207861165985,5
CDKN1A,0.007695218221287782,5
CDKN1B,0.012658508164539414,5
CDKN1C,0.002274812464195339,5
CDKN2A,0.0006204047543799668,5
CDKN2AIP,0.0035621847160932163,5
