gene,mean_expression,n_reference_samples
SPAG17,0.0026877591775403913,5
SPAG4,0.0016496626075492501,5
SPAG5,0.0032579992672220766,5
SPAG6,0.0009883486895634085,5
SPAG7,0.012613391666706525,5
SPAG8,0.0030981662649080697,5
SPAG9,0.03247786063517913,5
SPAM1,0.00014441760714378266,5
SPANXB1,0.00016533141840460662,5
SPANXD,0.0001300233414868886,5
SPANXN1,3.204638639227303e-05,5
SPANXN2,7.527543889847983e-05,5
SPANXN3,5.26417461825025e-05,5
SPANXN4,3.436871914552352e-05,5
SPANXN5,4.5297525736443925e-05,5
SPARC,0.07535963406846814,5
SPARCL1,0.0313231826518251,5
SPART,0.006138258327436063,5
SPAST,0.008632732637582713,5
SPATA1,0.0007904910768072638,5
SPATA12,0.0002407959171701345,5
SPATA13,0.010096354934878937,5
SPATA16,0.00021918521023262717,5
SPATA17,0.002182968639758143,5
SPATA18,0.004469767141236652,5
SPATA19,7.942185926209345e-05,5
SPATA2,0.0021248299993512202,5
SPATA20,0.013426174522825263,5
SPATA21,0.00034512550540163493,5
SPATA22,0.00011491287419986141,5
SPATA24,0.0014855602297495392,5
SPATA2L,0.002798372149867734,5
SPATA3,0.00026149651358648704,5
SPATA31A1,0.0002504261201665692,5
SPATA31A5,4.621439206820678e-05,5
SPATA31A6,9.821162975070423e-05,5
SPATA31A7,3.543114455751839e-05,5
SPATA31D1,0.00010388760686034072,5
SPATA31D3,9.836997908126596e-05,5
SPATA31E1,0.00018998536083431882,5
SPATA32,0.00028109731085300567,5
SPATA33,0.005288321176671039,5
SPATA4,0.0005073435846478609,5
SPATA45,0.00012820541072357017,5
SPATA46,0.0001768541157337043,5
SPATA48,4.190261291651913e-05,5
SPATA5,0.004110030241154723,5
SPATA5L1,0.002131639155909745,5
SPATA6,0.006358262552340346,5
SPATA6L,0.004461888166189128,5
SPATA7,0.0037145736160603357,5
SPATA8,0.00022929051069137864,5
SPATA9,0.00010865376110587017,5
SPATC1,0.00048782732187296115,5
SPATC1L,0.00211868564061136,5
SPATS1,0.0005091561225831022,5
SPATS2,0.004783210103593357,5
SPATS2L,0.03730059448671811,5
SPC24,0.0017626102888709412,5
SPC25,0.001527324035848071,5
SPCS1,0.01852652394031699,5
SPCS3,0.013420090997015483,5
SPDEF,0.0015229326752797898,5
SPDL1,0.00027277738103227147,5
SPDYA,4.907788100507288e-07,5
SPDYC,0.00015087518043825556,5
SPDYE1,7.750097374646187e-05,5
SPDYE4,0.00022403564112156055,5
SPDYE5,1.799545380603447e-05,5
SPDYE6,0.00020590183351262763,5
SPECC1,0.006099319903246742,5
SPECC1L,0.012695196220528985,5
SPEF1,0.0007839185480324536,5
SPEF2,0.008462813531216997,5
SPEG,0.0014362207015262596,5
SPEGNB,0.00026096827092752666,5
SPEM1,9.728171992656272e-05,5
SPEM2,0.00017163572427685041,5
SPEM3,9.615228663594012e-05,5
SPEN,0.014534345596593575,5
SPERT,0.00021676677035008832,5
SPESP1,0.00015151878028308582,5
SPG11,0.0170125319029543,5
SPG21,0.02034208332423728,5
SPG7,0.0281167331070567,5
SPHK1,0.002574711754160605,5
SPHK2,0.0034711826356254374,5
SPHKAP,9.505485762934513e-05,5
SPI1,0.029344795313965878,5
SPIB,0.0021579648818946555,5
SPIC,9.564633241667737e-05,5
SPICE1,0.005818241472669241,5
SPIDR,0.0062511658185408995,5
SPIN1,0.024708783247021936,5
SPIN2B,0.00019973230858296923,5
SPIN3,0.00372703000928745,5
SPIN4,0.005000153385735522,5
SPINDOC,0.0038705078733258062,5
SPINK1,0.03702489554813132,5
SPINK13,0.0002870525160290075,5
SPINK14,1.590339413167125e-05,5
SPINK2,0.00039837407694566794,5
SPINK4,0.0001428730197852219,5
SPINK5,0.0007562381944085054,5
SPINK6,0.00013280186022806016,5
SPINK7,0.00012617363350759134,5
SPINK8,0.00010419598633353328,5
SPINK9,1.2486943893271962e-05,5
SPINT1,0.01887004282210123,5
SPINT2,0.04166659212685798,5
SPINT3,0.00011764178812156789,5
SPINT4,9.22704742800295e-05,5
SPIRE1,0.006990350721658588,5
SPIRE2,0.006799080087375527,5
SPN,0.0038424594932007414,5
SPNS1,0.008862749539363142,5
SPNS2,0.0035889540415037064,5
SPNS3,0.00032389135801347404,5
SPO11,0.00011449918920168052,5
SPOCD1,0.0005829891442686221,5
SPOCK1,0.0004399603052306413,5
SPOCK2,0.01602288206092435,5
SPOCK3,8.457816688422626e-05,5
SPON1,0.005631862860597075,5
SPON2,0.007157872989684832,5
SPOP,0.014329815102343293,5
SPOPL,0.004199890292111903,5
SPOUT1,0.0033285401773732034,5
SPP1,0.007353214231248674,5
SPP2,5.2895379837541304e-05,5
SPPL2A,0.016073703806734292,5
SPPL2B,0.010807204331451716,5
SPPL2C,0.00020705781730482987,5
SPPL3,0.005225832452980276,5
SPR,0.006899362735456864,5
SPRED1,0.016746055443641293,5
SPRED2,0.006573637912414103,5
SPRED3,0.0005318745323361166,5
SPRN,0.00021898629135612998,5
SPRR1B,0.00019220720352891612,5
SPRR2A,1.694114748958166e-05,5
SPRR2B,7.406147762124607e-05,5
SPRR2D,4.903594301446431e-05,5
SPRR2E,6.720493113809109e-05,5
SPRR2F,0.0003599872936956716,5
SPRR2G,0.00020778377456364002,5
SPRR3,0.00011941854810994597,5
SPRR4,0.000132571816099432,5
SPRR5,0.00012653459388397415,5
SPRTN,0.0018454901540461797,5
SPRY1,0.016180712378116646,5
SPRY2,0.01641745296278866,5
SPRY3,0.0003936099665211313,5
SPRY4,0.008773641620153082,5
SPRYD3,0.009350290584735547,5
SPRYD4,0.0031689587580037413,5
SPRYD7,0.004157186391200767,5
SPSB1,0.007175598269663325,5
SPSB2,0.006552657420668295,5
SPSB3,0.010470793604719957,5
SPSB4,0.0006091836500509198,5
SPTA1,0.00011991542388419538,5
SPTAN1,0.0361634183028252,5
SPTB,0.0006796599196762976,5
SPTBN1,0.03441777983637066,5
SPTBN2,0.0021647775492225413,5
SPTBN4,0.00045890082167307256,5
SPTBN5,0.0004904698437540077,5
SPTLC1,0.009139737013562112,5
SPTLC2,0.015204441008776746,5
SPTLC3,0.005338765636092776,5
SPTSSA,0.019427611349351153,5
SPTSSB,0.002797911253482296,5
SPTY2D1,0.006188201866943889,5
SPTY2D1OS,0.0018118608660681128,5
SPX,0.00024603242905019346,5
SPZ1,7.285959924144407e-05,5
SQLE,0.006008090452067761,5
SQOR,0.021105909321560073,5
SQSTM1,0.053041521972158646,5
SRA1,0.009764591869061211,5
SRARP,0.00017414553601271962,5
SRBD1,0.00626305955242689,5
SRC,0.01660538679253312,5
SRCAP,0.009745314993985997,5
SRCIN1,0.0028425221740170665,5
SRD5A1,0.0038091689343331286,5
SRD5A2,0.00026377075664023195,5
SRD5A3,0.005848531457874172,5
SREBF1,0.01003307829232098,5
SREBF2,0.014084395345432668,5
SREK1IP1,0.003044478421107594,5
SRF,0.006628288672831324,5
SRFBP1,0.00877324585066137,5
SRGAP1,0.006413617876845997,5
SRGAP3,0.0017057649024542418,5
SRGN,0.029078384146141285,5
SRI,0.020384321472503852,5
SRL,0.00032197120987290193,5
SRM,0.02779118083690941,5
SRMS,0.0002989837318552064,5
SRP19,0.013032780099043009,5
SRP54,0.015213547416715809,5
SRP68,0.011703118743605282,5
SRP72,0.007677238397438167,5
SRP9,0.01526645694244294,5
SRPK1,0.01594611845910481,5
SRPK2,0.006761119662196622,5
SRPK3,0.0002268908200433734,5
SRPRA,0.023379249600774393,5
SRPRB,0.00983841575864283,5
SRPX,0.002104936579448287,5
SRPX2,0.0027525540272737518,5
SRR,0.0019448368772647013,5
SRRD,0.005265426024611956,5
SRRM1,0.017804533577778187,5
SRRM2,0.01796616381753611,5
SRRM4,0.00014408696550051664,5
SRRM5,0.000416991982731936,5
SRRT,0.011299842843559572,5
SRSF1,0.012238072283503794,5
SRSF10,0.0038635481062213933,5
SRSF11,0.009918930388417194,5
SRSF12,0.0005430875473572806,5
SRSF2,0.03010716273770237,5
SRSF3,0.018292956088476694,5
SRSF4,0.019737837056330382,5
SRSF5,0.031006423468703682,5
SRSF7,0.005829555957111672,5
SRSF8,0.008957337994872866,5
SRSF9,0.012360920555781191,5
SRXN1,0.005208689109836544,5
SRY,0.0,5
SS18,0.012117037999420722,5
SS18L1,0.006381542832334131,5
SS18L2,0.005161359873941284,5
SSBP1,0.00801842041222947,5
SSBP2,0.008221782742523137,5
SSBP3,0.007990385369878224,5
SSBP4,0.0034103601542433935,5
SSC4D,0.00032393566117667734,5
SSC5D,0.003101217489095915,5
SSH1,0.007012668303263891,5
SSH2,0.004868509621188547,5
SSH3,0.006506991612856776,5
SSMEM1,0.0001343386977105432,5
SSNA1,0.004449390000779636,5
SSPN,0.0015006475290928198,5
SSPO,0.0004997033361464869,5
SSR1,0.006620861939779109,5
SSR2,0.03409879186699871,5
SSR3,0.009578291563087236,5
SSR4,0.01441379505017058,5
SSRP1,0.018780517902589854,5
SST,0.00012326445606591219,5
SSTR1,0.0032698124300138756,5
SSTR2,0.0003805452716204941,5
SSTR3,0.0002413415538442713,5
SSTR4,0.00028166778862273166,5
SSTR5,0.0003894461980010658,5
SSU72,0.01087498570607649,5
SSU72P8,0.00014461877931484088,5
SSUH2,0.00020973554066180616,5
SSX2IP,0.0025676727297996543,5
SSX3,0.0001444098729452789,5
SSX5,8.991012797110577e-05,5
SSX7,5.185018652247045e-05,5
ST13,0.006657122664556895,5
ST14,0.016269348753723534,5
ST18,6.997443917571189e-05,5
ST3GAL1,0.006890871183111695,5
ST3GAL2,0.004133919962508638,5
ST3GAL3,0.0033659765848129733,5
ST3GAL4,0.005034817102887017,5
ST3GAL5,0.010175548340874169,5
ST3GAL6,0.0031675099897234818,5
ST5,0.019930247096261965,5
ST6GAL1,0.012273954851000413,5
ST6GAL2,0.00032539863075349703,5
ST6GALNAC1,0.003429412164286495,5
ST6GALNAC2,0.000754797342782999,5
ST6GALNAC3,0.0012992445304963606,5
ST6GALNAC4,0.0063208117326197496,5
ST6GALNAC5,0.0027802856133051627,5
ST6GALNAC6,0.013090671396571848,5
ST7,0.007985662723411628,5
ST7L,0.003417105811686843,5
ST8SIA1,0.003869895235773228,5
ST8SIA2,0.00024417433603838104,5
ST8SIA3,0.00012225229063166386,5
ST8SIA4,0.007603801351144449,5
ST8SIA5,0.0001367671541085374,5
ST8SIA6,0.0017901425218120558,5
STAB1,0.0068142363488010145,5
STAB2,0.0004649015506170429,5
STAC,0.0009935592453013476,5
STAC2,0.00014585086348596637,5
STAC3,0.0011088260753034324,5
STAG1,0.021532543952354544,5
STAG2,0.027068115065342718,5
STAG3,0.00028724457298142205,5
STAM,0.005519141312032302,5
STAM2,0.012453255132220543,5
STAMBP,0.013204987966776808,5
STAMBPL1,0.006231330613252125,5
STAP1,0.0013792189160078635,5
STAP2,0.006547954369409216,5
STAR,0.00018669506241146262,5
STARD10,0.03141268895425029,5
STARD13,0.006057158130633277,5
STARD3,0.01202045717698404,5
STARD3NL,0.011816246686609338,5
STARD4,0.005583040497976238,5
STARD5,0.0013761303170690391,5
STARD6,2.694839607573903e-05,5
STARD7,0.00909555314793324,5
STARD8,0.0030682860275584208,5
STARD9,0.0037415570946552007,5
STAT1,0.0418773672594797,5
STAT2,0.02204326338269801,5
STAT3,0.03014611887301948,5
STAT4,0.0029937181964658417,5
STAT5A,0.004013445762600614,5
STAT5B,0.011866950157756245,5
STAT6,0.028177623230494202,5
STATH,9.793625143341698e-05,5
STAU1,0.020426743497638015,5
STAU2,0.027267643110891304,5
STBD1,0.003009565404680482,5
STC1,0.0013529689838228157,5
STC2,0.0012559157676605363,5
STEAP1,0.004525188507580784,5
STEAP1B,3.6937605643084785e-05,5
STEAP2,0.004860636065861391,5
STEAP3,0.004799207503946059,5
STEAP4,0.013540562633854364,5
STH,5.3500120899165895e-05,5
STIL,0.002966953297844663,5
STIM1,0.008053678760011689,5
STIM2,0.009111175541947241,5
STIMATE,0.0061933962945581456,5
STK10,0.011365130977477137,5
STK11,0.012578580960480456,5
STK11IP,0.0035121094687407873,5
STK16,0.004728677487306818,5
STK17A,0.006268348743302963,5
STK17B,0.015507521536151397,5
STK19,0.0030521852994933535,5
STK24,0.0328454159094123,5
STK25,0.011564718673096669,5
STK26,0.0038011058210037146,5
STK3,0.009815944980796805,5
STK31,0.0007997826401450116,5
STK32A,0.0026093491306150374,5
STK32B,0.00045008729211656954,5
STK32C,0.003927759341888257,5
STK33,0.005896591779989661,5
STK35,0.00642932114170702,5
STK36,0.004689069090451947,5
STK38,0.012378798879600677,5
STK38L,0.009377287916669986,5
STK39,0.01546000511572768,5
STK4,0.017919255236114616,5
STK40,0.008488418067366067,5
STKLD1,0.0003678671117398126,5
STMN1,0.0013424890779118973,5
STMN2,0.00018823699564248032,5
STMN3,0.00475588311558878,5
STMN4,0.00012172425816235461,5
STMND1,0.0011924541411471412,5
STMP1,0.00852174479050482,5
STN1,0.009101552573919796,5
STOM,0.05338752765792541,5
STOML1,0.0024922671312591436,5
STOML2,0.007439392634175722,5
STOML3,0.0005856050822604277,5
STON1,0.002704453257043704,5
STON2,0.005953039951287103,5
STOX1,0.0008717504926534921,5
STOX2,0.001967794491152009,5
STPG1,0.0022822714185390105,5
STPG2,0.001192982693178469,5
STPG3,0.000191284728996569,5
STRA6,0.00032486856151049725,5
STRA8,6.473809030292402e-05,5
STRADA,0.007773434229560813,5
STRADB,0.0014867908188552024,5
STRAP,0.011580552363392949,5
STRBP,0.009950641065211017,5
STRC,0.0001989271255006722,5
STRIP1,0.005934701816722574,5
STRIP2,0.0006845150070373361,5
STRIT1,0.00011945812190990052,5
STRN,0.009028669088473825,5
STRN3,0.014986118142749583,5
STRN4,0.009823752113215763,5
STS,0.00412741444019134,5
STT3A,0.03092080925578215,5
STT3B,0.029754719428423344,5
STUB1,0.01570022003754089,5
STUM,0.0002698135387661511,5
STX10,0.012441233188824705,5
STX11,0.0059876645798355695,5
STX12,0.01670440373495526,5
STX16,0.025649567591559945,5
STX17,0.0064707337162323115,5
STX19,0.0022047593516835093,5
STX1A,0.0026990789680825175,5
STX1B,0.0003003823717155771,5
STX2,0.015286683854939883,5
STX3,0.014237642548792432,5
STX4,0.017869878734717216,5
STX5,0.009608179872519652,5
STX6,0.00920074089182488,5
STX7,0.024670599376911153,5
STX8,0.004298433722790194,5
STXBP1,0.009580486011936003,5
STXBP2,0.020194402578479514,5
STXBP3,0.012592643737755132,5
STXBP4,0.008849304165249807,5
STXBP5,0.006762321055500934,5
STXBP5L,7.319241801071701e-05,5
STXBP6,0.00769109227646383,5
STYK1,0.0021875904526828457,5
STYX,0.010455470430746718,5
STYXL1,0.003845549953585891,5
SUB1,0.0016517182940570907,5
SUCLA2,0.0034539715981714765,5
SUCLG1,0.013583681464191494,5
SUCLG2,0.007569342198422034,5
SUCNR1,0.0033149675728547183,5
SUCO,0.008329257116321695,5
SUDS3,0.009324019315380627,5
SUFU,0.002741423490228827,5
SUGCT,0.0007941019671924362,5
SUGP1,0.0023490446379125837,5
SUGP2,0.014800129721372532,5
SUGT1,0.013292242189925262,5
SULF1,0.004304646427117497,5
SULF2,0.006815974843399514,5
SULT1A1,0.00486512376685445,5
SULT1A2,0.0013719071403217123,5
SULT1B1,0.011876873275441189,5
SULT1C2,0.006516326638883761,5
SULT1C3,0.0001047685005657244,5
SULT1C4,0.002930493289846408,5
SULT1E1,0.05848844618433574,5
SULT2A1,0.00010627222878564985,5
SULT2B1,0.0013830381024718989,5
SULT4A1,2.9469182868591907e-05,5
SULT6B1,0.00015068939852727557,5
SUMF1,0.0073939519650416865,5
SUMF2,0.025152153688129793,5
SUMO2,0.02673627711558742,5
SUMO3,0.02107481795680909,5
SUMO4,0.0005932563645792927,5
SUN1,0.011740318013125256,5
SUN2,0.017271389852393227,5
SUN3,6.087669896279154e-05,5
SUN5,0.00020764359708237424,5
SUOX,0.004462330516741079,5
SUPT16H,0.0070784663500214175,5
SUPT20H,0.009746202654124793,5
SUPT3H,0.0031722275609676045,5
SUPT4H1,0.002828137376937649,5
SUPT5H,0.012996054362143367,5
SUPT6H,0.01926186193682529,5
SUPT7L,0.009196554080795734,5
SUPV3L1,0.005396699305541407,5
SURF1,0.010841901242923332,5
SURF2,0.0027827516985383756,5
SURF4,0.014593227199432086,5
SURF6,0.0035204563195507994,5
SUSD1,0.0052103177943077965,5
SUSD2,0.022639374688397017,5
SUSD3,0.0021417823381693103,5
SUSD4,0.0010057523039289455,5
SUSD5,0.0004451237583963593,5
SUSD6,0.014732446281541939,5
SUV39H1,0.0011491916062846344,5
SUV39H2,0.0014560688994407285,5
SUZ12,0.015759854982646794,5
SV2A,0.0005139477943436963,5
SV2B,0.00024670048159080557,5
SV2C,8.694070220773023e-05,5
SVBP,0.006632223079565855,5
SVEP1,0.0071090868090991745,5
SVIL,0.009225823969229519,5
SVIP,0.001033150955271042,5
SVOP,0.00014746221672667402,5
SVOPL,0.0002610254665277328,5
SWAP70,0.00985899201418191,5
SWI5,0.004020639630338547,5
SWSAP1,0.0013129231274392247,5
SWT1,0.0033453006552247116,5
SYAP1,0.02021468015901953,5
SYBU,0.0013186201768966934,5
SYCE1,0.0005774706321926625,5
SYCE1L,0.00021829304468111064,5
SYCE2,5.828427585971677e-05,5
SYCE3,0.0003364195083478595,5
SYCN,0.00021930733563108244,5
SYCP1,9.656758918008296e-05,5
SYCP2,0.0009840433125524826,5
SYCP2L,0.000800375040524502,5
SYCP3,0.00029614069154279077,5
SYDE1,0.001328073876159539,5
SYDE2,0.008129571573882765,5
SYF2,0.010939476430932503,5
SYK,0.008612337980964311,5
SYMPK,0.013457694181264485,5
SYN1,0.00019228748360107368,5
SYN2,0.00047652163718414273,5
SYN3,0.00032201886023611106,5
SYNC,0.002346985708732293,5
SYNCRIP,0.0001890260267401701,5
SYNDIG1,0.0004959134101909363,5
SYNDIG1L,0.00044863625025798527,5
SYNE1,0.019073995064411077,5
SYNE2,0.056327318177286714,5
SYNE3,0.0038513197775649362,5
SYNE4,0.0019417310177063142,5
SYNGAP1,0.006818367496744422,5
SYNGR1,0.0021628018046152167,5
SYNGR2,0.051969135659394886,5
SYNGR3,0.0007714110102600383,5
SYNGR4,0.00025028311357917353,5
SYNJ1,0.0037697473493439686,5
SYNJ2,0.0024190282859712273,5
SYNJ2BP,0.004867613952587781,5
SYNM,0.0032259982898422647,5
SYNPO,0.009367350458507829,5
SYNPO2,0.0048986913494612734,5
SYNPO2L,0.000258350699483589,5
SYNPR,0.00022286382288975122,5
SYNRG,0.013442946018358364,5
SYP,0.0005276411969274047,5
SYPL1,0.006218404871310366,5
SYPL2,0.00042985269510484954,5
SYS1,0.006889688210667722,5
SYT1,0.0003770613658517005,5
SYT10,0.0001241209695182646,5
SYT11,0.0024238277900766026,5
SYT12,0.0009826570843411168,5
SYT13,0.005716362277732291,5
SYT14,0.00015197726453675028,5
SYT16,0.00011668431825018734,5
SYT17,0.0018401743488863104,5
SYT2,5.325210643481318e-05,5
SYT3,0.0002770191372897286,5
SYT4,0.0001527743497929708,5
SYT5,0.0003098962461759366,5
SYT6,8.386259535928896e-05,5
SYT7,0.0008174484594146031,5
SYT8,0.003024162221559131,5
SYT9,0.00031838490243634576,5
SYTL1,0.009790740358809377,5
SYTL2,0.007862884838886062,5
SYTL3,0.002785576493330613,5
SYTL4,0.0023954497681395667,5
SYTL5,0.0012841960652500482,5
SYVN1,0.007969962644387301,5
SZRD1,0.007334973096349633,5
SZT2,0.005388100966200279,5
TAAR1,0.0003232847321758343,5
TAAR2,0.00022037563671574805,5
TAAR5,0.00019707234183706323,5
TAAR6,0.00016020921260635962,5
TAAR8,0.00012426405083188142,5
TAAR9,0.0001470586225258402,5
TAB1,0.004839549600731575,5
TAB2,0.010684736426594739,5
TAB3,0.0042523567620012,5
TAC1,0.000131719153401024,5
TAC3,0.0006155200291411848,5
TAC4,0.00020979067417111193,5
TACC1,0.03244962320302049,5
TACC2,0.009397536093956932,5
TACC3,0.004461712640579432,5
TACO1,0.004210539627821282,5
TACR1,0.000349501821749475,5
TACR2,0.00011680361238671186,5
TACR3,0.00020872936535867216,5
TACSTD2,0.03638723660600286,5
TADA1,0.0018756248989797116,5
TADA2A,0.006377831839967429,5
TADA2B,0.0059852323213181735,5
TADA3,0.011547487039241421,5
TAF1,0.004553325125984177,5
TAF10,0.022173811195416244,5
TAF11,0.006640487004556883,5
TAF11L11,6.774596474870697e-05,5
TAF11L12,6.260102152413319e-05,5
TAF11L13,1.7244816999591687e-05,5
TAF11L14,0.00019750181934915866,5
TAF11L4,2.937690335611756e-05,5
TAF11L6,0.00038795668692357435,5
TAF11L8,0.0006311036252877188,5
TAF12,0.006211855497202623,5
TAF13,0.00554478735592969,5
TAF15,0.00835862788583594,5
TAF1A,0.002832702660754575,5
TAF1B,0.0031014343990971908,5
TAF1C,0.005455732312426277,5
TAF1D,0.01760791409922787,5
TAF1L,0.00011261326945976491,5
TAF2,0.008197457678559655,5
TAF3,0.0005457821747052232,5
TAF4,0.004882211623231919,5
TAF4B,0.0010622952110204457,5
TAF5,0.001214810377386869,5
TAF5L,0.0018443590429742507,5
TAF6,0.004336550319386347,5
TAF6L,0.001660803240877846,5
TAF7,0.021845368472860647,5
TAF7L,0.0001509378627722653,5
TAF8,0.007295918799070598,5
TAF9,0.0026644971772837663,5
TAF9B,0.0011862882000328073,5
TAFA1,0.0001241947852491631,5
TAFA2,0.0003170620119398898,5
TAFA3,0.0002080228745802057,5
TAFA4,8.958903190273155e-05,5
TAFA5,0.0012020842389774272,5
TAGAP,0.0037997935466804423,5
TAGLN,0.04015181922713103,5
TAGLN2,0.03440949885848651,5
TAGLN3,0.0001695414675110895,5
TAL1,0.0008680788783392811,5
TAL2,0.0002496559442963359,5
TALDO1,0.010746487186057582,5
TAMM41,0.005565695840903197,5
TANC1,0.007906448917646091,5
TANC2,0.008153716332731088,5
TANGO2,0.0038695789986297876,5
TANGO6,0.0025285981350797932,5
TANK,0.01562621703580447,5
TAOK1,0.022659422414410886,5
TAOK2,0.011347880690010307,5
TAOK3,0.009773446003235696,5
TAP1,0.03092219954683314,5
TAP2,0.018319392762740465,5
TAPBP,0.06346954459493075,5
TAPBPL,0.008051730730676224,5
TAPT1,0.009294050152736209,5
TARBP1,0.008636723647524533,5
TARBP2,0.004590152933919142,5
TARM1,0.0001837766189652683,5
TARS,0.002097309217223335,5
TARS2,0.0016726304882537589,5
TARSL2,0.0044409488894209155,5
TAS1R1,0.00010830860972049013,5
TAS1R2,0.00018899769374534754,5
TAS1R3,0.0005078106690096156,5
TAS2R1,0.00010577869712625836,5
TAS2R14,0.0028080808104725503,5
TAS2R16,0.00017019284592562268,5
TAS2R30,0.0005807472250479067,5
TAS2R38,0.00016026531467195037,5
TAS2R39,0.00011856413768318323,5
TAS2R4,0.0016488134510985442,5
TAS2R40,0.00016384383184352258,5
TAS2R42,0.00012323492884958948,5
TAS2R50,2.1966798036057246e-05,5
TAS2R7,0.00020777714567910853,5
TAS2R8,0.0001120558653632012,5
TAS2R9,0.00018615280042998776,5
TASOR,0.012072062798373417,5
TASOR2,0.011205137815251195,5
TASP1,0.005999916624155574,5
TAT,0.0001062143743954348,5
TATDN1,0.002266124241968672,5
TATDN2,0.006744987968941971,5
TATDN3,0.0033290979735623527,5
TAX1BP1,0.02457851100742821,5
TAX1BP3,0.02337179364423044,5
TAZ,0.005029741117161542,5
TBATA,0.00012862906477438256,5
TBC1D1,0.004500784762095402,5
TBC1D10A,0.00691475639765254,5
TBC1D10B,0.007315674039058913,5
TBC1D10C,0.0075440875789002685,5
TBC1D12,0.002915492885802737,5
TBC1D13,0.002640654894544411,5
TBC1D14,0.01396103688655525,5
TBC1D15,0.012170648508389243,5
TBC1D16,0.003875053465725628,5
TBC1D17,0.008958941373193195,5
TBC1D19,0.0040691612540478435,5
TBC1D2,0.005579281713507465,5
TBC1D20,0.007030049222337779,5
TBC1D21,1.3883292780738466e-05,5
TBC1D22A,0.011959076152138842,5
TBC1D22B,0.004495505615316439,5
TBC1D23,0.0053711017093995015,5
TBC1D24,0.0035274906493221333,5
TBC1D25,0.000890179267762028,5
TBC1D28,5.601424283388104e-05,5
TBC1D2B,0.014840859897845846,5
TBC1D30,0.0017665174451047666,5
TBC1D31,0.0019757397211131534,5
TBC1D32,0.003114193823936902,5
TBC1D3B,0.0002932891240918172,5
TBC1D3E,0.00023372017358438868,5
TBC1D4,0.0038336624888960654,5
TBC1D5,0.018015858645795003,5
TBC1D7,0.003946462536729389,5
TBC1D8,0.004882714122759913,5
TBC1D8B,0.0042425276079923555,5
TBC1D9,0.00444452347695316,5
TBC1D9B,0.03574669865121215,5
TBCB,0.01507372591464241,5
TBCC,0.004506748978333591,5
TBCCD1,0.002387545689033027,5
TBCD,0.006833738351806566,5
TBCE,0.0049564823956634125,5
TBCEL,0.005184689441653794,5
TBCK,0.009593011116789429,5
TBK1,0.010528088313123421,5
TBKBP1,0.002699647009756961,5
TBL1X,0.0019313736098870936,5
TBL1XR1,0.029337745209470696,5
TBL1Y,3.708148833606627e-07,5
TBL2,0.006006890125451904,5
TBL3,0.006008809018130666,5
TBP,0.0029128129921267196,5
TBPL1,0.0058459966622359544,5
TBPL2,9.663157219228322e-05,5
TBR1,8.488415885223788e-05,5
TBRG1,0.007752748576294069,5
TBRG4,0.007095592322994308,5
TBX1,0.001062962622115985,5
TBX10,0.00016787044587107796,5
TBX15,0.0004875490641455412,5
TBX18,0.00014440441266551246,5
TBX19,0.001373480785585656,5
TBX2,0.014569853687748147,5
TBX21,0.0009497705096006045,5
TBX22,0.00019808533289998885,5
TBX3,0.0034116916150105196,5
TBX4,0.003916299444920982,5
TBX5,0.0042143457425380965,5
TBX6,0.0007623206977842021,5
TBXA2R,0.0011820522548253564,5
TBXAS1,0.00047394805166699644,5
TBXT,0.0002858850977562567,5
TC2N,0.03156639502049066,5
TCAF1,0.008465567103494068,5
TCAIM,0.0059040836679597935,5
TCAP,0.0010586241357916138,5
TCEA2,0.003455597549186537,5
TCEA3,0.01164891192302137,5
TCEAL1,0.003474443977239532,5
TCEAL2,0.0008508181349111551,5
TCEAL3,0.0035799271326969876,5
TCEAL4,0.008192678177599978,5
TCEAL5,1.3272637968489667e-05,5
TCEAL6,0.0003489057186465927,5
TCEAL7,0.0002651516578871582,5
TCEAL8,0.012763102336616653,5
TCEAL9,0.009379433500550576,5
TCEANC,0.0014714953083186711,5
TCEANC2,0.0008765224985757804,5
TCERG1,0.011404210292617734,5
TCERG1L,0.0001727565596138398,5
TCF12,0.012097590035505802,5
TCF15,0.00047449963441127815,5
TCF19,0.0012991598200261666,5
TCF20,0.006851688346795083,5
TCF21,0.016100058259526425,5
TCF23,0.00010099115439166854,5
TCF24,0.0002844411256358103,5
TCF25,0.023218034652131896,5
TCF3,0.008766076462482671,5
TCF4,0.00636339215189242,5
TCF7,0.0020542597027485105,5
TCF7L1,0.0030814336363380094,5
TCF7L2,0.011667685583123593,5
TCFL5,0.0018764066798733694,5
TCHH,0.0001707792987137474,5
TCHHL1,7.661854023368711e-05,5
TCHP,0.0033996681348463418,5
TCIM,0.026668795582996237,5
TCIRG1,0.012886238901195312,5
TCL1A,0.0006017685397811865,5
TCL1B,0.0001059823390519636,5
TCN1,0.0016662759587183595,5
TCN2,0.0056882794948222805,5
TCOF1,0.006115781199676085,5
TCP1,0.00285407243786236,5
TCP10L,0.0003973436667517662,5
TCP10L2,0.00011159228705686658,5
TCP11,7.007519998106319e-05,5
TCP11L1,0.0039992747456930235,5
TCP11L2,0.007365987504946237,5
TCP11X1,3.3986719769882316e-05,5
TCTA,0.004912226505015312,5
TCTE1,0.000634523885620876,5
TCTE3,0.0010069373818041008,5
TCTEX1D1,0.0007787252876351279,5
