sample,sample_name,stage,context,gene,n_cells,mean_expression,detection_fraction,status
GSM9237938,P14_AIS,AIS,epithelial,CD74,1818,2.5985036752116,0.7849284928492849,present
GSM9237938,P14_AIS,AIS,epithelial,CD44,1818,1.4950189529389721,0.5918591859185919,present
GSM9237938,P14_AIS,AIS,epithelial,CXCR4,1818,0.07107144904508172,0.03685368536853685,present
GSM9237938,P14_AIS,AIS,epithelial,SPP1,1818,0.0015115046577289205,0.0011001100110011,present
GSM9237938,P14_AIS,AIS,epithelial,TREM2,1818,0.010819548843885387,0.006600660066006601,present
GSM9237938,P14_AIS,AIS,epithelial,PLA2G7,1818,0.0078123949837994935,0.00605060506050605,present
GSM9237938,P14_AIS,AIS,epithelial,IL1B,1818,0.004471113050868829,0.0033003300330033004,present
GSM9237938,P14_AIS,AIS,epithelial,TNF,1818,0.006337204301483257,0.005500550055005501,present
GSM9237938,P14_AIS,AIS,epithelial,CXCL8,1818,0.01332953271231075,0.00825082508250825,present
GSM9237938,P14_AIS,AIS,macrophage,MIF,698,0.3189625189083581,0.29369627507163326,present
GSM9237938,P14_AIS,AIS,macrophage,CD74,698,5.0551894516011755,0.9856733524355301,present
GSM9237938,P14_AIS,AIS,macrophage,CD44,698,1.8853590926843475,0.7679083094555874,present
GSM9237938,P14_AIS,AIS,macrophage,CXCR4,698,0.49369684357146904,0.3209169054441261,present
GSM9237938,P14_AIS,AIS,macrophage,SPP1,698,0.02400801395266526,0.011461318051575931,present
GSM9237938,P14_AIS,AIS,macrophage,TREM2,698,0.8222847251666353,0.4871060171919771,present
GSM9237938,P14_AIS,AIS,macrophage,PLA2G7,698,0.2334066741640144,0.0988538681948424,present
GSM9237938,P14_AIS,AIS,macrophage,IL1B,698,0.23814640029490125,0.19340974212034384,present
GSM9237938,P14_AIS,AIS,macrophage,TNF,698,0.09440075907669097,0.08022922636103152,present
GSM9237938,P14_AIS,AIS,macrophage,CXCL8,698,0.05744280795755969,0.0329512893982808,present
GSM9237939,P14_LUAD,LUAD,all_cells,MIF,4470,0.2845446415951879,0.18076062639821028,present
GSM9237939,P14_LUAD,LUAD,all_cells,CD74,4470,2.5402515022380685,0.7288590604026846,present
GSM9237939,P14_LUAD,LUAD,all_cells,CD44,4470,1.286739749511547,0.49843400447427294,present
GSM9237939,P14_LUAD,LUAD,all_cells,CXCR4,4470,0.49582577816416107,0.18590604026845636,present
GSM9237939,P14_LUAD,LUAD,all_cells,SPP1,4470,0.013075251632950107,0.006487695749440716,present
GSM9237939,P14_LUAD,LUAD,all_cells,TREM2,4470,0.06516291769728555,0.033109619686800894,present
GSM9237939,P14_LUAD,LUAD,all_cells,PLA2G7,4470,0.052102769463274974,0.024608501118568233,present
GSM9237939,P14_LUAD,LUAD,all_cells,IL1B,4470,0.015398554056846156,0.009395973154362415,present
GSM9237939,P14_LUAD,LUAD,all_cells,TNF,4470,0.014124710630741418,0.008053691275167786,present
GSM9237939,P14_LUAD,LUAD,all_cells,CXCL8,4470,0.04220726643030098,0.018120805369127517,present
GSM9237939,P14_LUAD,LUAD,epithelial,MIF,2088,0.42614922716246595,0.2883141762452107,present
GSM9237939,P14_LUAD,LUAD,epithelial,CD74,2088,2.6380466664217868,0.7825670498084292,present
GSM9237939,P14_LUAD,LUAD,epithelial,CD44,2088,1.540353698733582,0.6135057471264368,present
GSM9237939,P14_LUAD,LUAD,epithelial,CXCR4,2088,0.32631969689484186,0.13697318007662834,present
GSM9237939,P14_LUAD,LUAD,epithelial,SPP1,2088,0.008797393671200972,0.007183908045977011,present
GSM9237939,P14_LUAD,LUAD,epithelial,TREM2,2088,0.0135691713813139,0.009578544061302681,present
GSM9237939,P14_LUAD,LUAD,epithelial,PLA2G7,2088,0.016953908191421653,0.01053639846743295,present
GSM9237939,P14_LUAD,LUAD,epithelial,IL1B,2088,0.0038630148978384426,0.003352490421455939,present
GSM9237939,P14_LUAD,LUAD,epithelial,TNF,2088,0.00764951250295032,0.0038314176245210726,present
GSM9237939,P14_LUAD,LUAD,epithelial,CXCL8,2088,0.06152630381685148,0.026340996168582376,present
GSM9237939,P14_LUAD,LUAD,macrophage,MIF,330,0.21125852608603196,0.1606060606060606,present
GSM9237939,P14_LUAD,LUAD,macrophage,CD74,330,4.67369287740903,0.9575757575757575,present
GSM9237939,P14_LUAD,LUAD,macrophage,CD44,330,1.6099668651580015,0.6303030303030303,present
GSM9237939,P14_LUAD,LUAD,macrophage,CXCR4,330,0.748758549519843,0.3424242424242424,present
GSM9237939,P14_LUAD,LUAD,macrophage,SPP1,330,0.04614223399665169,0.012121212121212121,present
GSM9237939,P14_LUAD,LUAD,macrophage,TREM2,330,0.6250886829074996,0.3090909090909091,present
GSM9237939,P14_LUAD,LUAD,macrophage,PLA2G7,330,0.47972439567569475,0.20909090909090908,present
GSM9237939,P14_LUAD,LUAD,macrophage,IL1B,330,0.1262956979002753,0.07878787878787878,present
GSM9237939,P14_LUAD,LUAD,macrophage,TNF,330,0.04556664331231875,0.03636363636363636,present
GSM9237939,P14_LUAD,LUAD,macrophage,CXCL8,330,0.029367566421313714,0.01818181818181818,present
GSM9237940,P15_Normal,Normal,all_cells,MIF,2282,0.10509989269933377,0.06266432953549518,present
GSM9237940,P15_Normal,Normal,all_cells,CD74,2282,1.5265921831373825,0.47283085013146364,present
GSM9237940,P15_Normal,Normal,all_cells,CD44,2282,0.809445524333723,0.3063102541630149,present
GSM9237940,P15_Normal,Normal,all_cells,CXCR4,2282,0.2463258304927535,0.0950920245398773,present
GSM9237940,P15_Normal,Normal,all_cells,SPP1,2282,0.01127416566621967,0.0043821209465381246,present
GSM9237940,P15_Normal,Normal,all_cells,TREM2,2282,0.027207066902984824,0.01621384750219106,present
GSM9237940,P15_Normal,Normal,all_cells,PLA2G7,2282,0.00962028580341447,0.003943908851884312,present
GSM9237940,P15_Normal,Normal,all_cells,IL1B,2282,0.025079192306128546,0.011831726555652936,present
GSM9237940,P15_Normal,Normal,all_cells,TNF,2282,0.02324059816710285,0.010517090271691499,present
GSM9237940,P15_Normal,Normal,all_cells,CXCL8,2282,0.03536169791177084,0.014899211218229623,present
GSM9237940,P15_Normal,Normal,epithelial,MIF,532,0.2135290210204089,0.13157894736842105,present
GSM9237940,P15_Normal,Normal,epithelial,CD74,532,1.8930653202799324,0.618421052631579,present
GSM9237940,P15_Normal,Normal,epithelial,CD44,532,1.0393723953827507,0.41729323308270677,present
GSM9237940,P15_Normal,Normal,epithelial,CXCR4,532,0.06755984771458816,0.02819548872180451,present
GSM9237940,P15_Normal,Normal,epithelial,SPP1,532,0.006655006815835653,0.0037593984962406013,present
GSM9237940,P15_Normal,Normal,epithelial,TREM2,532,0.009044717111636397,0.005639097744360902,present
GSM9237940,P15_Normal,Normal,epithelial,PLA2G7,532,0.0,0.0,present
GSM9237940,P15_Normal,Normal,epithelial,IL1B,532,0.0039935299117608595,0.0018796992481203006,present
GSM9237940,P15_Normal,Normal,epithelial,TNF,532,0.004587962958449963,0.0018796992481203006,present
GSM9237940,P15_Normal,Normal,epithelial,CXCL8,532,0.03259168920455939,0.018796992481203006,present
GSM9237940,P15_Normal,Normal,macrophage,MIF,142,0.1642818915778558,0.1267605633802817,present
GSM9237940,P15_Normal,Normal,macrophage,CD74,142,4.439200625883405,0.9436619718309859,present
GSM9237940,P15_Normal,Normal,macrophage,CD44,142,1.70759338537319,0.6408450704225352,present
GSM9237940,P15_Normal,Normal,macrophage,CXCR4,142,0.6261456321138164,0.2605633802816901,present
GSM9237940,P15_Normal,Normal,macrophage,SPP1,142,0.03556966165292998,0.014084507042253521,present
GSM9237940,P15_Normal,Normal,macrophage,TREM2,142,0.3463596848071033,0.21830985915492956,present
GSM9237940,P15_Normal,Normal,macrophage,PLA2G7,142,0.0977656532950226,0.035211267605633804,present
GSM9237940,P15_Normal,Normal,macrophage,IL1B,142,0.20890604530210988,0.11971830985915492,present
GSM9237940,P15_Normal,Normal,macrophage,TNF,142,0.09520938608247402,0.06338028169014084,present
GSM9237940,P15_Normal,Normal,macrophage,CXCL8,142,0.31060130152143767,0.11267605633802817,present
GSM9237941,P15_MIA,MIA,all_cells,MIF,4850,0.18092446461216324,0.11216494845360825,present
GSM9237941,P15_MIA,MIA,all_cells,CD74,4850,2.0949035394607454,0.6587628865979381,present
GSM9237941,P15_MIA,MIA,all_cells,CD44,4850,0.8560663795084404,0.354020618556701,present
GSM9237941,P15_MIA,MIA,all_cells,CXCR4,4850,0.30988252174389175,0.1327835051546392,present
GSM9237941,P15_MIA,MIA,all_cells,SPP1,4850,0.005734727342100779,0.003092783505154639,present
GSM9237941,P15_MIA,MIA,all_cells,TREM2,4850,0.05541909196921683,0.029896907216494847,present
GSM9237941,P15_MIA,MIA,all_cells,PLA2G7,4850,0.03396632440322407,0.017731958762886597,present
GSM9237941,P15_MIA,MIA,all_cells,IL1B,4850,0.024526552801379074,0.013608247422680412,present
GSM9237941,P15_MIA,MIA,all_cells,TNF,4850,0.05895925320364186,0.02865979381443299,present
GSM9237941,P15_MIA,MIA,all_cells,CXCL8,4850,0.02110138979045421,0.010103092783505154,present
GSM9237941,P15_MIA,MIA,epithelial,MIF,1274,0.2824821413313131,0.21114599686028257,present
GSM9237941,P15_MIA,MIA,epithelial,CD74,1274,2.4559340215411707,0.7676609105180534,present
GSM9237941,P15_MIA,MIA,epithelial,CD44,1274,1.2020643328041065,0.5078492935635793,present
GSM9237941,P15_MIA,MIA,epithelial,CXCR4,1274,0.10745578512643934,0.05416012558869702,present
GSM9237941,P15_MIA,MIA,epithelial,SPP1,1274,0.001877424067142694,0.0015698587127158557,present
GSM9237941,P15_MIA,MIA,epithelial,TREM2,1274,0.015020613346824929,0.01020408163265306,present
GSM9237941,P15_MIA,MIA,epithelial,PLA2G7,1274,0.005690709754327342,0.004709576138147566,present
GSM9237941,P15_MIA,MIA,epithelial,IL1B,1274,0.0016446339698233106,0.0007849293563579278,present
GSM9237941,P15_MIA,MIA,epithelial,TNF,1274,0.009245036055912065,0.007849293563579277,present
GSM9237941,P15_MIA,MIA,epithelial,CXCL8,1274,0.018411244479881114,0.011773940345368918,present
GSM9237941,P15_MIA,MIA,macrophage,MIF,321,0.19011350196180285,0.16822429906542055,present
GSM9237941,P15_MIA,MIA,macrophage,CD74,321,4.872310535777728,0.9781931464174455,present
GSM9237941,P15_MIA,MIA,macrophage,CD44,321,1.2375215873752694,0.5514018691588785,present
GSM9237941,P15_MIA,MIA,macrophage,CXCR4,321,0.615338419145735,0.34890965732087226,present
GSM9237941,P15_MIA,MIA,macrophage,SPP1,321,0.046553376273326376,0.024922118380062305,present
GSM9237941,P15_MIA,MIA,macrophage,TREM2,321,0.6961283134538435,0.3707165109034268,present
GSM9237941,P15_MIA,MIA,macrophage,PLA2G7,321,0.38113020293798683,0.19626168224299065,present
GSM9237941,P15_MIA,MIA,macrophage,IL1B,321,0.2422874627604882,0.14953271028037382,present
GSM9237941,P15_MIA,MIA,macrophage,TNF,321,0.11106464258391467,0.09034267912772585,present
GSM9237941,P15_MIA,MIA,macrophage,CXCL8,321,0.13251319588083718,0.06230529595015576,present
GSM9237942,P15_LUAD,LUAD,all_cells,MIF,8683,0.2579986535936209,0.158585742254981,present
GSM9237942,P15_LUAD,LUAD,all_cells,CD74,8683,2.3741461079470088,0.697454796729241,present
GSM9237942,P15_LUAD,LUAD,all_cells,CD44,8683,1.0912837954078427,0.4490383508004146,present
GSM9237942,P15_LUAD,LUAD,all_cells,CXCR4,8683,0.5841407906228652,0.22077622941379707,present
GSM9237942,P15_LUAD,LUAD,all_cells,SPP1,8683,0.39619366114127114,0.15731889899804216,present
GSM9237942,P15_LUAD,LUAD,all_cells,TREM2,8683,0.11844216478689837,0.05424392491074513,present
GSM9237942,P15_LUAD,LUAD,all_cells,PLA2G7,8683,0.039935993884646664,0.022572843487273984,present
GSM9237942,P15_LUAD,LUAD,all_cells,IL1B,8683,0.02396146988876273,0.012092594725325348,present
GSM9237942,P15_LUAD,LUAD,all_cells,TNF,8683,0.01901853231456866,0.009558908211447656,present
GSM9237942,P15_LUAD,LUAD,all_cells,CXCL8,8683,0.15613469492122492,0.08004146032477255,present
GSM9237942,P15_LUAD,LUAD,epithelial,MIF,2431,0.5712533629770006,0.3718634306869601,present
GSM9237942,P15_LUAD,LUAD,epithelial,CD74,2431,2.703380050879917,0.8391608391608392,present
GSM9237942,P15_LUAD,LUAD,epithelial,CD44,2431,1.162303438043824,0.5577951460304401,present
GSM9237942,P15_LUAD,LUAD,epithelial,CXCR4,2431,0.17881430722966338,0.10242698477992596,present
GSM9237942,P15_LUAD,LUAD,epithelial,SPP1,2431,0.23780746089306756,0.16783216783216784,present
GSM9237942,P15_LUAD,LUAD,epithelial,TREM2,2431,0.023400182033250293,0.024269847799259565,present
GSM9237942,P15_LUAD,LUAD,epithelial,PLA2G7,2431,0.0021646906675196476,0.006170300287947347,present
GSM9237942,P15_LUAD,LUAD,epithelial,IL1B,2431,0.008710130245155706,0.008227067050596462,present
GSM9237942,P15_LUAD,LUAD,epithelial,TNF,2431,0.00706477241041834,0.00658165364047717,present
GSM9237942,P15_LUAD,LUAD,epithelial,CXCL8,2431,0.2885358820456811,0.17030028794734678,present
GSM9237942,P15_LUAD,LUAD,macrophage,MIF,878,0.18867635990010376,0.1252847380410023,present
GSM9237942,P15_LUAD,LUAD,macrophage,CD74,878,4.257123637417064,0.9111617312072893,present
GSM9237942,P15_LUAD,LUAD,macrophage,CD44,878,1.3180788141904962,0.5353075170842825,present
GSM9237942,P15_LUAD,LUAD,macrophage,CXCR4,878,0.9859400502294009,0.4134396355353075,present
GSM9237942,P15_LUAD,LUAD,macrophage,SPP1,878,1.5023909357420966,0.3826879271070615,present
GSM9237942,P15_LUAD,LUAD,macrophage,TREM2,878,0.8981180921782603,0.3701594533029613,present
GSM9237942,P15_LUAD,LUAD,macrophage,PLA2G7,878,0.31599552222065125,0.16856492027334852,present
GSM9237942,P15_LUAD,LUAD,macrophage,IL1B,878,0.12648659768388865,0.06036446469248292,present
GSM9237942,P15_LUAD,LUAD,macrophage,TNF,878,0.019246108658960634,0.015945330296127564,present
GSM9237942,P15_LUAD,LUAD,macrophage,CXCL8,878,0.18118831957402556,0.0888382687927107,present
GSM9237943,P16_Normal,Normal,all_cells,MIF,2554,0.09255040308950385,0.0591229444009397,present
GSM9237943,P16_Normal,Normal,all_cells,CD74,2554,2.13219916044104,0.6119812059514487,present
GSM9237943,P16_Normal,Normal,all_cells,CD44,2554,1.5089705689392197,0.5007830853563039,present
GSM9237943,P16_Normal,Normal,all_cells,CXCR4,2554,0.3125154313983907,0.11237274862960063,present
GSM9237943,P16_Normal,Normal,all_cells,SPP1,2554,0.004752808139891758,0.001957713390759593,present
GSM9237943,P16_Normal,Normal,all_cells,TREM2,2554,0.04655412766594768,0.025058731401722788,present
GSM9237943,P16_Normal,Normal,all_cells,PLA2G7,2554,0.019795718489592478,0.010180109631949883,present
GSM9237943,P16_Normal,Normal,all_cells,IL1B,2554,0.10542863434539276,0.04267815191855912,present
GSM9237943,P16_Normal,Normal,all_cells,TNF,2554,0.035766021856199925,0.01957713390759593,present
GSM9237943,P16_Normal,Normal,all_cells,CXCL8,2554,0.40004343335277803,0.1436961628817541,present
GSM9237943,P16_Normal,Normal,epithelial,MIF,673,0.15294958793893226,0.09955423476968796,present
GSM9237943,P16_Normal,Normal,epithelial,CD74,673,2.2859803088740915,0.6701337295690936,present
GSM9237943,P16_Normal,Normal,epithelial,CD44,673,1.6637462927881002,0.5705794947994056,present
GSM9237943,P16_Normal,Normal,epithelial,CXCR4,673,0.1712964112518363,0.06835066864784546,present
GSM9237943,P16_Normal,Normal,epithelial,SPP1,673,0.0,0.0,present
GSM9237943,P16_Normal,Normal,epithelial,TREM2,673,0.008183495330175187,0.004457652303120356,present
GSM9237943,P16_Normal,Normal,epithelial,PLA2G7,673,0.0,0.0,present
GSM9237943,P16_Normal,Normal,epithelial,IL1B,673,0.04449570561251296,0.017830609212481426,present
GSM9237943,P16_Normal,Normal,epithelial,TNF,673,0.0209796741536283,0.008915304606240713,present
GSM9237943,P16_Normal,Normal,epithelial,CXCL8,673,0.9254098327713172,0.30460624071322434,present
GSM9237943,P16_Normal,Normal,macrophage,MIF,229,0.10443231527034313,0.10043668122270742,present
GSM9237943,P16_Normal,Normal,macrophage,CD74,229,4.719834200104949,0.9694323144104804,present
GSM9237943,P16_Normal,Normal,macrophage,CD44,229,2.603821070519705,0.8034934497816594,present
GSM9237943,P16_Normal,Normal,macrophage,CXCR4,229,0.2498511607192964,0.1222707423580786,present
GSM9237943,P16_Normal,Normal,macrophage,SPP1,229,0.053007301263246945,0.021834061135371178,present
GSM9237943,P16_Normal,Normal,macrophage,TREM2,229,0.453073172277973,0.2445414847161572,present
GSM9237943,P16_Normal,Normal,macrophage,PLA2G7,229,0.2207784498795598,0.11353711790393013,present
GSM9237943,P16_Normal,Normal,macrophage,IL1B,229,0.5159019532194142,0.24017467248908297,present
GSM9237943,P16_Normal,Normal,macrophage,TNF,229,0.14087176892800068,0.11353711790393013,present
GSM9237943,P16_Normal,Normal,macrophage,CXCL8,229,0.5658496204574689,0.24017467248908297,present
GSM9237944,P16_AIS,AIS,all_cells,MIF,6436,0.058605525663854546,0.035425730267246734,present
GSM9237944,P16_AIS,AIS,all_cells,CD74,6436,1.7322543010373341,0.5223741454319453,present
GSM9237944,P16_AIS,AIS,all_cells,CD44,6436,1.2643311305954958,0.42992541951522684,present
GSM9237944,P16_AIS,AIS,all_cells,CXCR4,6436,0.29332765213678813,0.10052827843380982,present
GSM9237944,P16_AIS,AIS,all_cells,SPP1,6436,0.006398052550413689,0.002486016159105034,present
GSM9237944,P16_AIS,AIS,all_cells,TREM2,6436,0.022593957403169815,0.011497824735860782,present
GSM9237944,P16_AIS,AIS,all_cells,PLA2G7,6436,0.010233710908996125,0.0046612802983219395,present
GSM9237944,P16_AIS,AIS,all_cells,IL1B,6436,0.03911377703916977,0.015848353014294592,present
GSM9237944,P16_AIS,AIS,all_cells,TNF,6436,0.0187840678082658,0.008079552517091361,present
GSM9237944,P16_AIS,AIS,all_cells,CXCL8,6436,0.1051717533099534,0.038377874456183965,present
GSM9237944,P16_AIS,AIS,epithelial,MIF,1684,0.11027012573275216,0.07541567695961995,present
GSM9237944,P16_AIS,AIS,epithelial,CD74,1684,1.9549271121213745,0.5866983372921615,present
GSM9237944,P16_AIS,AIS,epithelial,CD44,1684,1.5143656758579003,0.5391923990498813,present
GSM9237944,P16_AIS,AIS,epithelial,CXCR4,1684,0.2119078454155359,0.07541567695961995,present
GSM9237944,P16_AIS,AIS,epithelial,SPP1,1684,0.0026143386296582373,0.0017814726840855108,present
GSM9237944,P16_AIS,AIS,epithelial,TREM2,1684,0.002749686356706267,0.0017814726840855108,present
GSM9237944,P16_AIS,AIS,epithelial,PLA2G7,1684,0.003121572708382071,0.0011876484560570072,present
GSM9237944,P16_AIS,AIS,epithelial,IL1B,1684,0.016094841946803752,0.007719714964370546,present
GSM9237944,P16_AIS,AIS,epithelial,TNF,1684,0.012900453723212952,0.004750593824228029,present
GSM9237944,P16_AIS,AIS,epithelial,CXCL8,1684,0.1996793605784754,0.07541567695961995,present
GSM9237944,P16_AIS,AIS,macrophage,MIF,312,0.04567798378585898,0.041666666666666664,present
GSM9237944,P16_AIS,AIS,macrophage,CD74,312,4.185327677283892,0.9134615384615384,present
GSM9237944,P16_AIS,AIS,macrophage,CD44,312,2.384394102751222,0.7756410256410257,present
GSM9237944,P16_AIS,AIS,macrophage,CXCR4,312,0.3494927763745338,0.14423076923076922,present
GSM9237944,P16_AIS,AIS,macrophage,SPP1,312,0.060128860795995574,0.019230769230769232,present
GSM9237944,P16_AIS,AIS,macrophage,TREM2,312,0.4295895643775769,0.21794871794871795,present
GSM9237944,P16_AIS,AIS,macrophage,PLA2G7,312,0.15326059243824217,0.07371794871794872,present
GSM9237944,P16_AIS,AIS,macrophage,IL1B,312,0.2771759550208908,0.13141025641025642,present
GSM9237944,P16_AIS,AIS,macrophage,TNF,312,0.10406250496858999,0.057692307692307696,present
GSM9237944,P16_AIS,AIS,macrophage,CXCL8,312,0.3855888409819299,0.14423076923076922,present
GSM9237945,P16_LUAD,LUAD,all_cells,MIF,4742,0.2787366249591349,0.15984816533108392,present
GSM9237945,P16_LUAD,LUAD,all_cells,CD74,4742,2.4802809962149523,0.7104597216364403,present
GSM9237945,P16_LUAD,LUAD,all_cells,CD44,4742,1.4429746906971497,0.5259384226064951,present
GSM9237945,P16_LUAD,LUAD,all_cells,CXCR4,4742,0.8096210241897368,0.2720371151412906,present
GSM9237945,P16_LUAD,LUAD,all_cells,SPP1,4742,0.17786870584779924,0.0776043863348798,present
GSM9237945,P16_LUAD,LUAD,all_cells,TREM2,4742,0.07854377600084934,0.03859131168283425,present
GSM9237945,P16_LUAD,LUAD,all_cells,PLA2G7,4742,0.05142908412168586,0.025516659637283848,present
GSM9237945,P16_LUAD,LUAD,all_cells,IL1B,4742,0.06089966544384516,0.02846900042176297,present
GSM9237945,P16_LUAD,LUAD,all_cells,TNF,4742,0.025634350629101958,0.01412905946857866,present
GSM9237945,P16_LUAD,LUAD,all_cells,CXCL8,4742,0.22779252020525634,0.09932517924926192,present
GSM9237945,P16_LUAD,LUAD,epithelial,MIF,1686,0.4583014630703859,0.26986951364175565,present
GSM9237945,P16_LUAD,LUAD,epithelial,CD74,1686,2.3141051446416023,0.7437722419928826,present
GSM9237945,P16_LUAD,LUAD,epithelial,CD44,1686,1.356826744972982,0.5492289442467378,present
GSM9237945,P16_LUAD,LUAD,epithelial,CXCR4,1686,0.38076619405500567,0.1708185053380783,present
GSM9237945,P16_LUAD,LUAD,epithelial,SPP1,1686,0.1318259113780565,0.08600237247924081,present
GSM9237945,P16_LUAD,LUAD,epithelial,TREM2,1686,0.01726716583716873,0.01601423487544484,present
GSM9237945,P16_LUAD,LUAD,epithelial,PLA2G7,1686,0.010315123655718137,0.0071174377224199285,present
GSM9237945,P16_LUAD,LUAD,epithelial,IL1B,1686,0.041176735217244964,0.017793594306049824,present
GSM9237945,P16_LUAD,LUAD,epithelial,TNF,1686,0.008228395292677488,0.005931198102016607,present
GSM9237945,P16_LUAD,LUAD,epithelial,CXCL8,1686,0.3650863870488114,0.17200474495848161,present
GSM9237945,P16_LUAD,LUAD,macrophage,MIF,383,0.20562040222243586,0.14882506527415143,present
GSM9237945,P16_LUAD,LUAD,macrophage,CD74,383,4.96615926801977,0.9738903394255874,present
GSM9237945,P16_LUAD,LUAD,macrophage,CD44,383,2.091307304762183,0.741514360313316,present
GSM9237945,P16_LUAD,LUAD,macrophage,CXCR4,383,1.0658691254289314,0.42297650130548303,present
GSM9237945,P16_LUAD,LUAD,macrophage,SPP1,383,0.7636100395064563,0.2193211488250653,present
GSM9237945,P16_LUAD,LUAD,macrophage,TREM2,383,0.790708250911641,0.35509138381201044,present
GSM9237945,P16_LUAD,LUAD,macrophage,PLA2G7,383,0.4989330087361881,0.24804177545691905,present
GSM9237945,P16_LUAD,LUAD,macrophage,IL1B,383,0.2547761868520515,0.1462140992167102,present
GSM9237945,P16_LUAD,LUAD,macrophage,TNF,383,0.07597709750345195,0.06788511749347259,present
GSM9237945,P16_LUAD,LUAD,macrophage,CXCL8,383,0.47454224635043635,0.18798955613577023,present
GSM9237946,P17_Normal,Normal,all_cells,MIF,12829,0.2952702760246216,0.17008340478603165,present
GSM9237946,P17_Normal,Normal,all_cells,CD74,12829,2.5125544067168533,0.7560215137578923,present
GSM9237946,P17_Normal,Normal,all_cells,CD44,12829,1.2192641078837436,0.49185439239223633,present
GSM9237946,P17_Normal,Normal,all_cells,CXCR4,12829,0.7158458336325298,0.2545794683919245,present
GSM9237946,P17_Normal,Normal,all_cells,SPP1,12829,0.002563633065044627,0.001558967963208356,present
GSM9237946,P17_Normal,Normal,all_cells,TREM2,12829,0.023847648241537713,0.014030711668875205,present
GSM9237946,P17_Normal,Normal,all_cells,PLA2G7,12829,0.017721405608971934,0.0091979109829293,present
GSM9237946,P17_Normal,Normal,all_cells,IL1B,12829,0.014403250486392464,0.007327149427079274,present
GSM9237946,P17_Normal,Normal,all_cells,TNF,12829,0.009775809303571211,0.005534336269389664,present
GSM9237946,P17_Normal,Normal,all_cells,CXCL8,12829,0.06254494848251732,0.02369631304076701,present
GSM9237946,P17_Normal,Normal,epithelial,MIF,5066,0.3807943227406748,0.23312277931306752,present
GSM9237946,P17_Normal,Normal,epithelial,CD74,5066,2.6113751163434396,0.8063560994867746,present
GSM9237946,P17_Normal,Normal,epithelial,CD44,5066,1.2784416912629224,0.5442163442558231,present
GSM9237946,P17_Normal,Normal,epithelial,CXCR4,5066,0.5228121631080241,0.208251085669167,present
GSM9237946,P17_Normal,Normal,epithelial,SPP1,5066,0.001576638028512114,0.0013817607579944729,present
GSM9237946,P17_Normal,Normal,epithelial,TREM2,5066,0.006079222361847389,0.003750493485984998,present
GSM9237946,P17_Normal,Normal,epithelial,PLA2G7,5066,0.004495870529232216,0.002960915909988156,present
GSM9237946,P17_Normal,Normal,epithelial,IL1B,5066,0.005553711446448619,0.0031583103039873666,present
GSM9237946,P17_Normal,Normal,epithelial,TNF,5066,0.0064388970622675425,0.0035530990919857876,present
GSM9237946,P17_Normal,Normal,epithelial,CXCL8,5066,0.03985079021394736,0.020134228187919462,present
GSM9237946,P17_Normal,Normal,macrophage,MIF,682,0.31383263292570973,0.22727272727272727,present
GSM9237946,P17_Normal,Normal,macrophage,CD74,682,5.144325903613133,0.9926686217008798,present
GSM9237946,P17_Normal,Normal,macrophage,CD44,682,1.513778471766392,0.5982404692082112,present
GSM9237946,P17_Normal,Normal,macrophage,CXCR4,682,0.9225467474300307,0.41055718475073316,present
GSM9237946,P17_Normal,Normal,macrophage,SPP1,682,0.02108821169513902,0.010263929618768328,present
GSM9237946,P17_Normal,Normal,macrophage,TREM2,682,0.3225520293510984,0.187683284457478,present
GSM9237946,P17_Normal,Normal,macrophage,PLA2G7,682,0.19777083520433236,0.0967741935483871,present
GSM9237946,P17_Normal,Normal,macrophage,IL1B,682,0.07494252663649793,0.04985337243401759,present
GSM9237946,P17_Normal,Normal,macrophage,TNF,682,0.01600958908380227,0.01466275659824047,present
GSM9237946,P17_Normal,Normal,macrophage,CXCL8,682,0.04642781377321588,0.017595307917888565,present
GSM9237947,P17_AIS,AIS,all_cells,MIF,14620,0.2789402144759145,0.17257181942544458,present
GSM9237947,P17_AIS,AIS,all_cells,CD74,14620,2.7198040011180193,0.772640218878249,present
GSM9237947,P17_AIS,AIS,all_cells,CD44,14620,1.179579998988655,0.48803009575923395,present
GSM9237947,P17_AIS,AIS,all_cells,CXCR4,14620,0.847187138609278,0.29254445964432285,present
GSM9237947,P17_AIS,AIS,all_cells,SPP1,14620,0.011113411692870407,0.00533515731874145,present
GSM9237947,P17_AIS,AIS,all_cells,TREM2,14620,0.05021614885338853,0.027975376196990424,present
GSM9237947,P17_AIS,AIS,all_cells,PLA2G7,14620,0.026788216658835583,0.013885088919288645,present
GSM9237947,P17_AIS,AIS,all_cells,IL1B,14620,0.014461492622124377,0.008002735978112175,present
GSM9237947,P17_AIS,AIS,all_cells,TNF,14620,0.01292230719387653,0.006703146374829001,present
GSM9237947,P17_AIS,AIS,all_cells,CXCL8,14620,0.04562396782860665,0.017783857729138167,present
GSM9237947,P17_AIS,AIS,epithelial,MIF,5173,0.40983877969234783,0.2710226174366905,present
GSM9237947,P17_AIS,AIS,epithelial,CD74,5173,2.888664508745782,0.8320123719311812,present
GSM9237947,P17_AIS,AIS,epithelial,CD44,5173,1.2994039785174312,0.5760680456214963,present
GSM9237947,P17_AIS,AIS,epithelial,CXCR4,5173,0.5360838700862643,0.21070945292866808,present
