sample,sample_name,stage,context,gene,n_cells,mean_expression,detection_fraction,status
GSM9237967,P23_AIS,AIS,macrophage,PLA2G7,2929,0.862239755359505,0.42471833390235575,present
GSM9237967,P23_AIS,AIS,macrophage,IL1B,2929,0.1866758768915565,0.10549675657220894,present
GSM9237967,P23_AIS,AIS,macrophage,TNF,2929,0.053289858845069475,0.03926254694434961,present
GSM9237967,P23_AIS,AIS,macrophage,CXCL8,2929,0.40546716982755876,0.1700238989416183,present
GSM9237968,P23_AIS1,AIS,all_cells,MIF,35105,0.2855582600058124,0.18490243555049138,present
GSM9237968,P23_AIS1,AIS,all_cells,CD74,35105,2.752311340771924,0.819997151402934,present
GSM9237968,P23_AIS1,AIS,all_cells,CD44,35105,1.3549917705769388,0.5380145278450363,present
GSM9237968,P23_AIS1,AIS,all_cells,CXCR4,35105,0.6331990567666981,0.26648625551915683,present
GSM9237968,P23_AIS1,AIS,all_cells,SPP1,35105,0.30089571439799656,0.12003988035892323,present
GSM9237968,P23_AIS1,AIS,all_cells,TREM2,35105,0.18274493770249972,0.09725110383136305,present
GSM9237968,P23_AIS1,AIS,all_cells,PLA2G7,35105,0.16171855787584846,0.08873379860418744,present
GSM9237968,P23_AIS1,AIS,all_cells,IL1B,35105,0.04932385002772252,0.027545933627688365,present
GSM9237968,P23_AIS1,AIS,all_cells,TNF,35105,0.036183661177788644,0.021193562170630963,present
GSM9237968,P23_AIS1,AIS,all_cells,CXCL8,35105,0.14534292527281134,0.06736932060959977,present
GSM9237968,P23_AIS1,AIS,epithelial,MIF,10400,0.3603741996775538,0.24673076923076923,present
GSM9237968,P23_AIS1,AIS,epithelial,CD74,10400,2.7590567927639,0.8524038461538461,present
GSM9237968,P23_AIS1,AIS,epithelial,CD44,10400,1.5210438881913024,0.5986538461538462,present
GSM9237968,P23_AIS1,AIS,epithelial,CXCR4,10400,0.3488509398817906,0.17317307692307693,present
GSM9237968,P23_AIS1,AIS,epithelial,SPP1,10400,0.14003101034301932,0.08144230769230769,present
GSM9237968,P23_AIS1,AIS,epithelial,TREM2,10400,0.06220126095971062,0.04509615384615385,present
GSM9237968,P23_AIS1,AIS,epithelial,PLA2G7,10400,0.05305052496860467,0.036923076923076927,present
GSM9237968,P23_AIS1,AIS,epithelial,IL1B,10400,0.017436597636821732,0.011442307692307693,present
GSM9237968,P23_AIS1,AIS,epithelial,TNF,10400,0.01945839952761639,0.012884615384615385,present
GSM9237968,P23_AIS1,AIS,epithelial,CXCL8,10400,0.11187043288734733,0.05875,present
GSM9237968,P23_AIS1,AIS,macrophage,MIF,6453,0.2842476324227451,0.20579575391290872,present
GSM9237968,P23_AIS1,AIS,macrophage,CD74,6453,3.9884430477473014,0.9421974275530761,present
GSM9237968,P23_AIS1,AIS,macrophage,CD44,6453,1.6330475773782196,0.6486905315357199,present
GSM9237968,P23_AIS1,AIS,macrophage,CXCR4,6453,0.8630781768364384,0.4143809081047575,present
GSM9237968,P23_AIS1,AIS,macrophage,SPP1,6453,0.8400764201900895,0.2649930264993027,present
GSM9237968,P23_AIS1,AIS,macrophage,TREM2,6453,0.6999139426921088,0.3443359677669301,present
GSM9237968,P23_AIS1,AIS,macrophage,PLA2G7,6453,0.633156610410063,0.32945916627925,present
GSM9237968,P23_AIS1,AIS,macrophage,IL1B,6453,0.16914170169788892,0.09236014256934759,present
GSM9237968,P23_AIS1,AIS,macrophage,TNF,6453,0.049111658073288385,0.035952270261893696,present
GSM9237968,P23_AIS1,AIS,macrophage,CXCL8,6453,0.3860782218108649,0.16612428327909498,present
GSM9237969,P23_LUAD,LUAD,all_cells,MIF,33588,0.29506184716274975,0.18685244730260808,present
GSM9237969,P23_LUAD,LUAD,all_cells,CD74,33588,2.5976551762899103,0.7871561271882815,present
GSM9237969,P23_LUAD,LUAD,all_cells,CD44,33588,1.2618070597996454,0.5143205906871502,present
GSM9237969,P23_LUAD,LUAD,all_cells,CXCR4,33588,0.5598780505462874,0.23779325949743957,present
GSM9237969,P23_LUAD,LUAD,all_cells,SPP1,33588,0.06766740026500773,0.03200547814695725,present
GSM9237969,P23_LUAD,LUAD,all_cells,TREM2,33588,0.15229418429531622,0.08047516970346552,present
GSM9237969,P23_LUAD,LUAD,all_cells,PLA2G7,33588,0.15245325808159266,0.08053471477908777,present
GSM9237969,P23_LUAD,LUAD,all_cells,IL1B,33588,0.029310487718404506,0.016404668333928785,present
GSM9237969,P23_LUAD,LUAD,all_cells,TNF,33588,0.03145328084163058,0.017803977611051566,present
GSM9237969,P23_LUAD,LUAD,all_cells,CXCL8,33588,0.07699865789248911,0.035548410146480885,present
GSM9237969,P23_LUAD,LUAD,epithelial,MIF,10270,0.4691290407703666,0.31148977604673805,present
GSM9237969,P23_LUAD,LUAD,epithelial,CD74,10270,2.7598117781377627,0.868159688412853,present
GSM9237969,P23_LUAD,LUAD,epithelial,CD44,10270,1.597052120700626,0.6529698149951314,present
GSM9237969,P23_LUAD,LUAD,epithelial,CXCR4,10270,0.29053268968561435,0.15258033106134372,present
GSM9237969,P23_LUAD,LUAD,epithelial,SPP1,10270,0.03810381948218,0.026484907497565727,present
GSM9237969,P23_LUAD,LUAD,epithelial,TREM2,10270,0.049282830581249576,0.0379746835443038,present
GSM9237969,P23_LUAD,LUAD,epithelial,PLA2G7,10270,0.04654092601603472,0.03378773125608569,present
GSM9237969,P23_LUAD,LUAD,epithelial,IL1B,10270,0.011367562438122902,0.007302823758519961,present
GSM9237969,P23_LUAD,LUAD,epithelial,TNF,10270,0.01889777124930141,0.011976630963972737,present
GSM9237969,P23_LUAD,LUAD,epithelial,CXCL8,10270,0.04717752467554635,0.02950340798442064,present
GSM9237969,P23_LUAD,LUAD,macrophage,MIF,4270,0.22074638895123494,0.16206088992974238,present
GSM9237969,P23_LUAD,LUAD,macrophage,CD74,4270,4.39820482647126,0.9723653395784543,present
GSM9237969,P23_LUAD,LUAD,macrophage,CD44,4270,1.535892563519479,0.6339578454332553,present
GSM9237969,P23_LUAD,LUAD,macrophage,CXCR4,4270,1.0359615358108072,0.48384074941451993,present
GSM9237969,P23_LUAD,LUAD,macrophage,SPP1,4270,0.2540669763998764,0.09648711943793911,present
GSM9237969,P23_LUAD,LUAD,macrophage,TREM2,4270,0.8102177355519017,0.3875878220140515,present
GSM9237969,P23_LUAD,LUAD,macrophage,PLA2G7,4270,0.8346658892978049,0.40866510538641687,present
GSM9237969,P23_LUAD,LUAD,macrophage,IL1B,4270,0.13015891043954095,0.07587822014051522,present
GSM9237969,P23_LUAD,LUAD,macrophage,TNF,4270,0.04353987928489191,0.03185011709601874,present
GSM9237969,P23_LUAD,LUAD,macrophage,CXCL8,4270,0.31961310780385305,0.13091334894613582,present
GSM9237970,P24_Normal,Normal,all_cells,MIF,9695,0.41059927896042425,0.3107787519339866,present
GSM9237970,P24_Normal,Normal,all_cells,CD74,9695,3.3997162093857227,0.934192882929345,present
GSM9237970,P24_Normal,Normal,all_cells,CD44,9695,1.483272585947445,0.6417741103661682,present
GSM9237970,P24_Normal,Normal,all_cells,CXCR4,9695,0.9477254927240841,0.3816400206291903,present
GSM9237970,P24_Normal,Normal,all_cells,SPP1,9695,0.03795206518732788,0.026817947395564725,present
GSM9237970,P24_Normal,Normal,all_cells,TREM2,9695,0.13958789743999245,0.08385765858690046,present
GSM9237970,P24_Normal,Normal,all_cells,PLA2G7,9695,0.20863620082076506,0.13223310985043837,present
GSM9237970,P24_Normal,Normal,all_cells,IL1B,9695,0.06791947925125864,0.04589994842702424,present
GSM9237970,P24_Normal,Normal,all_cells,TNF,9695,0.028846820166687402,0.021866941722537392,present
GSM9237970,P24_Normal,Normal,all_cells,CXCL8,9695,0.12891505867110842,0.07993811242908716,present
GSM9237970,P24_Normal,Normal,epithelial,MIF,0,,,present
GSM9237970,P24_Normal,Normal,epithelial,CD74,0,,,present
GSM9237970,P24_Normal,Normal,epithelial,CD44,0,,,present
GSM9237970,P24_Normal,Normal,epithelial,CXCR4,0,,,present
GSM9237970,P24_Normal,Normal,epithelial,SPP1,0,,,present
GSM9237970,P24_Normal,Normal,epithelial,TREM2,0,,,present
GSM9237970,P24_Normal,Normal,epithelial,PLA2G7,0,,,present
GSM9237970,P24_Normal,Normal,epithelial,IL1B,0,,,present
GSM9237970,P24_Normal,Normal,epithelial,TNF,0,,,present
GSM9237970,P24_Normal,Normal,epithelial,CXCL8,0,,,present
GSM9237970,P24_Normal,Normal,macrophage,MIF,0,,,present
GSM9237970,P24_Normal,Normal,macrophage,CD74,0,,,present
GSM9237970,P24_Normal,Normal,macrophage,CD44,0,,,present
GSM9237970,P24_Normal,Normal,macrophage,CXCR4,0,,,present
GSM9237970,P24_Normal,Normal,macrophage,SPP1,0,,,present
GSM9237970,P24_Normal,Normal,macrophage,TREM2,0,,,present
GSM9237970,P24_Normal,Normal,macrophage,PLA2G7,0,,,present
GSM9237970,P24_Normal,Normal,macrophage,IL1B,0,,,present
GSM9237970,P24_Normal,Normal,macrophage,TNF,0,,,present
GSM9237970,P24_Normal,Normal,macrophage,CXCL8,0,,,present
GSM9237971,P24_AAH,AAH,all_cells,MIF,11843,0.38593082514293675,0.2973908638014017,present
GSM9237971,P24_AAH,AAH,all_cells,CD74,11843,3.2660223896076985,0.9124377269272989,present
GSM9237971,P24_AAH,AAH,all_cells,CD44,11843,1.3952774084193134,0.6057586760111459,present
GSM9237971,P24_AAH,AAH,all_cells,CXCR4,11843,0.9533102371610033,0.38714852655577137,present
GSM9237971,P24_AAH,AAH,all_cells,SPP1,11843,0.043057634274746105,0.026175800050662838,present
GSM9237971,P24_AAH,AAH,all_cells,TREM2,11843,0.1509206013090778,0.08747783500802161,present
GSM9237971,P24_AAH,AAH,all_cells,PLA2G7,11843,0.24958451499714915,0.13906949252723128,present
GSM9237971,P24_AAH,AAH,all_cells,IL1B,11843,0.09134283386025537,0.056489065270624,present
GSM9237971,P24_AAH,AAH,all_cells,TNF,11843,0.02158019640762409,0.017140927129950183,present
GSM9237971,P24_AAH,AAH,all_cells,CXCL8,11843,0.28214157545606133,0.15519716288102678,present
GSM9237971,P24_AAH,AAH,epithelial,MIF,4704,0.5230591353732325,0.43090986394557823,present
GSM9237971,P24_AAH,AAH,epithelial,CD74,4704,3.222858791144468,0.9251700680272109,present
GSM9237971,P24_AAH,AAH,epithelial,CD44,4704,1.4137612651650358,0.6524234693877551,present
GSM9237971,P24_AAH,AAH,epithelial,CXCR4,4704,0.6221346568046363,0.34226190476190477,present
GSM9237971,P24_AAH,AAH,epithelial,SPP1,4704,0.015643401353923902,0.01636904761904762,present
GSM9237971,P24_AAH,AAH,epithelial,TREM2,4704,0.04076636568551111,0.04400510204081633,present
GSM9237971,P24_AAH,AAH,epithelial,PLA2G7,4704,0.08920993455580599,0.08652210884353742,present
GSM9237971,P24_AAH,AAH,epithelial,IL1B,4704,0.05603143792527774,0.044642857142857144,present
GSM9237971,P24_AAH,AAH,epithelial,TNF,4704,0.014812821301815757,0.01445578231292517,present
GSM9237971,P24_AAH,AAH,epithelial,CXCL8,4704,0.3144924529204558,0.20004251700680273,present
GSM9237971,P24_AAH,AAH,macrophage,MIF,1594,0.3393866348977731,0.280426599749059,present
GSM9237971,P24_AAH,AAH,macrophage,CD74,1594,5.266395539006778,0.9937264742785445,present
GSM9237971,P24_AAH,AAH,macrophage,CD44,1594,1.6199578184962258,0.6819322459222082,present
GSM9237971,P24_AAH,AAH,macrophage,CXCR4,1594,1.4020496611131124,0.6047678795483061,present
GSM9237971,P24_AAH,AAH,macrophage,SPP1,1594,0.21715085973277976,0.11166875784190715,present
GSM9237971,P24_AAH,AAH,macrophage,TREM2,1594,0.8476373065284512,0.4215809284818068,present
GSM9237971,P24_AAH,AAH,macrophage,PLA2G7,1594,1.198434653420109,0.5382685069008782,present
GSM9237971,P24_AAH,AAH,macrophage,IL1B,1594,0.21882986740851226,0.14742785445420326,present
GSM9237971,P24_AAH,AAH,macrophage,TNF,1594,0.053739464140270234,0.04705144291091593,present
GSM9237971,P24_AAH,AAH,macrophage,CXCL8,1594,0.36570352030484693,0.19134253450439148,present
GSM9237972,P24_LUAD,LUAD,all_cells,MIF,61383,0.8272367467899367,0.5681540491667074,present
GSM9237972,P24_LUAD,LUAD,all_cells,CD74,61383,4.053952303134993,0.9884984441946467,present
GSM9237972,P24_LUAD,LUAD,all_cells,CD44,61383,1.575986631668518,0.7581577961324797,present
GSM9237972,P24_LUAD,LUAD,all_cells,CXCR4,61383,2.0729431377367344,0.7743837870420149,present
GSM9237972,P24_LUAD,LUAD,all_cells,SPP1,61383,0.2222021828809386,0.15228972190997508,present
GSM9237972,P24_LUAD,LUAD,all_cells,TREM2,61383,0.15395912654957372,0.12334033853021195,present
GSM9237972,P24_LUAD,LUAD,all_cells,PLA2G7,61383,0.31433127773576236,0.22449212322630044,present
GSM9237972,P24_LUAD,LUAD,all_cells,IL1B,61383,0.037245134272533766,0.03463499666031312,present
GSM9237972,P24_LUAD,LUAD,all_cells,TNF,61383,0.019238105614651738,0.0187511200169428,present
GSM9237972,P24_LUAD,LUAD,all_cells,CXCL8,61383,0.07769817005307929,0.06143394750989688,present
GSM9237972,P24_LUAD,LUAD,epithelial,MIF,9825,1.0491767864926016,0.7037150127226464,present
GSM9237972,P24_LUAD,LUAD,epithelial,CD74,9825,3.8415045023367975,0.988295165394402,present
GSM9237972,P24_LUAD,LUAD,epithelial,CD44,9825,1.5403222747938885,0.7865648854961832,present
GSM9237972,P24_LUAD,LUAD,epithelial,CXCR4,9825,1.0072343485331858,0.6156743002544529,present
GSM9237972,P24_LUAD,LUAD,epithelial,SPP1,9825,0.16784034710292406,0.1692620865139949,present
GSM9237972,P24_LUAD,LUAD,epithelial,TREM2,9825,0.04767753612796581,0.07094147582697201,present
GSM9237972,P24_LUAD,LUAD,epithelial,PLA2G7,9825,0.11829598834060759,0.15572519083969466,present
GSM9237972,P24_LUAD,LUAD,epithelial,IL1B,9825,0.01939383961528309,0.02900763358778626,present
GSM9237972,P24_LUAD,LUAD,epithelial,TNF,9825,0.010277159734221308,0.01648854961832061,present
GSM9237972,P24_LUAD,LUAD,epithelial,CXCL8,9825,0.10044915427646887,0.0939440203562341,present
GSM9237972,P24_LUAD,LUAD,macrophage,MIF,7486,0.7123123736877766,0.57921453379642,present
GSM9237972,P24_LUAD,LUAD,macrophage,CD74,7486,5.392244209836409,0.9979962596847448,present
GSM9237972,P24_LUAD,LUAD,macrophage,CD44,7486,1.8632523754198334,0.8259417579481699,present
GSM9237972,P24_LUAD,LUAD,macrophage,CXCR4,7486,1.8971811155362686,0.8020304568527918,present
GSM9237972,P24_LUAD,LUAD,macrophage,SPP1,7486,0.5254485127618282,0.2689019503072402,present
GSM9237972,P24_LUAD,LUAD,macrophage,TREM2,7486,0.6763176268930498,0.4581886187550093,present
GSM9237972,P24_LUAD,LUAD,macrophage,PLA2G7,7486,1.1939591962449594,0.6541544215869624,present
GSM9237972,P24_LUAD,LUAD,macrophage,IL1B,7486,0.09873990081706288,0.09417579481699172,present
GSM9237972,P24_LUAD,LUAD,macrophage,TNF,7486,0.019357857288141215,0.023644135720010687,present
GSM9237972,P24_LUAD,LUAD,macrophage,CXCL8,7486,0.11544244299705224,0.09283996794015495,present
GSM9237973,P25_Normal,Normal,all_cells,MIF,18259,0.2257758787431093,0.1377402924585136,present
GSM9237973,P25_Normal,Normal,all_cells,CD74,18259,2.6545662699321815,0.7859685634481626,present
GSM9237973,P25_Normal,Normal,all_cells,CD44,18259,1.354133041334127,0.5195793855085163,present
GSM9237973,P25_Normal,Normal,all_cells,CXCR4,18259,1.2392759652072325,0.4143709951256914,present
GSM9237973,P25_Normal,Normal,all_cells,SPP1,18259,0.04583379805172793,0.022454679883892874,present
GSM9237973,P25_Normal,Normal,all_cells,TREM2,18259,0.09394006395404687,0.050331343447067196,present
GSM9237973,P25_Normal,Normal,all_cells,PLA2G7,18259,0.06115201955346325,0.03209376198039323,present
GSM9237973,P25_Normal,Normal,all_cells,IL1B,18259,0.019417169118798143,0.011336874965770304,present
GSM9237973,P25_Normal,Normal,all_cells,TNF,18259,0.007373705419469397,0.004217098417218906,present
GSM9237973,P25_Normal,Normal,all_cells,CXCL8,18259,0.19114784252058103,0.08209650035598882,present
GSM9237973,P25_Normal,Normal,epithelial,MIF,4752,0.350636101693499,0.24137205387205388,present
GSM9237973,P25_Normal,Normal,epithelial,CD74,4752,2.8736109952228777,0.8636363636363636,present
GSM9237973,P25_Normal,Normal,epithelial,CD44,4752,1.2671253635444553,0.5420875420875421,present
GSM9237973,P25_Normal,Normal,epithelial,CXCR4,4752,0.8676278057067528,0.3583754208754209,present
GSM9237973,P25_Normal,Normal,epithelial,SPP1,4752,0.05133534009307805,0.03177609427609428,present
GSM9237973,P25_Normal,Normal,epithelial,TREM2,4752,0.06334760123505738,0.041456228956228955,present
GSM9237973,P25_Normal,Normal,epithelial,PLA2G7,4752,0.019682566423977692,0.013888888888888888,present
GSM9237973,P25_Normal,Normal,epithelial,IL1B,4752,0.008635266978131015,0.005260942760942761,present
GSM9237973,P25_Normal,Normal,epithelial,TNF,4752,0.004554142881102451,0.002735690235690236,present
GSM9237973,P25_Normal,Normal,epithelial,CXCL8,4752,0.2843299932424732,0.12857744107744107,present
GSM9237973,P25_Normal,Normal,macrophage,MIF,1454,0.24645443844588263,0.17744154057771663,present
GSM9237973,P25_Normal,Normal,macrophage,CD74,1454,4.819071880838387,0.9800550206327373,present
GSM9237973,P25_Normal,Normal,macrophage,CD44,1454,1.8589355923856627,0.6953232462173315,present
GSM9237973,P25_Normal,Normal,macrophage,CXCR4,1454,1.5243762685649025,0.6011004126547456,present
GSM9237973,P25_Normal,Normal,macrophage,SPP1,1454,0.20059000627667253,0.08046767537826685,present
GSM9237973,P25_Normal,Normal,macrophage,TREM2,1454,0.6773300312081877,0.3459422283356259,present
GSM9237973,P25_Normal,Normal,macrophage,PLA2G7,1454,0.4464026253844825,0.22833562585969738,present
GSM9237973,P25_Normal,Normal,macrophage,IL1B,1454,0.11866488197053564,0.07702888583218707,present
GSM9237973,P25_Normal,Normal,macrophage,TNF,1454,0.026496860516707348,0.02063273727647868,present
GSM9237973,P25_Normal,Normal,macrophage,CXCL8,1454,0.35560028818070666,0.15543328748280605,present
GSM9237974,P25_AAH,AAH,all_cells,MIF,5187,0.24341591775238064,0.1382301908617698,present
GSM9237974,P25_AAH,AAH,all_cells,CD74,5187,2.723234358679089,0.7611336032388664,present
GSM9237974,P25_AAH,AAH,all_cells,CD44,5187,1.1659199006662964,0.4532485058800848,present
GSM9237974,P25_AAH,AAH,all_cells,CXCR4,5187,1.2806376506902535,0.3882783882783883,present
GSM9237974,P25_AAH,AAH,all_cells,SPP1,5187,0.0335805215453319,0.012724117987275883,present
GSM9237974,P25_AAH,AAH,all_cells,TREM2,5187,0.1275687973597155,0.059572006940427996,present
GSM9237974,P25_AAH,AAH,all_cells,PLA2G7,5187,0.10138281950057888,0.04742625795257374,present
GSM9237974,P25_AAH,AAH,all_cells,IL1B,5187,0.017021760203754364,0.010217852323115482,present
GSM9237974,P25_AAH,AAH,all_cells,TNF,5187,0.01104032223695455,0.004626951995373048,present
GSM9237974,P25_AAH,AAH,all_cells,CXCL8,5187,0.06824393867731736,0.02891844997108155,present
GSM9237974,P25_AAH,AAH,epithelial,MIF,1259,0.3783220316608332,0.23828435266084194,present
GSM9237974,P25_AAH,AAH,epithelial,CD74,1259,2.89939499075087,0.8300238284352661,present
GSM9237974,P25_AAH,AAH,epithelial,CD44,1259,1.199921714216848,0.5107227958697379,present
GSM9237974,P25_AAH,AAH,epithelial,CXCR4,1259,0.7076836912022045,0.2533756949960286,present
GSM9237974,P25_AAH,AAH,epithelial,SPP1,1259,0.01723134230179701,0.009531374106433678,present
GSM9237974,P25_AAH,AAH,epithelial,TREM2,1259,0.0407995991653474,0.024622716441620333,present
GSM9237974,P25_AAH,AAH,epithelial,PLA2G7,1259,0.0253028940919128,0.013502779984114376,present
GSM9237974,P25_AAH,AAH,epithelial,IL1B,1259,0.004840325520316076,0.0023828435266084196,present
GSM9237974,P25_AAH,AAH,epithelial,TNF,1259,0.006321708401834635,0.0023828435266084196,present
GSM9237974,P25_AAH,AAH,epithelial,CXCL8,1259,0.06640498054022548,0.03335980937251787,present
GSM9237974,P25_AAH,AAH,macrophage,MIF,562,0.2336226168226227,0.16548042704626334,present
GSM9237974,P25_AAH,AAH,macrophage,CD74,562,4.812975585995924,0.9857651245551602,present
GSM9237974,P25_AAH,AAH,macrophage,CD44,562,1.635615806004696,0.6227758007117438,present
GSM9237974,P25_AAH,AAH,macrophage,CXCR4,562,1.4791235360898152,0.5640569395017794,present
GSM9237974,P25_AAH,AAH,macrophage,SPP1,562,0.17348623593503693,0.05693950177935943,present
GSM9237974,P25_AAH,AAH,macrophage,TREM2,562,0.8054646353129804,0.36476868327402134,present
GSM9237974,P25_AAH,AAH,macrophage,PLA2G7,562,0.5586543156968912,0.2615658362989324,present
GSM9237974,P25_AAH,AAH,macrophage,IL1B,562,0.10084068467946222,0.06227758007117438,present
GSM9237974,P25_AAH,AAH,macrophage,TNF,562,0.019123157644468744,0.008896797153024912,present
