sample,sample_name,stage,broad_class,n_cells,denominator,fraction
GSM5699779,GSM5699779_TD3,MIA,unassigned,24,12658,0.0018960341286143152
GSM5699780,GSM5699780_TD4,MIA,ambiguous,190,11756,0.016161959850289214
GSM5699780,GSM5699780_TD4,MIA,b_plasma,1188,11756,0.10105478053759782
GSM5699780,GSM5699780_TD4,MIA,dendritic,109,11756,0.009271861177271181
GSM5699780,GSM5699780_TD4,MIA,endothelial,435,11756,0.037002381762504255
GSM5699780,GSM5699780_TD4,MIA,epithelial,343,11756,0.029176590677101055
GSM5699780,GSM5699780_TD4,MIA,fibroblast,546,11756,0.04644436883293637
GSM5699780,GSM5699780_TD4,MIA,macrophage,2355,11756,0.2003232391970058
GSM5699780,GSM5699780_TD4,MIA,mast_cell,1007,11756,0.08565838720653284
GSM5699780,GSM5699780_TD4,MIA,neutrophil,150,11756,0.012759441987070432
GSM5699780,GSM5699780_TD4,MIA,t_nk,5395,11756,0.4589145968016332
GSM5699780,GSM5699780_TD4,MIA,unassigned,38,11756,0.003232391970057843
GSM5699781,GSM5699781_TD5,AIS,ambiguous,614,19079,0.03218198018764086
GSM5699781,GSM5699781_TD5,AIS,b_plasma,3297,19079,0.1728077991508989
GSM5699781,GSM5699781_TD5,AIS,dendritic,55,19079,0.0028827506682740185
GSM5699781,GSM5699781_TD5,AIS,endothelial,466,19079,0.024424760207558047
GSM5699781,GSM5699781_TD5,AIS,epithelial,1318,19079,0.0690811887415483
GSM5699781,GSM5699781_TD5,AIS,fibroblast,1231,19079,0.06452120132082394
GSM5699781,GSM5699781_TD5,AIS,macrophage,2630,19079,0.13784789559201216
GSM5699781,GSM5699781_TD5,AIS,mast_cell,1856,19079,0.0972797316421196
GSM5699781,GSM5699781_TD5,AIS,neutrophil,42,19079,0.0022013732375910687
GSM5699781,GSM5699781_TD5,AIS,t_nk,7540,19079,0.3951989097961109
GSM5699781,GSM5699781_TD5,AIS,unassigned,30,19079,0.001572409455422192
GSM5699782,GSM5699782_TD6,MIA,ambiguous,258,8999,0.028669852205800643
GSM5699782,GSM5699782_TD6,MIA,b_plasma,102,8999,0.011334592732525836
GSM5699782,GSM5699782_TD6,MIA,dendritic,81,8999,0.009001000111123458
GSM5699782,GSM5699782_TD6,MIA,endothelial,97,8999,0.010778975441715747
GSM5699782,GSM5699782_TD6,MIA,epithelial,1110,8999,0.12334703855983999
GSM5699782,GSM5699782_TD6,MIA,fibroblast,102,8999,0.011334592732525836
GSM5699782,GSM5699782_TD6,MIA,macrophage,2788,8999,0.3098122013557062
GSM5699782,GSM5699782_TD6,MIA,mast_cell,781,8999,0.08678742082453605
GSM5699782,GSM5699782_TD6,MIA,neutrophil,807,8999,0.08967663073674853
GSM5699782,GSM5699782_TD6,MIA,t_nk,2841,8999,0.31570174463829315
GSM5699782,GSM5699782_TD6,MIA,unassigned,32,8999,0.0035559506611845763
GSM5699783,GSM5699783_TD7,AIS,ambiguous,131,3507,0.03735386370116909
GSM5699783,GSM5699783_TD7,AIS,b_plasma,192,3507,0.05474764756201882
GSM5699783,GSM5699783_TD7,AIS,dendritic,4,3507,0.0011405759908753922
GSM5699783,GSM5699783_TD7,AIS,endothelial,71,3507,0.020245223838038208
GSM5699783,GSM5699783_TD7,AIS,epithelial,816,3507,0.23267750213858
GSM5699783,GSM5699783_TD7,AIS,fibroblast,119,3507,0.033932135728542916
GSM5699783,GSM5699783_TD7,AIS,macrophage,1104,3507,0.31479897348160824
GSM5699783,GSM5699783_TD7,AIS,mast_cell,324,3507,0.09238665526090675
GSM5699783,GSM5699783_TD7,AIS,neutrophil,92,3507,0.02623324779013402
GSM5699783,GSM5699783_TD7,AIS,t_nk,653,3507,0.18619903051040776
GSM5699783,GSM5699783_TD7,AIS,unassigned,1,3507,0.00028514399771884804
GSM5699784,GSM5699784_TD8,AIS,ambiguous,344,15521,0.022163520391727337
GSM5699784,GSM5699784_TD8,AIS,b_plasma,644,15521,0.04149217189614071
GSM5699784,GSM5699784_TD8,AIS,dendritic,162,15521,0.010437471812383223
GSM5699784,GSM5699784_TD8,AIS,endothelial,401,15521,0.025835964177565878
GSM5699784,GSM5699784_TD8,AIS,epithelial,763,15521,0.04915920365955802
GSM5699784,GSM5699784_TD8,AIS,fibroblast,254,15521,0.016364924940403324
GSM5699784,GSM5699784_TD8,AIS,macrophage,3319,15521,0.21383931447715998
GSM5699784,GSM5699784_TD8,AIS,mast_cell,3937,15521,0.25365633657625153
GSM5699784,GSM5699784_TD8,AIS,neutrophil,505,15521,0.032536563365762515
GSM5699784,GSM5699784_TD8,AIS,t_nk,5165,15521,0.3327749500676503
GSM5699784,GSM5699784_TD8,AIS,unassigned,27,15521,0.0017395786353972037
GSM5699785,GSM5699785_TD9,IAC,ambiguous,533,17573,0.030330620838786775
GSM5699785,GSM5699785_TD9,IAC,b_plasma,3278,17573,0.18653616343253857
GSM5699785,GSM5699785_TD9,IAC,dendritic,278,17573,0.01581972343936721
GSM5699785,GSM5699785_TD9,IAC,endothelial,142,17573,0.008080578159676777
GSM5699785,GSM5699785_TD9,IAC,epithelial,4891,17573,0.278324702668867
GSM5699785,GSM5699785_TD9,IAC,fibroblast,62,17573,0.0035281397598588746
GSM5699785,GSM5699785_TD9,IAC,macrophage,4078,17573,0.23206054743071758
GSM5699785,GSM5699785_TD9,IAC,mast_cell,317,17573,0.01803903715927844
GSM5699785,GSM5699785_TD9,IAC,neutrophil,305,17573,0.017356171399305752
GSM5699785,GSM5699785_TD9,IAC,t_nk,3500,17573,0.19916917999203324
GSM5699785,GSM5699785_TD9,IAC,unassigned,189,17573,0.010755135719569795
