Sample_Origin,Cell_type.refined,n_cells,mean_expression,median_expression,gene
mLN,B lymphocytes,6062,0.0682307,0.0,UBE2C
mLN,Epithelial cells,3053,0.44124284,0.0,UBE2C
mLN,Myeloid cells,5442,0.10719504,0.0,UBE2C
mLN,T/NK cells,5069,0.037730634,0.0,UBE2C
mLN,,1819,0.06275476,0.0,UBE2C
nLN,B lymphocytes,10584,0.023549646,0.0,UBE2C
nLN,Myeloid cells,1288,0.052560907,0.0,UBE2C
nLN,T/NK cells,19478,0.0093693,0.0,UBE2C
nLN,,6096,0.010629262,0.0,UBE2C
nLung,B lymphocytes,634,0.0058953776,0.0,UBE2C
nLung,Endothelial cells,1295,0.0027671962,0.0,UBE2C
nLung,Epithelial cells,3703,0.0085930955,0.0,UBE2C
nLung,Fibroblasts,1585,0.0030204996,0.0,UBE2C
nLung,MAST cells,1079,0.0010181763,0.0,UBE2C
nLung,Myeloid cells,16672,0.03276492,0.0,UBE2C
nLung,T/NK cells,11413,0.009125271,0.0,UBE2C
nLung,,6614,0.0052237725,0.0,UBE2C
tL/B,B lymphocytes,469,0.011538691,0.0,UBE2C
tL/B,Epithelial cells,6582,0.3160886,0.0,UBE2C
tL/B,Myeloid cells,1329,0.055164438,0.0,UBE2C
tL/B,T/NK cells,2627,0.025895905,0.0,UBE2C
tL/B,,963,0.010340577,0.0,UBE2C
tLung,B lymphocytes,5312,0.028232371,0.0,UBE2C
tLung,Endothelial cells,627,0.0061741644,0.0,UBE2C
tLung,Epithelial cells,7270,0.15629555,0.0,UBE2C
tLung,Fibroblasts,1654,0.008846018,0.0,UBE2C
tLung,MAST cells,1809,0.009242427,0.0,UBE2C
tLung,Myeloid cells,8794,0.04684346,0.0,UBE2C
tLung,T/NK cells,13941,0.021307075,0.0,UBE2C
tLung,,5742,0.017367315,0.0,UBE2C
PE,B lymphocytes,3285,0.25820252,0.0,RANBP1
PE,Epithelial cells,396,1.639244,1.609438,RANBP1
PE,Myeloid cells,3063,0.55815184,0.6931472,RANBP1
PE,T/NK cells,9192,0.26280946,0.0,RANBP1
PE,,4368,0.26461783,0.0,RANBP1
mBrain,B lymphocytes,1311,0.23722729,0.0,RANBP1
mBrain,Endothelial cells,159,0.6271159,0.0,RANBP1
mBrain,Epithelial cells,15463,0.9464945,0.6931472,RANBP1
mBrain,Fibroblasts,444,0.828785,0.6931472,RANBP1
mBrain,MAST cells,508,0.21007805,0.0,RANBP1
mBrain,Myeloid cells,5657,0.47376263,0.0,RANBP1
mBrain,T/NK cells,2683,0.2599354,0.0,RANBP1
mBrain,,2835,0.25701603,0.0,RANBP1
mLN,B lymphocytes,6062,0.27788284,0.0,RANBP1
mLN,Epithelial cells,3053,1.2031138,1.0986123,RANBP1
mLN,Myeloid cells,5442,0.63089395,0.6931472,RANBP1
mLN,T/NK cells,5069,0.29992092,0.0,RANBP1
mLN,,1819,0.30010176,0.0,RANBP1
nLN,B lymphocytes,10584,0.21232566,0.0,RANBP1
nLN,Myeloid cells,1288,0.47768396,0.0,RANBP1
nLN,T/NK cells,19478,0.20420739,0.0,RANBP1
nLN,,6096,0.1807436,0.0,RANBP1
nLung,B lymphocytes,634,0.20302531,0.0,RANBP1
nLung,Endothelial cells,1295,0.34038895,0.0,RANBP1
nLung,Epithelial cells,3703,0.40461314,0.0,RANBP1
nLung,Fibroblasts,1585,0.42137498,0.0,RANBP1
nLung,MAST cells,1079,0.22716835,0.0,RANBP1
nLung,Myeloid cells,16672,0.5818041,0.6931472,RANBP1
nLung,T/NK cells,11413,0.18439698,0.0,RANBP1
nLung,,6614,0.18198587,0.0,RANBP1
tL/B,B lymphocytes,469,0.24479483,0.0,RANBP1
tL/B,Epithelial cells,6582,0.8072336,0.6931472,RANBP1
tL/B,Myeloid cells,1329,0.39350238,0.0,RANBP1
tL/B,T/NK cells,2627,0.2673074,0.0,RANBP1
tL/B,,963,0.21877603,0.0,RANBP1
tLung,B lymphocytes,5312,0.24838063,0.0,RANBP1
tLung,Endothelial cells,627,0.5347053,0.6931472,RANBP1
tLung,Epithelial cells,7270,0.7760474,0.6931472,RANBP1
tLung,Fibroblasts,1654,0.5441824,0.6931472,RANBP1
tLung,MAST cells,1809,0.2619733,0.0,RANBP1
tLung,Myeloid cells,8794,0.52245224,0.6931472,RANBP1
tLung,T/NK cells,13941,0.23902464,0.0,RANBP1
tLung,,5742,0.18834846,0.0,RANBP1
PE,B lymphocytes,3285,0.13135332,0.0,CARHSP1
PE,Epithelial cells,396,1.627198,1.609438,CARHSP1
PE,Myeloid cells,3063,0.18736368,0.0,CARHSP1
PE,T/NK cells,9192,0.15012352,0.0,CARHSP1
PE,,4368,0.13110319,0.0,CARHSP1
mBrain,B lymphocytes,1311,0.16968623,0.0,CARHSP1
mBrain,Endothelial cells,159,0.9648236,0.6931472,CARHSP1
mBrain,Epithelial cells,15463,0.73459435,0.6931472,CARHSP1
mBrain,Fibroblasts,444,0.88089496,0.6931472,CARHSP1
mBrain,MAST cells,508,0.18852343,0.0,CARHSP1
mBrain,Myeloid cells,5657,0.1991351,0.0,CARHSP1
mBrain,T/NK cells,2683,0.16075183,0.0,CARHSP1
mBrain,,2835,0.18047872,0.0,CARHSP1
mLN,B lymphocytes,6062,0.18595783,0.0,CARHSP1
mLN,Epithelial cells,3053,0.9583795,0.6931472,CARHSP1
mLN,Myeloid cells,5442,0.27876,0.0,CARHSP1
mLN,T/NK cells,5069,0.18588021,0.0,CARHSP1
mLN,,1819,0.17493537,0.0,CARHSP1
nLN,B lymphocytes,10584,0.10864177,0.0,CARHSP1
nLN,Myeloid cells,1288,0.18870802,0.0,CARHSP1
nLN,T/NK cells,19478,0.107246876,0.0,CARHSP1
nLN,,6096,0.09634275,0.0,CARHSP1
nLung,B lymphocytes,634,0.15952167,0.0,CARHSP1
nLung,Endothelial cells,1295,0.4513805,0.0,CARHSP1
nLung,Epithelial cells,3703,0.19105756,0.0,CARHSP1
nLung,Fibroblasts,1585,0.30234674,0.0,CARHSP1
nLung,MAST cells,1079,0.10320568,0.0,CARHSP1
nLung,Myeloid cells,16672,0.19176263,0.0,CARHSP1
nLung,T/NK cells,11413,0.12259654,0.0,CARHSP1
nLung,,6614,0.11895974,0.0,CARHSP1
tL/B,B lymphocytes,469,0.101581044,0.0,CARHSP1
tL/B,Epithelial cells,6582,0.60907745,0.6931472,CARHSP1
tL/B,Myeloid cells,1329,0.19034064,0.0,CARHSP1
tL/B,T/NK cells,2627,0.16733582,0.0,CARHSP1
tL/B,,963,0.13052696,0.0,CARHSP1
tLung,B lymphocytes,5312,0.14042172,0.0,CARHSP1
tLung,Endothelial cells,627,0.6487473,0.6931472,CARHSP1
tLung,Epithelial cells,7270,0.5274982,0.0,CARHSP1
tLung,Fibroblasts,1654,0.47931945,0.0,CARHSP1
tLung,MAST cells,1809,0.105349936,0.0,CARHSP1
tLung,Myeloid cells,8794,0.20225596,0.0,CARHSP1
tLung,T/NK cells,13941,0.15044263,0.0,CARHSP1
tLung,,5742,0.122911654,0.0,CARHSP1
PE,B lymphocytes,3285,0.43534276,0.0,HMGB2
PE,Epithelial cells,396,1.073498,0.6931472,HMGB2
PE,Myeloid cells,3063,0.51177245,0.0,HMGB2
PE,T/NK cells,9192,0.6144637,0.6931472,HMGB2
PE,,4368,0.52798104,0.6931472,HMGB2
mBrain,B lymphocytes,1311,0.19392939,0.0,HMGB2
mBrain,Endothelial cells,159,0.33247796,0.0,HMGB2
mBrain,Epithelial cells,15463,0.36708716,0.0,HMGB2
mBrain,Fibroblasts,444,0.3728595,0.0,HMGB2
mBrain,MAST cells,508,0.19856939,0.0,HMGB2
mBrain,Myeloid cells,5657,0.45276722,0.0,HMGB2
mBrain,T/NK cells,2683,0.36763033,0.0,HMGB2
mBrain,,2835,0.30096754,0.0,HMGB2
mLN,B lymphocytes,6062,0.31821722,0.0,HMGB2
mLN,Epithelial cells,3053,0.59237117,0.0,HMGB2
mLN,Myeloid cells,5442,0.5198734,0.0,HMGB2
mLN,T/NK cells,5069,0.37893185,0.0,HMGB2
mLN,,1819,0.41294697,0.0,HMGB2
nLN,B lymphocytes,10584,0.2522809,0.0,HMGB2
nLN,Myeloid cells,1288,0.36107722,0.0,HMGB2
nLN,T/NK cells,19478,0.3217954,0.0,HMGB2
nLN,,6096,0.27565733,0.0,HMGB2
nLung,B lymphocytes,634,0.18248837,0.0,HMGB2
nLung,Endothelial cells,1295,0.20254937,0.0,HMGB2
nLung,Epithelial cells,3703,0.28373775,0.0,HMGB2
nLung,Fibroblasts,1585,0.32405636,0.0,HMGB2
nLung,MAST cells,1079,0.2362014,0.0,HMGB2
nLung,Myeloid cells,16672,0.34905493,0.0,HMGB2
nLung,T/NK cells,11413,0.31438693,0.0,HMGB2
nLung,,6614,0.29143065,0.0,HMGB2
tL/B,B lymphocytes,469,0.2045313,0.0,HMGB2
tL/B,Epithelial cells,6582,0.52110213,0.0,HMGB2
tL/B,Myeloid cells,1329,0.37104267,0.0,HMGB2
tL/B,T/NK cells,2627,0.38200337,0.0,HMGB2
tL/B,,963,0.2878409,0.0,HMGB2
tLung,B lymphocytes,5312,0.27514258,0.0,HMGB2
tLung,Endothelial cells,627,0.2744514,0.0,HMGB2
tLung,Epithelial cells,7270,0.33102152,0.0,HMGB2
tLung,Fibroblasts,1654,0.30991775,0.0,HMGB2
tLung,MAST cells,1809,0.2236844,0.0,HMGB2
tLung,Myeloid cells,8794,0.3856431,0.0,HMGB2
tLung,T/NK cells,13941,0.39276293,0.0,HMGB2
tLung,,5742,0.31752965,0.0,HMGB2
PE,B lymphocytes,3285,0.0217207,0.0,HMGB3
PE,Epithelial cells,396,1.0065109,0.6931472,HMGB3
PE,Myeloid cells,3063,0.06389379,0.0,HMGB3
PE,T/NK cells,9192,0.015664639,0.0,HMGB3
PE,,4368,0.01321022,0.0,HMGB3
mBrain,B lymphocytes,1311,0.14404392,0.0,HMGB3
mBrain,Endothelial cells,159,0.29759407,0.0,HMGB3
mBrain,Epithelial cells,15463,1.3477857,1.0986123,HMGB3
mBrain,Fibroblasts,444,0.21340075,0.0,HMGB3
mBrain,MAST cells,508,0.013078326,0.0,HMGB3
mBrain,Myeloid cells,5657,0.14144988,0.0,HMGB3
mBrain,T/NK cells,2683,0.029173877,0.0,HMGB3
mBrain,,2835,0.02963642,0.0,HMGB3
mLN,B lymphocytes,6062,0.042280942,0.0,HMGB3
mLN,Epithelial cells,3053,1.0873733,1.0986123,HMGB3
mLN,Myeloid cells,5442,0.14305979,0.0,HMGB3
mLN,T/NK cells,5069,0.025992226,0.0,HMGB3
mLN,,1819,0.03209498,0.0,HMGB3
nLN,B lymphocytes,10584,0.014392745,0.0,HMGB3
nLN,Myeloid cells,1288,0.05723573,0.0,HMGB3
nLN,T/NK cells,19478,0.0054529407,0.0,HMGB3
nLN,,6096,0.007954013,0.0,HMGB3
nLung,B lymphocytes,634,0.015945625,0.0,HMGB3
nLung,Endothelial cells,1295,0.03554944,0.0,HMGB3
nLung,Epithelial cells,3703,0.15461144,0.0,HMGB3
nLung,Fibroblasts,1585,0.015958503,0.0,HMGB3
nLung,MAST cells,1079,0.0064239777,0.0,HMGB3
nLung,Myeloid cells,16672,0.065606624,0.0,HMGB3
nLung,T/NK cells,11413,0.009442944,0.0,HMGB3
nLung,,6614,0.00806172,0.0,HMGB3
tL/B,B lymphocytes,469,0.029672043,0.0,HMGB3
tL/B,Epithelial cells,6582,0.3366128,0.0,HMGB3
tL/B,Myeloid cells,1329,0.092217386,0.0,HMGB3
tL/B,T/NK cells,2627,0.0215473,0.0,HMGB3
tL/B,,963,0.01115071,0.0,HMGB3
tLung,B lymphocytes,5312,0.021928063,0.0,HMGB3
tLung,Endothelial cells,627,0.08059311,0.0,HMGB3
tLung,Epithelial cells,7270,0.47805467,0.0,HMGB3
tLung,Fibroblasts,1654,0.032319438,0.0,HMGB3
tLung,MAST cells,1809,0.014307358,0.0,HMGB3
tLung,Myeloid cells,8794,0.10735861,0.0,HMGB3
tLung,T/NK cells,13941,0.022780636,0.0,HMGB3
tLung,,5742,0.0179215,0.0,HMGB3
PE,B lymphocytes,3285,0.31543013,0.0,TUBA1B
PE,Epithelial cells,396,1.9755616,1.9459101,TUBA1B
PE,Myeloid cells,3063,2.176012,2.1972246,TUBA1B
PE,T/NK cells,9192,0.32281932,0.0,TUBA1B
PE,,4368,0.36447412,0.0,TUBA1B
mBrain,B lymphocytes,1311,0.48878145,0.0,TUBA1B
mBrain,Endothelial cells,159,1.2305863,1.0986123,TUBA1B
mBrain,Epithelial cells,15463,1.2226881,1.0986123,TUBA1B
mBrain,Fibroblasts,444,1.4710621,1.3862944,TUBA1B
mBrain,MAST cells,508,0.5707101,0.6931472,TUBA1B
mBrain,Myeloid cells,5657,1.2939761,1.0986123,TUBA1B
mBrain,T/NK cells,2683,0.5224256,0.6931472,TUBA1B
mBrain,,2835,0.66213506,0.6931472,TUBA1B
mLN,B lymphocytes,6062,0.5043875,0.0,TUBA1B
mLN,Epithelial cells,3053,1.5244937,1.3862944,TUBA1B
mLN,Myeloid cells,5442,1.6020912,1.609438,TUBA1B
mLN,T/NK cells,5069,0.5007425,0.0,TUBA1B
mLN,,1819,0.4841714,0.0,TUBA1B
nLN,B lymphocytes,10584,0.39903086,0.0,TUBA1B
nLN,Myeloid cells,1288,1.7334694,1.609438,TUBA1B
nLN,T/NK cells,19478,0.35437402,0.0,TUBA1B
nLN,,6096,0.32607695,0.0,TUBA1B
nLung,B lymphocytes,634,0.6428595,0.6931472,TUBA1B
nLung,Endothelial cells,1295,1.0369488,1.0986123,TUBA1B
nLung,Epithelial cells,3703,0.7447378,0.6931472,TUBA1B
nLung,Fibroblasts,1585,1.1976328,1.0986123,TUBA1B
nLung,MAST cells,1079,1.0171595,1.0986123,TUBA1B
nLung,Myeloid cells,16672,1.9982395,2.0794415,TUBA1B
nLung,T/NK cells,11413,0.43796784,0.0,TUBA1B
nLung,,6614,0.4191848,0.0,TUBA1B
tL/B,B lymphocytes,469,0.39986458,0.0,TUBA1B
tL/B,Epithelial cells,6582,1.327888,1.0986123,TUBA1B
tL/B,Myeloid cells,1329,1.1363491,0.6931472,TUBA1B
tL/B,T/NK cells,2627,0.46736926,0.0,TUBA1B
tL/B,,963,0.40130052,0.0,TUBA1B
tLung,B lymphocytes,5312,0.44128877,0.0,TUBA1B
tLung,Endothelial cells,627,1.147635,1.0986123,TUBA1B
tLung,Epithelial cells,7270,1.0536215,1.0986123,TUBA1B
tLung,Fibroblasts,1654,1.3000214,1.3862944,TUBA1B
tLung,MAST cells,1809,0.8087213,0.6931472,TUBA1B
tLung,Myeloid cells,8794,1.7446545,1.7917595,TUBA1B
tLung,T/NK cells,13941,0.4334314,0.0,TUBA1B
tLung,,5742,0.4178671,0.0,TUBA1B
PE,B lymphocytes,3285,0.14634049,0.0,H2AFY
PE,Epithelial cells,396,1.2076705,1.3862944,H2AFY
PE,Myeloid cells,3063,1.055988,1.0986123,H2AFY
PE,T/NK cells,9192,0.20073721,0.0,H2AFY
PE,,4368,0.22549878,0.0,H2AFY
mBrain,B lymphocytes,1311,0.122884534,0.0,H2AFY
mBrain,Endothelial cells,159,0.7007457,0.6931472,H2AFY
mBrain,Epithelial cells,15463,0.8424721,0.6931472,H2AFY
mBrain,Fibroblasts,444,0.6467883,0.6931472,H2AFY
mBrain,MAST cells,508,0.11417785,0.0,H2AFY
mBrain,Myeloid cells,5657,0.92819554,0.6931472,H2AFY
mBrain,T/NK cells,2683,0.15863791,0.0,H2AFY
mBrain,,2835,0.14967144,0.0,H2AFY
mLN,B lymphocytes,6062,0.1768754,0.0,H2AFY
mLN,Epithelial cells,3053,1.1852094,1.0986123,H2AFY
mLN,Myeloid cells,5442,1.1322011,1.0986123,H2AFY
mLN,T/NK cells,5069,0.21761115,0.0,H2AFY
mLN,,1819,0.20002736,0.0,H2AFY
nLN,B lymphocytes,10584,0.12185475,0.0,H2AFY
nLN,Myeloid cells,1288,0.92147607,0.6931472,H2AFY
nLN,T/NK cells,19478,0.14125745,0.0,H2AFY
nLN,,6096,0.14283997,0.0,H2AFY
nLung,B lymphocytes,634,0.2750025,0.0,H2AFY
nLung,Endothelial cells,1295,0.23308711,0.0,H2AFY
nLung,Epithelial cells,3703,0.41711792,0.0,H2AFY
nLung,Fibroblasts,1585,0.22446287,0.0,H2AFY
nLung,MAST cells,1079,0.12886606,0.0,H2AFY
nLung,Myeloid cells,16672,1.1130474,1.0986123,H2AFY
nLung,T/NK cells,11413,0.1479117,0.0,H2AFY
nLung,,6614,0.13487321,0.0,H2AFY
tL/B,B lymphocytes,469,0.0989099,0.0,H2AFY
tL/B,Epithelial cells,6582,0.8046406,0.6931472,H2AFY
tL/B,Myeloid cells,1329,0.69670266,0.6931472,H2AFY
tL/B,T/NK cells,2627,0.17999057,0.0,H2AFY
tL/B,,963,0.14488134,0.0,H2AFY
tLung,B lymphocytes,5312,0.1318204,0.0,H2AFY
tLung,Endothelial cells,627,0.34838405,0.0,H2AFY
tLung,Epithelial cells,7270,0.7759273,0.6931472,H2AFY
tLung,Fibroblasts,1654,0.3890317,0.0,H2AFY
tLung,MAST cells,1809,0.13399346,0.0,H2AFY
tLung,Myeloid cells,8794,1.1637065,1.0986123,H2AFY
tLung,T/NK cells,13941,0.18516181,0.0,H2AFY
tLung,,5742,0.15364349,0.0,H2AFY
PE,B lymphocytes,3285,0.23560467,0.0,SIVA1
PE,Epithelial cells,396,1.3477091,1.0986123,SIVA1
PE,Myeloid cells,3063,0.5485688,0.6931472,SIVA1
PE,T/NK cells,9192,0.29151386,0.0,SIVA1
PE,,4368,0.3111254,0.0,SIVA1
mBrain,B lymphocytes,1311,0.2518383,0.0,SIVA1
mBrain,Endothelial cells,159,0.60539395,0.6931472,SIVA1
mBrain,Epithelial cells,15463,0.97970915,0.6931472,SIVA1
mBrain,Fibroblasts,444,0.78623617,0.6931472,SIVA1
mBrain,MAST cells,508,0.23770176,0.0,SIVA1
mBrain,Myeloid cells,5657,0.4615959,0.0,SIVA1
mBrain,T/NK cells,2683,0.21868858,0.0,SIVA1
mBrain,,2835,0.21644664,0.0,SIVA1
mLN,B lymphocytes,6062,0.24246322,0.0,SIVA1
mLN,Epithelial cells,3053,1.2751129,1.0986123,SIVA1
mLN,Myeloid cells,5442,0.6314551,0.6931472,SIVA1
mLN,T/NK cells,5069,0.25144526,0.0,SIVA1
mLN,,1819,0.23802912,0.0,SIVA1
nLN,B lymphocytes,10584,0.18446408,0.0,SIVA1
nLN,Myeloid cells,1288,0.39063025,0.0,SIVA1
nLN,T/NK cells,19478,0.17550328,0.0,SIVA1
nLN,,6096,0.17699595,0.0,SIVA1
nLung,B lymphocytes,634,0.3626812,0.0,SIVA1
nLung,Endothelial cells,1295,0.33620185,0.0,SIVA1
nLung,Epithelial cells,3703,0.6551953,0.6931472,SIVA1
nLung,Fibroblasts,1585,0.4973287,0.6931472,SIVA1
nLung,MAST cells,1079,0.2715095,0.0,SIVA1
nLung,Myeloid cells,16672,0.60496765,0.6931472,SIVA1
nLung,T/NK cells,11413,0.19633718,0.0,SIVA1
nLung,,6614,0.18326369,0.0,SIVA1
tL/B,B lymphocytes,469,0.20290245,0.0,SIVA1
tL/B,Epithelial cells,6582,0.78115195,0.6931472,SIVA1
tL/B,Myeloid cells,1329,0.36965734,0.0,SIVA1
tL/B,T/NK cells,2627,0.21363688,0.0,SIVA1
tL/B,,963,0.1737266,0.0,SIVA1
tLung,B lymphocytes,5312,0.2216376,0.0,SIVA1
tLung,Endothelial cells,627,0.45146936,0.0,SIVA1
tLung,Epithelial cells,7270,1.00778,1.0986123,SIVA1
tLung,Fibroblasts,1654,0.6402321,0.6931472,SIVA1
tLung,MAST cells,1809,0.23008284,0.0,SIVA1
tLung,Myeloid cells,8794,0.5222454,0.6931472,SIVA1
tLung,T/NK cells,13941,0.22209553,0.0,SIVA1
tLung,,5742,0.19206628,0.0,SIVA1
PE,B lymphocytes,3285,0.029691497,0.0,MYBL2
PE,Epithelial cells,396,0.41758394,0.0,MYBL2
PE,Myeloid cells,3063,0.013104514,0.0,MYBL2
PE,T/NK cells,9192,0.0053598587,0.0,MYBL2
PE,,4368,0.033628326,0.0,MYBL2
mBrain,B lymphocytes,1311,0.041149396,0.0,MYBL2
mBrain,Endothelial cells,159,0.031919334,0.0,MYBL2
mBrain,Epithelial cells,15463,0.0915967,0.0,MYBL2
mBrain,Fibroblasts,444,0.027353711,0.0,MYBL2
mBrain,MAST cells,508,0.0,0.0,MYBL2
mBrain,Myeloid cells,5657,0.027771542,0.0,MYBL2
mBrain,T/NK cells,2683,0.0050597326,0.0,MYBL2
mBrain,,2835,0.0030769776,0.0,MYBL2
mLN,B lymphocytes,6062,0.0520142,0.0,MYBL2
mLN,Epithelial cells,3053,0.16388294,0.0,MYBL2
mLN,Myeloid cells,5442,0.043094028,0.0,MYBL2
mLN,T/NK cells,5069,0.01254167,0.0,MYBL2
mLN,,1819,0.021558704,0.0,MYBL2
nLN,B lymphocytes,10584,0.022863053,0.0,MYBL2
nLN,Myeloid cells,1288,0.02892538,0.0,MYBL2
nLN,T/NK cells,19478,0.004591847,0.0,MYBL2
nLN,,6096,0.034185916,0.0,MYBL2
nLung,B lymphocytes,634,0.16460013,0.0,MYBL2
nLung,Endothelial cells,1295,0.002140995,0.0,MYBL2
nLung,Epithelial cells,3703,0.0030093438,0.0,MYBL2
nLung,Fibroblasts,1585,0.0013119505,0.0,MYBL2
nLung,MAST cells,1079,0.00064239773,0.0,MYBL2
nLung,Myeloid cells,16672,0.008941339,0.0,MYBL2
nLung,T/NK cells,11413,0.004323288,0.0,MYBL2
nLung,,6614,0.0018172162,0.0,MYBL2
tL/B,B lymphocytes,469,0.02707845,0.0,MYBL2
tL/B,Epithelial cells,6582,0.08872871,0.0,MYBL2
tL/B,Myeloid cells,1329,0.0148115195,0.0,MYBL2
tL/B,T/NK cells,2627,0.004376026,0.0,MYBL2
tL/B,,963,0.004019939,0.0,MYBL2
tLung,B lymphocytes,5312,0.033837944,0.0,MYBL2
tLung,Endothelial cells,627,0.012782034,0.0,MYBL2
tLung,Epithelial cells,7270,0.052489113,0.0,MYBL2
tLung,Fibroblasts,1654,0.001502362,0.0,MYBL2
tLung,MAST cells,1809,0.00076633185,0.0,MYBL2
tLung,Myeloid cells,8794,0.022208601,0.0,MYBL2
tLung,T/NK cells,13941,0.0071337735,0.0,MYBL2
tLung,,5742,0.0059836963,0.0,MYBL2
PE,B lymphocytes,3285,0.048626676,0.0,ECI1
PE,Epithelial cells,396,0.7538321,0.6931472,ECI1
PE,Myeloid cells,3063,0.086433165,0.0,ECI1
PE,T/NK cells,9192,0.032911982,0.0,ECI1
PE,,4368,0.03150103,0.0,ECI1
mBrain,B lymphocytes,1311,0.054189984,0.0,ECI1
mBrain,Endothelial cells,159,0.19205014,0.0,ECI1
mBrain,Epithelial cells,15463,0.5803616,0.0,ECI1
mBrain,Fibroblasts,444,0.1785033,0.0,ECI1
mBrain,MAST cells,508,0.015009092,0.0,ECI1
mBrain,Myeloid cells,5657,0.07466812,0.0,ECI1
mBrain,T/NK cells,2683,0.021423444,0.0,ECI1
mBrain,,2835,0.046109132,0.0,ECI1
mLN,B lymphocytes,6062,0.032036025,0.0,ECI1
mLN,Epithelial cells,3053,0.5149687,0.0,ECI1
mLN,Myeloid cells,5442,0.09538943,0.0,ECI1
mLN,T/NK cells,5069,0.025170447,0.0,ECI1
mLN,,1819,0.028256943,0.0,ECI1
nLN,B lymphocytes,10584,0.028086899,0.0,ECI1
nLN,Myeloid cells,1288,0.11132187,0.0,ECI1
nLN,T/NK cells,19478,0.018570622,0.0,ECI1
nLN,,6096,0.016553959,0.0,ECI1
nLung,B lymphocytes,634,0.04911594,0.0,ECI1
nLung,Endothelial cells,1295,0.07070355,0.0,ECI1
nLung,Epithelial cells,3703,0.17923358,0.0,ECI1
nLung,Fibroblasts,1585,0.11638481,0.0,ECI1
nLung,MAST cells,1079,0.008993569,0.0,ECI1
nLung,Myeloid cells,16672,0.13315058,0.0,ECI1
nLung,T/NK cells,11413,0.018246332,0.0,ECI1
nLung,,6614,0.020484317,0.0,ECI1
tL/B,B lymphocytes,469,0.02771833,0.0,ECI1
tL/B,Epithelial cells,6582,0.48082423,0.0,ECI1
tL/B,Myeloid cells,1329,0.051899865,0.0,ECI1
tL/B,T/NK cells,2627,0.015303592,0.0,ECI1
tL/B,,963,0.008637348,0.0,ECI1
tLung,B lymphocytes,5312,0.042174593,0.0,ECI1
tLung,Endothelial cells,627,0.09029674,0.0,ECI1
tLung,Epithelial cells,7270,0.34051785,0.0,ECI1
tLung,Fibroblasts,1654,0.16367933,0.0,ECI1
tLung,MAST cells,1809,0.007504291,0.0,ECI1
tLung,Myeloid cells,8794,0.106210805,0.0,ECI1
tLung,T/NK cells,13941,0.023625635,0.0,ECI1
tLung,,5742,0.019617414,0.0,ECI1
PE,B lymphocytes,3285,0.030555233,0.0,RPL39L
PE,Epithelial cells,396,0.81074727,0.6931472,RPL39L
PE,Myeloid cells,3063,0.058222603,0.0,RPL39L
PE,T/NK cells,9192,0.031035673,0.0,RPL39L
PE,,4368,0.02345905,0.0,RPL39L
mBrain,B lymphocytes,1311,0.07434094,0.0,RPL39L
mBrain,Endothelial cells,159,0.039234746,0.0,RPL39L
mBrain,Epithelial cells,15463,0.35331854,0.0,RPL39L
mBrain,Fibroblasts,444,0.22858234,0.0,RPL39L
mBrain,MAST cells,508,0.028885579,0.0,RPL39L
mBrain,Myeloid cells,5657,0.082422055,0.0,RPL39L
mBrain,T/NK cells,2683,0.042783562,0.0,RPL39L
mBrain,,2835,0.03731125,0.0,RPL39L
mLN,B lymphocytes,6062,0.06090926,0.0,RPL39L
mLN,Epithelial cells,3053,0.48079187,0.0,RPL39L
mLN,Myeloid cells,5442,0.10948448,0.0,RPL39L
mLN,T/NK cells,5069,0.053556778,0.0,RPL39L
mLN,,1819,0.050327916,0.0,RPL39L
nLN,B lymphocytes,10584,0.041075606,0.0,RPL39L
nLN,Myeloid cells,1288,0.059734948,0.0,RPL39L
nLN,T/NK cells,19478,0.023024496,0.0,RPL39L
nLN,,6096,0.019943943,0.0,RPL39L
nLung,B lymphocytes,634,0.035523087,0.0,RPL39L
nLung,Endothelial cells,1295,0.014229569,0.0,RPL39L
nLung,Epithelial cells,3703,0.0354453,0.0,RPL39L
nLung,Fibroblasts,1585,0.061544545,0.0,RPL39L
nLung,MAST cells,1079,0.033780463,0.0,RPL39L
nLung,Myeloid cells,16672,0.04239827,0.0,RPL39L
nLung,T/NK cells,11413,0.034054324,0.0,RPL39L
nLung,,6614,0.033065595,0.0,RPL39L
tL/B,B lymphocytes,469,0.041019663,0.0,RPL39L
tL/B,Epithelial cells,6582,0.1984214,0.0,RPL39L
tL/B,Myeloid cells,1329,0.050295983,0.0,RPL39L
tL/B,T/NK cells,2627,0.04102774,0.0,RPL39L
tL/B,,963,0.025735617,0.0,RPL39L
tLung,B lymphocytes,5312,0.07010468,0.0,RPL39L
tLung,Endothelial cells,627,0.03381161,0.0,RPL39L
tLung,Epithelial cells,7270,0.28010818,0.0,RPL39L
tLung,Fibroblasts,1654,0.09709896,0.0,RPL39L
tLung,MAST cells,1809,0.025737226,0.0,RPL39L
tLung,Myeloid cells,8794,0.07008607,0.0,RPL39L
tLung,T/NK cells,13941,0.045235403,0.0,RPL39L
tLung,,5742,0.032320336,0.0,RPL39L
PE,B lymphocytes,3285,0.016825551,0.0,NUSAP1
PE,Epithelial cells,396,0.4193781,0.0,NUSAP1
PE,Myeloid cells,3063,0.02790682,0.0,NUSAP1
PE,T/NK cells,9192,0.021474913,0.0,NUSAP1
PE,,4368,0.014038893,0.0,NUSAP1
