Sample_Origin,Cell_type.refined,n_cells,mean_expression,median_expression,gene
mLN,T/NK cells,5069,0.0001367424,0.0,CLDN5
mLN,,1819,0.00038105948,0.0,CLDN5
nLN,B lymphocytes,10584,0.00072039105,0.0,CLDN5
nLN,Myeloid cells,1288,0.046766527,0.0,CLDN5
nLN,T/NK cells,19478,0.0010024593,0.0,CLDN5
nLN,,6096,0.0006350395,0.0,CLDN5
nLung,B lymphocytes,634,0.0043731686,0.0,CLDN5
nLung,Endothelial cells,1295,1.8323945,1.7917595,CLDN5
nLung,Epithelial cells,3703,0.014275624,0.0,CLDN5
nLung,Fibroblasts,1585,0.0043731686,0.0,CLDN5
nLung,MAST cells,1079,0.013352003,0.0,CLDN5
nLung,Myeloid cells,16672,0.013078904,0.0,CLDN5
nLung,T/NK cells,11413,0.005522148,0.0,CLDN5
nLung,,6614,0.011099079,0.0,CLDN5
tL/B,B lymphocytes,469,0.0,0.0,CLDN5
tL/B,Epithelial cells,6582,0.000631857,0.0,CLDN5
tL/B,Myeloid cells,1329,0.0010431109,0.0,CLDN5
tL/B,T/NK cells,2627,0.0005277101,0.0,CLDN5
tL/B,,963,0.0,0.0,CLDN5
tLung,B lymphocytes,5312,0.003001202,0.0,CLDN5
tLung,Endothelial cells,627,1.9381164,1.9459101,CLDN5
tLung,Epithelial cells,7270,0.005531517,0.0,CLDN5
tLung,Fibroblasts,1654,0.007788461,0.0,CLDN5
tLung,MAST cells,1809,0.0034484935,0.0,CLDN5
tLung,Myeloid cells,8794,0.006884168,0.0,CLDN5
tLung,T/NK cells,13941,0.0036877322,0.0,CLDN5
tLung,,5742,0.008202868,0.0,CLDN5
PE,B lymphocytes,3285,0.010251607,0.0,ENG
PE,Epithelial cells,396,0.112129726,0.0,ENG
PE,Myeloid cells,3063,0.36771694,0.0,ENG
PE,T/NK cells,9192,0.015635012,0.0,ENG
PE,,4368,0.016743086,0.0,ENG
mBrain,B lymphocytes,1311,0.0092974575,0.0,ENG
mBrain,Endothelial cells,159,1.681355,1.609438,ENG
mBrain,Epithelial cells,15463,0.073303446,0.0,ENG
mBrain,Fibroblasts,444,0.77009386,0.6931472,ENG
mBrain,MAST cells,508,0.020466944,0.0,ENG
mBrain,Myeloid cells,5657,0.320302,0.0,ENG
mBrain,T/NK cells,2683,0.01533032,0.0,ENG
mBrain,,2835,0.024258142,0.0,ENG
mLN,B lymphocytes,6062,0.011777327,0.0,ENG
mLN,Epithelial cells,3053,0.14523342,0.0,ENG
mLN,Myeloid cells,5442,0.50443894,0.0,ENG
mLN,T/NK cells,5069,0.015668621,0.0,ENG
mLN,,1819,0.013941047,0.0,ENG
nLN,B lymphocytes,10584,0.0058941087,0.0,ENG
nLN,Myeloid cells,1288,0.15270871,0.0,ENG
nLN,T/NK cells,19478,0.011091483,0.0,ENG
nLN,,6096,0.011115243,0.0,ENG
nLung,B lymphocytes,634,0.023144912,0.0,ENG
nLung,Endothelial cells,1295,0.7611777,0.6931472,ENG
nLung,Epithelial cells,3703,0.03793287,0.0,ENG
nLung,Fibroblasts,1585,0.31818113,0.0,ENG
nLung,MAST cells,1079,0.038119785,0.0,ENG
nLung,Myeloid cells,16672,0.4730877,0.0,ENG
nLung,T/NK cells,11413,0.015082455,0.0,ENG
nLung,,6614,0.021972725,0.0,ENG
tL/B,B lymphocytes,469,0.007389629,0.0,ENG
tL/B,Epithelial cells,6582,0.05924675,0.0,ENG
tL/B,Myeloid cells,1329,0.2215856,0.0,ENG
tL/B,T/NK cells,2627,0.013610952,0.0,ENG
tL/B,,963,0.0100769065,0.0,ENG
tLung,B lymphocytes,5312,0.0096018845,0.0,ENG
tLung,Endothelial cells,627,1.0904063,1.0986123,ENG
tLung,Epithelial cells,7270,0.094956115,0.0,ENG
tLung,Fibroblasts,1654,0.6054934,0.6931472,ENG
tLung,MAST cells,1809,0.0180088,0.0,ENG
tLung,Myeloid cells,8794,0.39951047,0.0,ENG
tLung,T/NK cells,13941,0.011013477,0.0,ENG
tLung,,5742,0.013889564,0.0,ENG
PE,B lymphocytes,3285,0.0016880296,0.0,COL1A1
PE,Epithelial cells,396,0.65087795,0.0,COL1A1
PE,Myeloid cells,3063,0.0018103747,0.0,COL1A1
PE,T/NK cells,9192,0.0017343761,0.0,COL1A1
PE,,4368,0.0022216255,0.0,COL1A1
mBrain,B lymphocytes,1311,0.01264944,0.0,COL1A1
mBrain,Endothelial cells,159,0.053053766,0.0,COL1A1
mBrain,Epithelial cells,15463,0.4819541,0.0,COL1A1
mBrain,Fibroblasts,444,2.8488805,2.7080503,COL1A1
mBrain,MAST cells,508,0.002728926,0.0,COL1A1
mBrain,Myeloid cells,5657,0.06436364,0.0,COL1A1
mBrain,T/NK cells,2683,0.013843558,0.0,COL1A1
mBrain,,2835,0.02125409,0.0,COL1A1
mLN,B lymphocytes,6062,0.0034302894,0.0,COL1A1
mLN,Epithelial cells,3053,0.6438005,0.0,COL1A1
mLN,Myeloid cells,5442,0.01862628,0.0,COL1A1
mLN,T/NK cells,5069,0.0082277795,0.0,COL1A1
mLN,,1819,0.009186782,0.0,COL1A1
nLN,B lymphocytes,10584,0.005026685,0.0,COL1A1
nLN,Myeloid cells,1288,0.031498186,0.0,COL1A1
nLN,T/NK cells,19478,0.0022540218,0.0,COL1A1
nLN,,6096,0.004046197,0.0,COL1A1
nLung,B lymphocytes,634,0.008932115,0.0,COL1A1
nLung,Endothelial cells,1295,0.005352488,0.0,COL1A1
nLung,Epithelial cells,3703,0.04249838,0.0,COL1A1
nLung,Fibroblasts,1585,1.6010716,1.609438,COL1A1
nLung,MAST cells,1079,0.0,0.0,COL1A1
nLung,Myeloid cells,16672,0.0063579297,0.0,COL1A1
nLung,T/NK cells,11413,0.0036439875,0.0,COL1A1
nLung,,6614,0.009908586,0.0,COL1A1
tL/B,B lymphocytes,469,0.012687937,0.0,COL1A1
tL/B,Epithelial cells,6582,0.40476862,0.0,COL1A1
tL/B,Myeloid cells,1329,0.022024551,0.0,COL1A1
tL/B,T/NK cells,2627,0.008418794,0.0,COL1A1
tL/B,,963,0.0050384533,0.0,COL1A1
tLung,B lymphocytes,5312,0.024371644,0.0,COL1A1
tLung,Endothelial cells,627,0.018793466,0.0,COL1A1
tLung,Epithelial cells,7270,0.56488067,0.0,COL1A1
tLung,Fibroblasts,1654,2.393141,2.1972246,COL1A1
tLung,MAST cells,1809,0.011176921,0.0,COL1A1
tLung,Myeloid cells,8794,0.032574806,0.0,COL1A1
tLung,T/NK cells,13941,0.019168537,0.0,COL1A1
tLung,,5742,0.023400612,0.0,COL1A1
PE,B lymphocytes,3285,0.0028664772,0.0,COL1A2
PE,Epithelial cells,396,0.56016576,0.0,COL1A2
PE,Myeloid cells,3063,0.008233639,0.0,COL1A2
PE,T/NK cells,9192,0.0031358246,0.0,COL1A2
PE,,4368,0.0022216255,0.0,COL1A2
mBrain,B lymphocytes,1311,0.012030882,0.0,COL1A2
mBrain,Endothelial cells,159,0.03306601,0.0,COL1A2
mBrain,Epithelial cells,15463,0.028758978,0.0,COL1A2
mBrain,Fibroblasts,444,2.9395807,2.944439,COL1A2
mBrain,MAST cells,508,0.001364463,0.0,COL1A2
mBrain,Myeloid cells,5657,0.04429528,0.0,COL1A2
mBrain,T/NK cells,2683,0.011152855,0.0,COL1A2
mBrain,,2835,0.023550127,0.0,COL1A2
mLN,B lymphocytes,6062,0.0021250602,0.0,COL1A2
mLN,Epithelial cells,3053,0.061852753,0.0,COL1A2
mLN,Myeloid cells,5442,0.0069273957,0.0,COL1A2
mLN,T/NK cells,5069,0.0008204543,0.0,COL1A2
mLN,,1819,0.00076211896,0.0,COL1A2
nLN,B lymphocytes,10584,0.00045843067,0.0,COL1A2
nLN,Myeloid cells,1288,0.051672265,0.0,COL1A2
nLN,T/NK cells,19478,3.558616e-05,0.0,COL1A2
nLN,,6096,0.0,0.0,COL1A2
nLung,B lymphocytes,634,0.0043731686,0.0,COL1A2
nLung,Endothelial cells,1295,0.007493483,0.0,COL1A2
nLung,Epithelial cells,3703,0.016044447,0.0,COL1A2
nLung,Fibroblasts,1585,2.3405395,2.4849067,COL1A2
nLung,MAST cells,1079,0.0035877675,0.0,COL1A2
nLung,Myeloid cells,16672,0.009063533,0.0,COL1A2
nLung,T/NK cells,11413,0.0025507915,0.0,COL1A2
nLung,,6614,0.009623518,0.0,COL1A2
tL/B,B lymphocytes,469,0.007389629,0.0,COL1A2
tL/B,Epithelial cells,6582,0.06509797,0.0,COL1A2
tL/B,Myeloid cells,1329,0.028113768,0.0,COL1A2
tL/B,T/NK cells,2627,0.008179506,0.0,COL1A2
tL/B,,963,0.009058392,0.0,COL1A2
tLung,B lymphocytes,5312,0.017911261,0.0,COL1A2
tLung,Endothelial cells,627,0.02386213,0.0,COL1A2
tLung,Epithelial cells,7270,0.06701602,0.0,COL1A2
tLung,Fibroblasts,1654,2.6580515,2.6390574,COL1A2
tLung,MAST cells,1809,0.00842965,0.0,COL1A2
tLung,Myeloid cells,8794,0.024232265,0.0,COL1A2
tLung,T/NK cells,13941,0.011808997,0.0,COL1A2
tLung,,5742,0.013581649,0.0,COL1A2
PE,B lymphocytes,3285,0.0016880296,0.0,COL3A1
PE,Epithelial cells,396,0.8558779,0.0,COL3A1
PE,Myeloid cells,3063,0.005789796,0.0,COL3A1
PE,T/NK cells,9192,0.0034687521,0.0,COL3A1
PE,,4368,0.0047606262,0.0,COL3A1
mBrain,B lymphocytes,1311,0.025778368,0.0,COL3A1
mBrain,Endothelial cells,159,0.04178484,0.0,COL3A1
mBrain,Epithelial cells,15463,0.02104605,0.0,COL3A1
mBrain,Fibroblasts,444,2.7027802,2.4849067,COL3A1
mBrain,MAST cells,508,0.001364463,0.0,COL3A1
mBrain,Myeloid cells,5657,0.06247444,0.0,COL3A1
mBrain,T/NK cells,2683,0.011518428,0.0,COL3A1
mBrain,,2835,0.019273661,0.0,COL3A1
mLN,B lymphocytes,6062,0.013449721,0.0,COL3A1
mLN,Epithelial cells,3053,0.20390086,0.0,COL3A1
mLN,Myeloid cells,5442,0.008648775,0.0,COL3A1
mLN,T/NK cells,5069,0.0054929317,0.0,COL3A1
mLN,,1819,0.008242072,0.0,COL3A1
nLN,B lymphocytes,10584,0.00032745049,0.0,COL3A1
nLN,Myeloid cells,1288,0.018910397,0.0,COL3A1
nLN,T/NK cells,19478,0.0,0.0,COL3A1
nLN,,6096,0.00040762904,0.0,COL3A1
nLung,B lymphocytes,634,0.0010932921,0.0,COL3A1
nLung,Endothelial cells,1295,0.01913776,0.0,COL3A1
nLung,Epithelial cells,3703,0.003743706,0.0,COL3A1
nLung,Fibroblasts,1585,1.0662607,0.6931472,COL3A1
nLung,MAST cells,1079,0.0012847955,0.0,COL3A1
nLung,Myeloid cells,16672,0.0035998153,0.0,COL3A1
nLung,T/NK cells,11413,0.0011539294,0.0,COL3A1
nLung,,6614,0.0059873196,0.0,COL3A1
tL/B,B lymphocytes,469,0.011823406,0.0,COL3A1
tL/B,Epithelial cells,6582,0.09478204,0.0,COL3A1
tL/B,Myeloid cells,1329,0.022455098,0.0,COL3A1
tL/B,T/NK cells,2627,0.006332521,0.0,COL3A1
tL/B,,963,0.006478011,0.0,COL3A1
tLung,B lymphocytes,5312,0.014757398,0.0,COL3A1
tLung,Endothelial cells,627,0.045701116,0.0,COL3A1
tLung,Epithelial cells,7270,0.022826519,0.0,COL3A1
tLung,Fibroblasts,1654,2.219681,2.1972246,COL3A1
tLung,MAST cells,1809,0.008812816,0.0,COL3A1
tLung,Myeloid cells,8794,0.021596937,0.0,COL3A1
tLung,T/NK cells,13941,0.011390601,0.0,COL3A1
tLung,,5742,0.014968892,0.0,COL3A1
PE,B lymphocytes,3285,0.0002110037,0.0,DCN
PE,Epithelial cells,396,0.14983805,0.0,DCN
PE,Myeloid cells,3063,0.00045259367,0.0,DCN
PE,T/NK cells,9192,0.00022622297,0.0,DCN
PE,,4368,0.00015868754,0.0,DCN
mBrain,B lymphocytes,1311,0.023443205,0.0,DCN
mBrain,Endothelial cells,159,0.09738871,0.0,DCN
mBrain,Epithelial cells,15463,0.02876575,0.0,DCN
mBrain,Fibroblasts,444,3.3116274,3.4011974,DCN
mBrain,MAST cells,508,0.001364463,0.0,DCN
mBrain,Myeloid cells,5657,0.07038672,0.0,DCN
mBrain,T/NK cells,2683,0.018172145,0.0,DCN
mBrain,,2835,0.03166452,0.0,DCN
mLN,B lymphocytes,6062,0.0017151447,0.0,DCN
mLN,Epithelial cells,3053,0.038174145,0.0,DCN
mLN,Myeloid cells,5442,0.0061637266,0.0,DCN
mLN,T/NK cells,5069,0.00041022716,0.0,DCN
mLN,,1819,0.0026674164,0.0,DCN
nLN,B lymphocytes,10584,0.0024936544,0.0,DCN
nLN,Myeloid cells,1288,0.1142787,0.0,DCN
nLN,T/NK cells,19478,0.0010675847,0.0,DCN
nLN,,6096,0.001364463,0.0,DCN
nLung,B lymphocytes,634,0.049467906,0.0,DCN
nLung,Endothelial cells,1295,0.047778804,0.0,DCN
nLung,Epithelial cells,3703,0.09202128,0.0,DCN
nLung,Fibroblasts,1585,4.200727,4.5108595,DCN
nLung,MAST cells,1079,0.025162673,0.0,DCN
nLung,Myeloid cells,16672,0.08081142,0.0,DCN
nLung,T/NK cells,11413,0.027735783,0.0,DCN
nLung,,6614,0.036714315,0.0,DCN
tL/B,B lymphocytes,469,0.011210011,0.0,DCN
tL/B,Epithelial cells,6582,0.006954671,0.0,DCN
tL/B,Myeloid cells,1329,0.023521725,0.0,DCN
tL/B,T/NK cells,2627,0.005277101,0.0,DCN
tL/B,,963,0.0047397176,0.0,DCN
tLung,B lymphocytes,5312,0.051276915,0.0,DCN
tLung,Endothelial cells,627,0.044304837,0.0,DCN
tLung,Epithelial cells,7270,0.038387384,0.0,DCN
tLung,Fibroblasts,1654,3.4546316,3.7376697,DCN
tLung,MAST cells,1809,0.018522184,0.0,DCN
tLung,Myeloid cells,8794,0.044139955,0.0,DCN
tLung,T/NK cells,13941,0.027290773,0.0,DCN
tLung,,5742,0.033709206,0.0,DCN
PE,B lymphocytes,3285,0.0,0.0,LUM
PE,Epithelial cells,396,0.030740451,0.0,LUM
PE,Myeloid cells,3063,0.00045259367,0.0,LUM
PE,T/NK cells,9192,0.00022622297,0.0,LUM
PE,,4368,0.00015868754,0.0,LUM
mBrain,B lymphocytes,1311,0.008549304,0.0,LUM
mBrain,Endothelial cells,159,0.037425425,0.0,LUM
mBrain,Epithelial cells,15463,0.0118366815,0.0,LUM
mBrain,Fibroblasts,444,1.7836925,1.609438,LUM
mBrain,MAST cells,508,0.0,0.0,LUM
mBrain,Myeloid cells,5657,0.020624535,0.0,LUM
mBrain,T/NK cells,2683,0.005166956,0.0,LUM
mBrain,,2835,0.010602328,0.0,LUM
mLN,B lymphocytes,6062,0.003039804,0.0,LUM
mLN,Epithelial cells,3053,0.048346285,0.0,LUM
mLN,Myeloid cells,5442,0.00567589,0.0,LUM
mLN,T/NK cells,5069,0.0013674239,0.0,LUM
mLN,,1819,0.0022863569,0.0,LUM
nLN,B lymphocytes,10584,0.0010589699,0.0,LUM
nLN,Myeloid cells,1288,0.082643695,0.0,LUM
nLN,T/NK cells,19478,0.00024910312,0.0,LUM
nLN,,6096,0.0004914259,0.0,LUM
nLung,B lymphocytes,634,0.0065597524,0.0,LUM
nLung,Endothelial cells,1295,0.014007421,0.0,LUM
nLung,Epithelial cells,3703,0.020192819,0.0,LUM
nLung,Fibroblasts,1585,2.5792384,2.7725887,LUM
nLung,MAST cells,1079,0.012957114,0.0,LUM
nLung,Myeloid cells,16672,0.016856225,0.0,LUM
nLung,T/NK cells,11413,0.005901433,0.0,LUM
nLung,,6614,0.01043165,0.0,LUM
tL/B,B lymphocytes,469,0.014779258,0.0,LUM
tL/B,Epithelial cells,6582,0.018183004,0.0,LUM
tL/B,Myeloid cells,1329,0.02819776,0.0,LUM
tL/B,T/NK cells,2627,0.009234926,0.0,LUM
tL/B,,963,0.00719779,0.0,LUM
tLung,B lymphocytes,5312,0.055373415,0.0,LUM
tLung,Endothelial cells,627,0.04017363,0.0,LUM
tLung,Epithelial cells,7270,0.044249456,0.0,LUM
tLung,Fibroblasts,1654,3.165577,3.4965076,LUM
tLung,MAST cells,1809,0.020438014,0.0,LUM
tLung,Myeloid cells,8794,0.046312675,0.0,LUM
tLung,T/NK cells,13941,0.028409962,0.0,LUM
tLung,,5742,0.031637073,0.0,LUM
PE,B lymphocytes,3285,0.0028664772,0.0,LAMP3
PE,Epithelial cells,396,0.056309324,0.0,LAMP3
PE,Myeloid cells,3063,0.07744232,0.0,LAMP3
PE,T/NK cells,9192,0.008999138,0.0,LAMP3
PE,,4368,0.010685995,0.0,LAMP3
mBrain,B lymphocytes,1311,0.023443205,0.0,LAMP3
mBrain,Endothelial cells,159,0.07403904,0.0,LAMP3
mBrain,Epithelial cells,15463,0.15129927,0.0,LAMP3
mBrain,Fibroblasts,444,0.02653942,0.0,LAMP3
mBrain,MAST cells,508,0.012280167,0.0,LAMP3
mBrain,Myeloid cells,5657,0.014384764,0.0,LAMP3
mBrain,T/NK cells,2683,0.010528936,0.0,LAMP3
mBrain,,2835,0.011186903,0.0,LAMP3
mLN,B lymphocytes,6062,0.0024206324,0.0,LAMP3
mLN,Epithelial cells,3053,0.0871515,0.0,LAMP3
mLN,Myeloid cells,5442,0.023434201,0.0,LAMP3
mLN,T/NK cells,5069,0.01147608,0.0,LAMP3
mLN,,1819,0.012416808,0.0,LAMP3
nLN,B lymphocytes,10584,0.0031002914,0.0,LAMP3
nLN,Myeloid cells,1288,0.18840243,0.0,LAMP3
nLN,T/NK cells,19478,0.004110549,0.0,LAMP3
nLN,,6096,0.0045396606,0.0,LAMP3
nLung,B lymphocytes,634,0.017122898,0.0,LAMP3
nLung,Endothelial cells,1295,0.00428199,0.0,LAMP3
nLung,Epithelial cells,3703,0.82023174,0.6931472,LAMP3
nLung,Fibroblasts,1585,0.012056244,0.0,LAMP3
nLung,MAST cells,1079,0.0035877675,0.0,LAMP3
nLung,Myeloid cells,16672,0.021540733,0.0,LAMP3
nLung,T/NK cells,11413,0.0037953255,0.0,LAMP3
nLung,,6614,0.005079565,0.0,LAMP3
tL/B,B lymphocytes,469,0.0014779258,0.0,LAMP3
tL/B,Epithelial cells,6582,0.03138468,0.0,LAMP3
tL/B,Myeloid cells,1329,0.013150665,0.0,LAMP3
tL/B,T/NK cells,2627,0.0034301158,0.0,LAMP3
tL/B,,963,0.003598895,0.0,LAMP3
tLung,B lymphocytes,5312,0.0061328914,0.0,LAMP3
tLung,Endothelial cells,627,0.00838516,0.0,LAMP3
tLung,Epithelial cells,7270,0.24923393,0.0,LAMP3
tLung,Fibroblasts,1654,0.00761453,0.0,LAMP3
tLung,MAST cells,1809,0.004214825,0.0,LAMP3
tLung,Myeloid cells,8794,0.057038423,0.0,LAMP3
tLung,T/NK cells,13941,0.0046614977,0.0,LAMP3
tLung,,5742,0.0044163642,0.0,LAMP3
PE,B lymphocytes,3285,0.0014770259,0.0,ABCA3
PE,Epithelial cells,396,0.15436436,0.0,ABCA3
PE,Myeloid cells,3063,0.005431124,0.0,ABCA3
PE,T/NK cells,9192,0.003965309,0.0,ABCA3
PE,,4368,0.0030150632,0.0,ABCA3
mBrain,B lymphocytes,1311,0.016170772,0.0,ABCA3
mBrain,Endothelial cells,159,0.07995104,0.0,ABCA3
mBrain,Epithelial cells,15463,0.14795284,0.0,ABCA3
mBrain,Fibroblasts,444,0.029013772,0.0,ABCA3
mBrain,MAST cells,508,0.010915704,0.0,ABCA3
mBrain,Myeloid cells,5657,0.007545951,0.0,ABCA3
mBrain,T/NK cells,2683,0.007833604,0.0,ABCA3
mBrain,,2835,0.034682117,0.0,ABCA3
mLN,B lymphocytes,6062,0.0013721158,0.0,ABCA3
mLN,Epithelial cells,3053,0.3586742,0.0,ABCA3
mLN,Myeloid cells,5442,0.006368497,0.0,ABCA3
mLN,T/NK cells,5069,0.002461363,0.0,ABCA3
mLN,,1819,0.0034295353,0.0,ABCA3
nLN,B lymphocytes,10584,0.0008513713,0.0,ABCA3
nLN,Myeloid cells,1288,0.007849011,0.0,ABCA3
nLN,T/NK cells,19478,0.0020136414,0.0,ABCA3
nLN,,6096,0.0018192839,0.0,ABCA3
nLung,B lymphocytes,634,0.012026213,0.0,ABCA3
nLung,Endothelial cells,1295,0.024621444,0.0,ABCA3
nLung,Epithelial cells,3703,0.7485132,0.6931472,ABCA3
nLung,Fibroblasts,1585,0.026329141,0.0,ABCA3
nLung,MAST cells,1079,0.0057815798,0.0,ABCA3
nLung,Myeloid cells,16672,0.015279413,0.0,ABCA3
nLung,T/NK cells,11413,0.0069591026,0.0,ABCA3
nLung,,6614,0.007859999,0.0,ABCA3
tL/B,B lymphocytes,469,0.004433777,0.0,ABCA3
tL/B,Epithelial cells,6582,0.15269004,0.0,ABCA3
tL/B,Myeloid cells,1329,0.007606867,0.0,ABCA3
tL/B,T/NK cells,2627,0.0012097654,0.0,ABCA3
tL/B,,963,0.002879116,0.0,ABCA3
tLung,B lymphocytes,5312,0.004828021,0.0,ABCA3
tLung,Endothelial cells,627,0.035563786,0.0,ABCA3
tLung,Epithelial cells,7270,0.28072283,0.0,ABCA3
tLung,Fibroblasts,1654,0.008626607,0.0,ABCA3
tLung,MAST cells,1809,0.0057474887,0.0,ABCA3
tLung,Myeloid cells,8794,0.012559242,0.0,ABCA3
tLung,T/NK cells,13941,0.0047234045,0.0,ABCA3
tLung,,5742,0.0037421738,0.0,ABCA3
PE,B lymphocytes,3285,0.00907316,0.0,TACSTD2
PE,Epithelial cells,396,1.5059224,1.0986123,TACSTD2
PE,Myeloid cells,3063,0.053056512,0.0,TACSTD2
PE,T/NK cells,9192,0.0096024,0.0,TACSTD2
PE,,4368,0.015129247,0.0,TACSTD2
mBrain,B lymphocytes,1311,0.044422515,0.0,TACSTD2
mBrain,Endothelial cells,159,0.088669874,0.0,TACSTD2
mBrain,Epithelial cells,15463,0.97644544,0.6931472,TACSTD2
mBrain,Fibroblasts,444,0.114341095,0.0,TACSTD2
mBrain,MAST cells,508,0.031821907,0.0,TACSTD2
mBrain,Myeloid cells,5657,0.06940845,0.0,TACSTD2
mBrain,T/NK cells,2683,0.01832327,0.0,TACSTD2
mBrain,,2835,0.02864762,0.0,TACSTD2
mLN,B lymphocytes,6062,0.010195956,0.0,TACSTD2
mLN,Epithelial cells,3053,1.5485997,1.3862944,TACSTD2
mLN,Myeloid cells,5442,0.121053025,0.0,TACSTD2
mLN,T/NK cells,5069,0.020284345,0.0,TACSTD2
mLN,,1819,0.019879844,0.0,TACSTD2
nLN,B lymphocytes,10584,0.00013098019,0.0,TACSTD2
nLN,Myeloid cells,1288,0.012560521,0.0,TACSTD2
nLN,T/NK cells,19478,0.00041226434,0.0,TACSTD2
nLN,,6096,0.00034111575,0.0,TACSTD2
nLung,B lymphocytes,634,0.025395883,0.0,TACSTD2
nLung,Endothelial cells,1295,0.061292093,0.0,TACSTD2
nLung,Epithelial cells,3703,1.007713,0.6931472,TACSTD2
nLung,Fibroblasts,1585,0.051630568,0.0,TACSTD2
nLung,MAST cells,1079,0.002569591,0.0,TACSTD2
nLung,Myeloid cells,16672,0.037728794,0.0,TACSTD2
nLung,T/NK cells,11413,0.0057743127,0.0,TACSTD2
nLung,,6614,0.0056157038,0.0,TACSTD2
tL/B,B lymphocytes,469,0.04668023,0.0,TACSTD2
tL/B,Epithelial cells,6582,1.4666069,1.3862944,TACSTD2
tL/B,Myeloid cells,1329,0.11014982,0.0,TACSTD2
tL/B,T/NK cells,2627,0.03159793,0.0,TACSTD2
tL/B,,963,0.039710157,0.0,TACSTD2
tLung,B lymphocytes,5312,0.026220635,0.0,TACSTD2
tLung,Endothelial cells,627,0.14672072,0.0,TACSTD2
tLung,Epithelial cells,7270,1.6809084,1.7917595,TACSTD2
tLung,Fibroblasts,1654,0.05922718,0.0,TACSTD2
tLung,MAST cells,1809,0.014784443,0.0,TACSTD2
tLung,Myeloid cells,8794,0.09565492,0.0,TACSTD2
tLung,T/NK cells,13941,0.022731483,0.0,TACSTD2
tLung,,5742,0.022956418,0.0,TACSTD2
PE,B lymphocytes,3285,0.01896744,0.0,MKI67
PE,Epithelial cells,396,0.2776211,0.0,MKI67
PE,Myeloid cells,3063,0.023289803,0.0,MKI67
PE,T/NK cells,9192,0.013213787,0.0,MKI67
PE,,4368,0.008591205,0.0,MKI67
mBrain,B lymphocytes,1311,0.027364517,0.0,MKI67
mBrain,Endothelial cells,159,0.016597845,0.0,MKI67
mBrain,Epithelial cells,15463,0.05762353,0.0,MKI67
mBrain,Fibroblasts,444,0.033661727,0.0,MKI67
mBrain,MAST cells,508,0.001364463,0.0,MKI67
mBrain,Myeloid cells,5657,0.042751417,0.0,MKI67
mBrain,T/NK cells,2683,0.024749221,0.0,MKI67
mBrain,,2835,0.010551823,0.0,MKI67
mLN,B lymphocytes,6062,0.054434475,0.0,MKI67
mLN,Epithelial cells,3053,0.15942816,0.0,MKI67
mLN,Myeloid cells,5442,0.09694531,0.0,MKI67
mLN,T/NK cells,5069,0.039556026,0.0,MKI67
mLN,,1819,0.057360575,0.0,MKI67
nLN,B lymphocytes,10584,0.015551495,0.0,MKI67
nLN,Myeloid cells,1288,0.033844307,0.0,MKI67
nLN,T/NK cells,19478,0.010994227,0.0,MKI67
nLN,,6096,0.009714465,0.0,MKI67
nLung,B lymphocytes,634,0.005012703,0.0,MKI67
nLung,Endothelial cells,1295,0.0013835981,0.0,MKI67
nLung,Epithelial cells,3703,0.008144391,0.0,MKI67
nLung,Fibroblasts,1585,0.0018235784,0.0,MKI67
nLung,MAST cells,1079,0.0018034384,0.0,MKI67
nLung,Myeloid cells,16672,0.02357414,0.0,MKI67
nLung,T/NK cells,11413,0.0130951535,0.0,MKI67
nLung,,6614,0.006865127,0.0,MKI67
tL/B,B lymphocytes,469,0.012665611,0.0,MKI67
tL/B,Epithelial cells,6582,0.1525878,0.0,MKI67
tL/B,Myeloid cells,1329,0.034660626,0.0,MKI67
tL/B,T/NK cells,2627,0.02008035,0.0,MKI67
tL/B,,963,0.011992798,0.0,MKI67
tLung,B lymphocytes,5312,0.017448032,0.0,MKI67
tLung,Endothelial cells,627,0.0069888784,0.0,MKI67
tLung,Epithelial cells,7270,0.04841571,0.0,MKI67
tLung,Fibroblasts,1654,0.003004724,0.0,MKI67
tLung,MAST cells,1809,0.0049724514,0.0,MKI67
tLung,Myeloid cells,8794,0.040708523,0.0,MKI67
tLung,T/NK cells,13941,0.023091631,0.0,MKI67
tLung,,5742,0.015523252,0.0,MKI67
PE,B lymphocytes,3285,0.009452436,0.0,TOP2A
PE,Epithelial cells,396,0.40954128,0.0,TOP2A
PE,Myeloid cells,3063,0.022912106,0.0,TOP2A
PE,T/NK cells,9192,0.013617821,0.0,TOP2A
PE,,4368,0.007306387,0.0,TOP2A
mBrain,B lymphocytes,1311,0.018715896,0.0,TOP2A
mBrain,Endothelial cells,159,0.017437665,0.0,TOP2A
mBrain,Epithelial cells,15463,0.13727307,0.0,TOP2A
mBrain,Fibroblasts,444,0.05953527,0.0,TOP2A
mBrain,MAST cells,508,0.0,0.0,TOP2A
mBrain,Myeloid cells,5657,0.050535847,0.0,TOP2A
mBrain,T/NK cells,2683,0.018631717,0.0,TOP2A
mBrain,,2835,0.009431617,0.0,TOP2A
mLN,B lymphocytes,6062,0.039997417,0.0,TOP2A
mLN,Epithelial cells,3053,0.2451214,0.0,TOP2A
mLN,Myeloid cells,5442,0.076176085,0.0,TOP2A
mLN,T/NK cells,5069,0.02826135,0.0,TOP2A
mLN,,1819,0.044684622,0.0,TOP2A
nLN,B lymphocytes,10584,0.014636398,0.0,TOP2A
